TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
370772,8538,164 ST,,,49.157943,-122.767570
370773,8428,164 ST,,,49.156097,-122.767557
370776,8420,164 ST,,,49.155901,-122.767537
370777,8588,167 ST,,,49.158826,-122.759146
370785,16416,85 AVE,,,49.157235,-122.767254
370796,8741,166 ST,,,49.161292,-122.762416
370802,16432,85 AVE,,,49.157229,-122.766768
370820,16740,86A AVE,,,49.160009,-122.757856
370822,16655,84 AVE,,,49.155621,-122.760715
370825,16663,84 AVE,,,49.155621,-122.760510
370841,8565,168 ST,,,49.158434,-122.756857
370848,16725,86A AVE,,,49.159967,-122.758665
370850,16711,86A AVE,,,49.159935,-122.758970
370858,16719,85 AVE,,,49.157366,-122.758725
370863,16598,84A AVE,,,49.156309,-122.762589
370866,16761,85 AVE,,,49.157476,-122.757841
370868,16769,85 AVE,,,49.157388,-122.757773
370886,16741,84A AVE,,,49.156452,-122.758351
370902,16522,86 AVE,,,49.158602,-122.764629
370910,16728,84A AVE,,,49.156230,-122.758761
370911,8446,167 ST,,,49.156193,-122.759209
370933,16577,84A AVE,,,49.156501,-122.763165
370934,8788,166B ST,,,49.162338,-122.760013
370939,16645,87A AVE,,,49.161686,-122.761013
370958,8702,166B ST,,,49.160595,-122.760596
370963,8699,167 ST,,,49.160574,-122.759547
370965,16548,85 AVE,,,49.157009,-122.764288
370985,8631,167 ST,,,49.159548,-122.759555
370995,16722,85A AVE,,,49.158061,-122.758564
371000,16754,85A AVE,,,49.158061,-122.757947
371012,16429,86A AVE,,,49.159737,-122.766945
371019,8599,167 ST,,,49.159092,-122.759530
371029,16675,85B AVE,,,49.158402,-122.760339
371032,16518,86A AVE,,,49.159469,-122.764759
371049,16668,85B AVE,,,49.158358,-122.760695
371053,8523,166A ST,,,49.157689,-122.761752
371062,16652,84A AVE,,,49.156249,-122.761221
371066,16688,84A AVE,,,49.156409,-122.759947
371072,8478,166A ST,,,49.156751,-122.761379
371082,16692,85A AVE,,,49.158060,-122.759776
400115,7988,155A ST,,,49.147635,-122.791385
400116,7935,155 ST,,,49.147134,-122.793067
400133,16028,80 AVE,,,49.148098,-122.778052
400137,16032,77A AVE,,,49.143829,-122.777959
400169,16288,80 AVE,,,49.148078,-122.770451
400175,7978,165A ST,,,49.147318,-122.763176
400193,16727,78 AVE,,,49.144669,-122.758672
400208,16598,78 AVE,,,49.144383,-122.761959
400209,7857,168 ST,,,49.145732,-122.756816
400215,8034,166 ST,,,49.148803,-122.761743
398040,13540,60 AVE,,,49.111704,-122.847257
398047,13337,59B AVE,,,49.111209,-122.853055
398062,5890,135 ST,,,49.109767,-122.848152
398071,5704,128 ST,,,49.106838,-122.867562
398076,13034,60 AVE,,,49.111698,-122.861034
398083,6051,132 ST,,,49.112758,-122.856914
398087,12878,63B AVE,,,49.118263,-122.866054
398089,6087,132 ST,,,49.113414,-122.856872
398090,12851,63B AVE,,,49.118380,-122.866513
398093,6144,128 ST,,,49.114455,-122.867598
398094,6278,128A ST,,,49.116567,-122.866164
398095,12805,63B AVE,,,49.118386,-122.867527
398101,6354,129A ST,,,49.118021,-122.863452
398103,12920,62 AVE,,,49.115296,-122.864427
398109,12960,62 AVE,,,49.115295,-122.863434
398114,6248,129 ST,,,49.116277,-122.864796
398115,6281,129A ST,,,49.116806,-122.863948
398117,12977,62 AVE,,,49.115605,-122.863033
398118,6281,130 ST,,,49.116864,-122.862606
398122,6252,131A ST,,,49.116592,-122.857891
398129,6137,130B ST,,,49.114263,-122.860665
398137,13084,64 AVE,,,49.118855,-122.859893
398147,13493,60 AVE,,,49.111998,-122.848516
398148,13406,63 AVE,,,49.117110,-122.850658
398151,13535,60 AVE,,,49.112012,-122.847382
398153,13271,61A AVE,,,49.114819,-122.854606
398156,13351,61A AVE,,,49.114761,-122.852548
398159,6125,132A ST,,,49.114219,-122.855421
398160,6346,134A ST,,,49.118084,-122.849397
398161,13243,60B AVE,,,49.113163,-122.855584
398163,6344,133B ST,,,49.118136,-122.851625
398167,13520,62 AVE,,,49.115252,-122.847764
398169,6318,134 ST,,,49.117568,-122.850786
398170,13292,61A AVE,,,49.114596,-122.854126
398171,13591,60A AVE,,,49.112786,-122.845714
398173,13556,64 AVE,,,49.118841,-122.846872
398175,6352,135 ST,,,49.118275,-122.848083
398176,6103,132A ST,,,49.113844,-122.855314
398177,6111,132A ST,,,49.113895,-122.855429
398185,6031,132A ST,,,49.112502,-122.854830
398202,5694,136 ST,,,49.106337,-122.845334
398203,13625,58A AVE,,,49.109682,-122.844741
398204,13699,58A AVE,,,49.109698,-122.842766
398206,5926,138 ST,,,49.110853,-122.840108
398207,13653,58A AVE,,,49.109681,-122.844059
371127,8019,158 ST,,,49.148567,-122.784637
371129,8128,157 ST,,,49.150186,-122.787110
371131,15915,80A AVE,,,49.149709,-122.781283
371133,15839,80 AVE,,,49.148374,-122.783401
371137,8040,156 ST,,,49.148999,-122.789867
371138,15668,80A AVE,,,49.149039,-122.788023
371139,8264,156 ST,,,49.153319,-122.789858
371144,15760,84 AVE,,,49.155323,-122.785523
371145,8234,156 ST,,,49.152590,-122.789869
371147,8085,156A ST,,,49.149698,-122.788953
371149,15627,80 AVE,,,49.148398,-122.789288
371150,15973,80A AVE,,,49.149710,-122.779674
371151,8075,157A ST,,,49.149628,-122.786084
371152,8029,160 ST,,,49.148729,-122.779064
371153,15770,80A AVE,,,49.149037,-122.785245
371155,8082,156A ST,,,49.149739,-122.788570
371156,8116,157 ST,,,49.150120,-122.786992
371163,8032,156 ST,,,49.148814,-122.789864
371164,15678,80A AVE,,,49.149046,-122.787787
371166,15651,83A AVE,,,49.154716,-122.788704
371168,8221,157 ST,,,49.152269,-122.787398
371169,15768,84 AVE,,,49.155323,-122.785326
371176,15729,80A AVE,,,49.149326,-122.786363
371177,15977,80 AVE,,,49.148362,-122.779614
371178,15792,80A AVE,,,49.149051,-122.784714
371180,8102,157 ST,,,49.149994,-122.786944
371187,15709,83A AVE,,,49.154652,-122.786876
371188,15686,80A AVE,,,49.149044,-122.787553
371191,8229,157 ST,,,49.152423,-122.787398
371192,15679,83 AVE,,,49.153770,-122.788109
371197,15742,82 AVE,,,49.151676,-122.786172
371198,15737,80A AVE,,,49.149329,-122.786074
371199,15983,80 AVE,,,49.148362,-122.779379
371200,15756,80A AVE,,,49.149038,-122.785703
371201,15784,80A AVE,,,49.149055,-122.784984
371207,8033,156A ST,,,49.148992,-122.788915
371208,15698,80A AVE,,,49.149042,-122.787319
371209,15668,83A AVE,,,49.154444,-122.788328
371212,15671,83 AVE,,,49.153771,-122.788317
371213,8216,156 ST,,,49.152165,-122.789867
371216,15657,80 AVE,,,49.148397,-122.788502
371217,15750,82 AVE,,,49.151676,-122.785940
371219,15761,80A AVE,,,49.149308,-122.785540
371220,15781,80A AVE,,,49.149304,-122.784994
400551,8180,153 ST,,,49.151330,-122.798301
398259,6233,138 ST,,,49.116081,-122.840073
398290,14866,59 AVE,,,49.109823,-122.810434
398361,14753,59A AVE,,,49.111022,-122.813427
398406,5846,167 ST,,,49.108610,-122.758209
398407,5778,167 ST,,,49.107904,-122.759367
398451,6600,148 ST,,,49.122858,-122.811965
398457,14899,66A AVE,,,49.123681,-122.809222
398459,14926,67 AVE,,,49.124274,-122.808744
398461,6759,150A ST,,,49.125512,-122.805575
398463,15063,67 AVE,,,49.124517,-122.805055
398464,15025,66A AVE,,,49.123669,-122.805832
398472,14776,69 AVE,,,49.128067,-122.812960
398482,14778,69A AVE,,,49.129027,-122.812950
398487,15042,70A AVE,,,49.130826,-122.805465
398501,14372,68 AVE,,,49.126033,-122.824143
398504,14213,66 AVE,,,49.122867,-122.828520
398505,14258,68 AVE,,,49.126060,-122.827164
398506,14326,68 AVE,,,49.126035,-122.825333
398507,14334,67A AVE,,,49.125564,-122.825285
398509,14237,66 AVE,,,49.122868,-122.827930
398516,14166,65 AVE,,,49.121212,-122.830011
398517,14162,65 AVE,,,49.121212,-122.830181
398518,14392,67A AVE,,,49.125072,-122.823623
398522,6527,141A ST,,,49.121579,-122.830993
398524,14147,66A AVE,,,49.123971,-122.830265
398525,14247,67 AVE,,,49.124788,-122.827500
398526,14263,67 AVE,,,49.124678,-122.827036
398527,14277,67 AVE,,,49.124565,-122.826548
398529,14256,67 AVE,,,49.124464,-122.827119
398541,6671,143A ST,,,49.123804,-122.825696
398543,14369,66A AVE,,,49.123806,-122.824183
398544,14388,66 AVE,,,49.122571,-122.823827
398547,6633,142 ST,,,49.123353,-122.829004
398552,13988,HYLAND RD,,,49.125168,-122.834863
398554,13947,66 AVE,,,49.122802,-122.835889
398555,13859,66 AVE,,,49.123120,-122.838403
398560,13965,64 AVE,,,49.119263,-122.835202
398564,13906,68 AVE,,,49.126099,-122.837020
398566,13944,68 AVE,,,49.126053,-122.835996
398614,13808,66B AVE,,,49.123822,-122.839654
398664,14260,72 AVE,,,49.133525,-122.827058
398665,14221,70A AVE,,,49.131071,-122.828340
398669,6862,142A ST,,,49.127572,-122.827207
398670,14231,69A AVE,,,49.129248,-122.827766
398673,14346,71 AVE,,,49.131678,-122.824576
398675,7106,143A ST,,,49.131812,-122.824527
398679,14294,71 AVE,,,49.131664,-122.826312
398681,14298,71 AVE,,,49.131664,-122.826068
398682,14311,71A AVE,,,49.132879,-122.825699
398683,14375,70A AVE,,,49.131124,-122.824210
398686,7095,142 ST,,,49.131660,-122.829087
398688,14322,72 AVE,,,49.133540,-122.825475
398692,7015,142 ST,,,49.130344,-122.829068
398693,6971,144 ST,,,49.129505,-122.823566
398694,14096,72 AVE,,,49.133493,-122.831804
398697,7064,141A ST,,,49.131163,-122.830105
398698,14356,70A AVE,,,49.130856,-122.824538
398699,7110,141A ST,,,49.131821,-122.830113
398700,7134,141A ST,,,49.132341,-122.830119
398704,7161,140A ST,,,49.132895,-122.833265
398708,14113,71 AVE,,,49.131821,-122.831285
398710,14257,71A AVE,,,49.132899,-122.827294
398711,14259,71 AVE,,,49.131982,-122.827285
398717,6810,142 ST,,,49.126448,-122.828654
398720,7067,141A ST,,,49.131208,-122.830545
398722,14266,72 AVE,,,49.133516,-122.826692
398725,6759,133 ST,,,49.125507,-122.854773
398727,6767,133 ST,,,49.125639,-122.854801
398728,13529,64A AVE,,,49.120272,-122.847216
398729,6504,134 ST,,,49.120826,-122.850780
398732,13380,67A AVE,,,49.124571,-122.851994
398734,13366,67A AVE,,,49.124474,-122.852164
398736,13460,67 AVE,,,49.124102,-122.849410
398741,6748,134A ST,,,49.125437,-122.849544
398742,6730,135B ST,,,49.125109,-122.846320
398744,6716,135 ST,,,49.124820,-122.848128
398749,13344,68 AVE,,,49.126185,-122.852672
398760,6607,133 ST,,,49.122817,-122.854651
398768,6527,134 ST,,,49.121240,-122.851227
398770,13216,67B AVE,,,49.125523,-122.856294
398773,13447,64 AVE,,,49.119195,-122.849781
398780,13252,64A AVE,,,49.119742,-122.855287
398781,13276,64A AVE,,,49.119760,-122.854284
371345,8287,158 ST,,,49.153567,-122.784655
387496,5612,184 ST,,,49.104391,-122.712445
387498,18729,NO 10 (56 AVE) HWY,,,49.104408,-122.703981
387499,5628,187A ST,,,49.104788,-122.702809
387507,18472,56A AVE,,,49.104986,-122.710483
387509,5722,184 ST,,,49.106063,-122.712373
339118,9992,128 ST,,,49.184264,-122.867382
339125,12867,99 AVE,,,49.183230,-122.865673
339128,12853,98 AVE,,,49.180946,-122.866324
339129,12873,98 AVE,,,49.180945,-122.865742
339142,12892,98A AVE,,,49.181444,-122.865135
339147,12964,98A AVE,,,49.181439,-122.863097
339148,12982,98A AVE,,,49.181438,-122.862515
339151,9854,128 ST,,,49.181783,-122.867460
339152,12853,98A AVE,,,49.181736,-122.866268
339158,12937,98A AVE,,,49.181730,-122.863951
339160,12957,98A AVE,,,49.181729,-122.863372
339162,9864,128 ST,,,49.181970,-122.867454
339165,9874,128 ST,,,49.182157,-122.867448
339166,12874,98B AVE,,,49.182193,-122.865671
339168,12910,98B AVE,,,49.182191,-122.864801
339170,12928,98B AVE,,,49.182190,-122.864220
339172,12954,98B AVE,,,49.182188,-122.863350
339176,9895,128A ST,,,49.182532,-122.866743
339186,12967,98B AVE,,,49.182476,-122.863048
339190,9914,128 ST,,,49.182905,-122.867425
339198,12948,99 AVE,,,49.182936,-122.863608
339199,12970,99 AVE,,,49.182935,-122.863026
339200,12831,98 AVE,,,49.180957,-122.866894
339201,12821,98 AVE,,,49.180965,-122.867184
339210,12938,100 AVE,,,49.184266,-122.863723
339211,12946,100 AVE,,,49.184265,-122.863514
339215,9863,132 ST,,,49.181895,-122.856849
339216,9873,132 ST,,,49.182041,-122.856844
339220,13127,98A AVE,,,49.181872,-122.858660
339222,13107,98A AVE,,,49.181876,-122.859417
339224,13063,98A AVE,,,49.181882,-122.860427
339225,13053,98A AVE,,,49.181884,-122.860679
339238,9892,130 ST,,,49.182432,-122.861966
339239,9882,130 ST,,,49.182262,-122.861974
339242,13447,96 AVE,,,49.177218,-122.850012
339244,13211,99A AVE,,,49.183554,-122.856251
339248,13245,99A AVE,,,49.183566,-122.855482
339249,13225,99A AVE,,,49.183550,-122.856013
339257,13231,98 AVE,,,49.181359,-122.855867
339258,9676,132 ST,,,49.178407,-122.856537
339259,13471,98A AVE,,,49.181648,-122.849177
339263,9789,134 ST,,,49.180516,-122.851524
339265,13267,99A AVE,,,49.183563,-122.854864
339268,9652,132 ST,,,49.178019,-122.856543
339274,13255,98 AVE,,,49.181355,-122.855133
339275,9636,132 ST,,,49.177826,-122.856560
339279,13263,98 AVE,,,49.181353,-122.854899
339281,13517,98A AVE,,,49.181655,-122.847807
339286,9661,SALAL PL,,,49.177853,-122.855601
339291,9980,132 ST,,,49.184023,-122.856310
339293,9669,SALAL PL,,,49.177925,-122.855732
339301,9663,133A ST,,,49.178183,-122.852810
339303,13291,98 AVE,,,49.181252,-122.854249
339308,9685,SALAL PL,,,49.178414,-122.855643
339313,9693,SALAL PL,,,49.178571,-122.855638
339314,9608,134 ST,,,49.177397,-122.851076
339317,13270,98 AVE,,,49.181053,-122.854671
339318,9699,SALAL PL,,,49.178753,-122.855617
339329,9886,134 ST,,,49.182178,-122.851141
339330,13296,100 AVE,,,49.184248,-122.854100
339331,13246,98 AVE,,,49.181066,-122.855392
339334,13238,98 AVE,,,49.181067,-122.855635
339337,13230,98 AVE,,,49.181064,-122.855885
339341,9695,134 ST,,,49.178727,-122.851500
339342,13214,98 AVE,,,49.181073,-122.856354
339350,13375,98 AVE,,,49.181257,-122.851945
339351,13474,98B AVE,,,49.182330,-122.848991
339355,13478,98B AVE,,,49.182337,-122.848721
339358,13424,98A AVE,,,49.181352,-122.850502
339362,13508,98B AVE,,,49.182339,-122.847950
339367,13319,98 AVE,,,49.181192,-122.853530
339368,13277,96 AVE,,,49.177249,-122.854593
339370,13340,98 AVE,,,49.181042,-122.852973
339372,13356,98 AVE,,,49.181029,-122.852460
339373,13372,98 AVE,,,49.181019,-122.851901
339376,9660,SALAL PL,,,49.178194,-122.855285
339377,9655,SALAL PL,,,49.178157,-122.854786
339378,9653,SALAL PL,,,49.178155,-122.854535
339379,9649,SALAL PL,,,49.178214,-122.854030
339380,9647,SALAL PL,,,49.178235,-122.853801
339383,13310,97 AVE,,,49.178766,-122.853777
339387,9654,SALAL PL,,,49.177869,-122.855059
339389,9646,SALAL PL,,,49.177864,-122.854015
339390,9644,SALAL PL,,,49.177881,-122.853775
387794,6099,188 ST,,,49.113362,-122.701939
387807,6131,187A ST,,,49.113655,-122.703349
387816,6381,188 ST,,,49.118383,-122.701938
387817,18752,64 AVE,,,49.118778,-122.703129
387830,18735,63A AVE,,,49.117976,-122.703660
387836,6359,187A ST,,,49.117819,-122.703228
400216,8038,164 ST,,,49.148917,-122.767461
400230,16638,FRASER HWY,,,49.150133,-122.761184
400235,16338,80A AVE,,,49.148910,-122.769307
400238,16122,80A AVE,,,49.148913,-122.775415
400240,8035,163 ST,,,49.148753,-122.769976
400241,8085,163A ST,,,49.149710,-122.769423
400243,8093,161A ST,,,49.149798,-122.775451
400244,8077,164 ST,,,49.149584,-122.767923
400320,16355,84 AVE,,,49.155619,-122.769134
400325,8633,161A ST,,,49.159677,-122.774855
400326,8641,161A ST,,,49.159742,-122.774751
400327,8632,161A ST,,,49.159706,-122.774465
400329,8635,162 ST,,,49.159753,-122.773454
400330,8683,162A ST,,,49.160805,-122.772248
400334,16114,88 AVE,,,49.162428,-122.775641
400400,16607,84 AVE,,,49.155619,-122.761950
400404,8775,168 ST,,,49.162406,-122.756890
400405,8558,167 ST,,,49.158327,-122.759139
400406,16708,88 AVE,,,49.162683,-122.758938
400408,16760,86A AVE,,,49.159944,-122.757386
400411,8433,167 ST,,,49.156134,-122.759624
400426,8787,166B ST,,,49.162517,-122.760458
400454,8043,160 ST,,,49.149069,-122.779064
400458,8366,156 ST,,,49.154776,-122.789865
400459,8098,156A ST,,,49.149930,-122.788582
400461,15643,83A AVE,,,49.154689,-122.788877
400462,15722,82 AVE,,,49.151677,-122.786647
400464,15717,83A AVE,,,49.154661,-122.786638
400465,15685,83 AVE,,,49.153769,-122.787895
400468,15653,82A AVE,,,49.152936,-122.788934
400471,15703,83A AVE,,,49.154656,-122.787101
400473,15991,80 AVE,,,49.148359,-122.779121
400476,15908,80A AVE,,,49.149405,-122.781554
400481,15770,82 AVE,,,49.151674,-122.785200
372831,8335,152 ST,,,49.154414,-122.801626
372832,15052,81 AVE,,,49.150468,-122.805606
372835,8367,151 ST,,,49.154819,-122.804397
372836,8262,150A ST,,,49.153301,-122.805246
372837,8223,152 ST,,,49.152089,-122.801548
372838,8347,152 ST,,,49.154601,-122.801633
372843,8375,151 ST,,,49.154986,-122.804392
372844,8213,152 ST,,,49.151943,-122.801534
372846,8359,152 ST,,,49.154788,-122.801640
372849,15074,84 AVE,,,49.155367,-122.804731
372850,8265,150A ST,,,49.153461,-122.805812
372851,8203,152 ST,,,49.151778,-122.801531
372855,8189,151 ST,,,49.151672,-122.804350
372862,15058,84 AVE,,,49.155367,-122.805256
372863,8278,151 ST,,,49.153900,-122.803971
372866,15044,84 AVE,,,49.155368,-122.805575
372869,15036,84 AVE,,,49.155368,-122.805885
372873,15028,84 AVE,,,49.155364,-122.806148
372878,8296,150 ST,,,49.153656,-122.806730
372880,8288,150 ST,,,49.153480,-122.806733
372906,14873,80B AVE,,,49.149506,-122.810173
372935,14966,83A AVE,,,49.154054,-122.808366
372944,8317,150 ST,,,49.153919,-122.807184
372946,8311,150 ST,,,49.153753,-122.807146
372947,8299,150 ST,,,49.153576,-122.807143
372949,8279,150 ST,,,49.153238,-122.807137
372950,8251,150 ST,,,49.152892,-122.807135
372955,14854,82A AVE,,,49.152668,-122.810873
372959,14988,84 AVE,,,49.155373,-122.807508
372970,14612,84 AVE,,,49.155365,-122.817277
372972,8235,146 ST,,,49.152668,-122.817843
372973,14502,84 AVE,,,49.155376,-122.821293
372981,14583,82 AVE,,,49.151952,-122.818029
372984,14508,84 AVE,,,49.155285,-122.820817
372985,8109,145 ST,,,49.150025,-122.819408
372987,8228,144 ST,,,49.152479,-122.823140
372988,14770,84 AVE,,,49.155355,-122.813320
372991,14628,84 AVE,,,49.155365,-122.816826
372992,14615,81A AVE,,,49.150702,-122.817014
372993,14502,80B AVE,,,49.149921,-122.819341
372994,8211,144A ST,,,49.152046,-122.822138
372998,14524,84 AVE,,,49.155288,-122.820390
372999,14510,80B AVE,,,49.149819,-122.819252
373002,8197,144A ST,,,49.151858,-122.822127
373005,14646,84 AVE,,,49.155366,-122.816381
373006,14532,84 AVE,,,49.155288,-122.820115
388422,6101,189 ST,,,49.113158,-122.699726
388425,6296,189A ST,,,49.116997,-122.697733
388426,19031,60B AVE,,,49.113224,-122.695603
388436,6047,190 ST,,,49.112145,-122.696640
388455,18885,61A AVE,,,49.114019,-122.700171
388463,18865,61A AVE,,,49.114016,-122.700667
388467,18843,61A AVE,,,49.114015,-122.700914
388491,18882,61A AVE,,,49.113730,-122.700356
388570,19327,63A AVE,,,49.118443,-122.687447
388575,19306,63A AVE,,,49.118234,-122.687839
400562,15596,84 AVE,,,49.155354,-122.790410
400571,8378,155A ST,,,49.154798,-122.791157
400573,8312,153 ST,,,49.153742,-122.798060
400574,8359,155A ST,,,49.154462,-122.791444
400578,8385,155 ST,,,49.154823,-122.792430
400579,8371,155 ST,,,49.154633,-122.792659
400580,8355,155 ST,,,49.154307,-122.792595
400583,15272,83B AVE,,,49.154443,-122.799471
400589,15390,82 AVE,,,49.151741,-122.796019
400599,15460,86 AVE,,,49.159021,-122.794150
400603,8650,154 ST,,,49.160063,-122.795940
400616,8440,154 ST,,,49.156092,-122.796277
400617,15411,84 AVE,,,49.155678,-122.795992
400629,15489,84 AVE,,,49.155686,-122.793122
400646,8613,154 ST,,,49.159423,-122.796325
400648,8765,154B ST,,,49.162209,-122.793870
400649,8725,154B ST,,,49.161476,-122.793793
400658,15536,85A AVE,,,49.158103,-122.791658
400670,15657,84 AVE,,,49.155621,-122.788571
400671,15767,87A AVE,,,49.162105,-122.785960
400673,15641,84 AVE,,,49.155653,-122.789008
400676,15748,87A AVE,,,49.161869,-122.786384
400689,8427,156A ST,,,49.156058,-122.788831
400713,8327,152 ST,,,49.154227,-122.801634
400716,8247,150A ST,,,49.153061,-122.805724
400719,8238,150A ST,,,49.153035,-122.805533
400721,8343,150A ST,,,49.154544,-122.805834
400726,15165,83A AVE,,,49.154840,-122.802591
400730,15170,83A AVE,,,49.154642,-122.802463
400732,8234,151A ST,,,49.152191,-122.802783
400734,8226,151A ST,,,49.152166,-122.802647
400736,15072,83 AVE,,,49.154062,-122.804897
400738,8295,151A ST,,,49.154106,-122.802952
400741,8276,150A ST,,,49.153657,-122.805476
400744,8253,151A ST,,,49.153575,-122.802958
400745,8259,150A ST,,,49.153300,-122.805810
400748,8197,151 ST,,,49.151813,-122.804420
400749,8375,150 ST,,,49.155025,-122.807163
400750,8310,150 ST,,,49.153825,-122.806732
400751,8272,150 ST,,,49.153307,-122.806728
400756,14868,84 AVE,,,49.155366,-122.810590
400762,8263,150 ST,,,49.153066,-122.807127
400764,8391,150 ST,,,49.155291,-122.807112
400765,8387,148 ST,,,49.155310,-122.812687
400769,8210,144 ST,,,49.152032,-122.823141
400772,14627,81A AVE,,,49.150703,-122.816644
400773,8189,144A ST,,,49.151656,-122.822178
400774,14540,84 AVE,,,49.155288,-122.819874
400775,14548,84 AVE,,,49.155289,-122.819607
400776,14645,81A AVE,,,49.150704,-122.816089
400777,8212,145 ST,,,49.152100,-122.819689
400779,14588,80B AVE,,,49.149419,-122.818051
400781,8353,144A ST,,,49.154757,-122.822359
400782,14693,80A AVE,,,49.150263,-122.814664
400783,8159,145 ST,,,49.151049,-122.819749
400786,8370,146A ST,,,49.154509,-122.815786
400787,8182,145 ST,,,49.151503,-122.819514
400788,14521,83A AVE,,,49.154819,-122.820268
400789,14507,83A AVE,,,49.154749,-122.820539
400790,14745,80A AVE,,,49.150729,-122.813169
400792,14762,80A AVE,,,49.150570,-122.812937
400793,8319,145A ST,,,49.154168,-122.819007
400794,14613,83 AVE,,,49.153906,-122.817064
400795,8158,145B ST,,,49.151182,-122.818426
400796,8169,145B ST,,,49.151220,-122.818681
400798,8340,145A ST,,,49.154557,-122.818712
400799,14678,80A AVE,,,49.149962,-122.814832
400800,14656,83 AVE,,,49.153655,-122.816064
400801,14565,82A AVE,,,49.153203,-122.818749
400802,14688,83 AVE,,,49.153634,-122.815009
400804,8051,146A ST,,,49.149625,-122.816426
400805,8058,146A ST,,,49.149857,-122.816221
400806,14682,81A AVE,,,49.150351,-122.815415
400807,14614,81A AVE,,,49.150482,-122.817020
400808,8078,146 ST,,,49.149624,-122.817436
400810,8445,148 ST,,,49.156190,-122.812681
400823,14708,88 AVE,,,49.162650,-122.814942
400837,14515,CHARTWELL DR,,,49.162073,-122.820206
400843,8716,ALTON PL,,,49.161285,-122.820609
400844,14458,CHARTWELL DR,,,49.161823,-122.821745
400845,14528,CHARTWELL DR,,,49.161802,-122.819740
373096,8070,147 ST,,,49.150709,-122.814042
373097,14533,83A AVE,,,49.154764,-122.819855
373099,14511,83 AVE,,,49.154035,-122.820193
373101,14711,80A AVE,,,49.150480,-122.813844
373103,14517,83 AVE,,,49.154099,-122.820163
373104,14518,82 AVE,,,49.151701,-122.819346
373105,14719,80A AVE,,,49.150515,-122.813704
379446,9076,137A ST,,,49.167856,-122.841338
387512,18743,56B AVE,,,49.106014,-122.703154
387514,5829,188 ST,,,49.108325,-122.701870
387516,5620,187A ST,,,49.104623,-122.702779
387517,5969,186 ST,,,49.110638,-122.707177
387523,18466,56A AVE,,,49.104986,-122.710735
387529,18768,56B AVE,,,49.105444,-122.702613
387531,18709,NO 10 (56 AVE) HWY,,,49.104396,-122.704540
387533,18572,59 AVE,,,49.110731,-122.708326
387538,18460,56A AVE,,,49.104985,-122.710978
387544,18701,NO 10 (56 AVE) HWY,,,49.104400,-122.704816
387549,5931,188 ST,,,49.110124,-122.701906
387551,18782,56B AVE,,,49.105324,-122.702125
387552,5925,186A ST,,,49.110073,-122.706238
387553,18695,NO 10 (56 AVE) HWY,,,49.104401,-122.705098
387559,18637,59 AVE,,,49.109980,-122.706623
400848,8458,144 ST,,,49.156695,-122.823121
400850,8559,146 ST,,,49.158511,-122.818275
400851,14694,88 AVE,,,49.162651,-122.815230
400853,8547,145 ST,,,49.158363,-122.820944
400855,14425,85A AVE,,,49.157975,-122.823065
400856,8448,144 ST,,,49.156531,-122.823118
400866,14812,87A AVE,,,49.161747,-122.812143
400870,14850,87 AVE,,,49.160918,-122.810871
400872,15095,87B AVE,,,49.162044,-122.803998
400875,14830,SPENSER DR,,,49.157739,-122.811607
400877,8590,151A ST,,,49.159000,-122.802683
400878,8555,151A ST,,,49.158635,-122.803085
400881,8568,148A ST,,,49.158562,-122.811064
400882,8416,150A ST,,,49.155855,-122.806036
400883,15096,86 AVE,,,49.159044,-122.804337
400888,14913,85A AVE,,,49.158344,-122.809342
400890,15104,85A AVE,,,49.158153,-122.804171
400892,15075,85A AVE,,,49.158440,-122.804903
400893,14875,SPENSER DR,,,49.157975,-122.810357
400894,14914,86 AVE,,,49.159118,-122.809305
400897,8659,148A ST,,,49.160270,-122.811335
400899,15135,86B AVE,,,49.160847,-122.803141
400904,14996,85A AVE,,,49.158131,-122.807054
400914,8676,151B ST,,,49.160556,-122.802097
400919,14876,88 AVE,,,49.162647,-122.809928
400920,15036,88 AVE,,,49.162676,-122.805881
400922,15021,87B AVE,,,49.162070,-122.806137
400925,15008,87B AVE,,,49.161799,-122.806429
400929,15018,ASHBY PL,,,49.159905,-122.806173
400930,15172,88 AVE,,,49.162690,-122.802130
400931,8742,151 ST,,,49.161851,-122.803290
400933,15186,88 AVE,,,49.162690,-122.801798
400934,14196,82A AVE,,,49.152912,-122.829107
400935,8325,144 ST,,,49.154206,-122.823599
400936,14015,82 AVE,,,49.152370,-122.833921
400938,14023,82 AVE,,,49.152371,-122.833550
400940,8054,REDTAIL CRT,,,49.149257,-122.824849
400942,8078,REDTAIL CRT,,,49.149527,-122.825363
400944,14008,82 AVE,,,49.152158,-122.834212
400947,14176,82A AVE,,,49.153172,-122.829922
400950,14348,82 AVE,,,49.152219,-122.825548
400952,14316,82 AVE,,,49.152390,-122.826908
400957,14254,HAWKSTREAM DR,,,49.149526,-122.828244
400968,8041,136A ST,,,49.149145,-122.843657
400976,13887,80A AVE,,,49.148803,-122.837280
401007,14133,87A AVE,,,49.162009,-122.830185
401009,8744,140 ST,,,49.161786,-122.834388
401017,8753,140A ST,,,49.162107,-122.833449
401025,8425,141 ST,,,49.156433,-122.833496
401026,8782,143A ST,,,49.162156,-122.824776
