STRUCTURE_TYPE,STRUCTURE_TYPE2,DESCRIPTION,LOCATION,STRUCTURE_DETAIL_TYPE,SPECIAL_FEATURES,MATERIAL_TYPE,WIDTH_M,SEATING_TYPE,GIFT_DONATION,PLAQUE_DETAIL,BENCH_STYLE,CAPACITY,DIMENSION_M2,COMPONENT_TYPE,SURFACE_MATERIAL,WINTERIZED,LENGTH_M,HOUSE_NO,STATUS,STATUS_DATE,PARK_OWNERSHIP,INSERVICE_DATE,INSERVICE_COST,CONDITION,YRS_LIFE_EXPECTANCY,WARRANTYDATE,WARRANTY_PROVIDER,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,Latitude,Longitude
3,Shelters and Tables,"Table #10 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, in picnic area",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20091023145700,,20090801,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.180771,-122.820003
1,Gates,"Bicycle Baffle; Clayton Hill Park, 18221 Claytonhill Dr",@ entrance to path on Claytonhill Dr,Bicycle Baffle,,,,,,,,,,,,,,18221,OPERATING,,,,0,,,,,"Clayton Hill Park, 18221 Claytonhill Dr",,49.122007,-122.717604
6,Other,"Usergroup Storage Bin; Hillcrest Park, 6530 185 St",south end of Softball 1,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.121880,-122.706780
1,Gates,"Pedestrian Gate; Hillcrest Park, 6530 185 St",on home base end,Pedestrian,,Chain Link,,,,,,,,,,,,06530,OPERATING,20070510,,20070201,0,,,,,"Hillcrest Park, 6530 185 St",,49.121956,-122.706780
6,Other,"Irrigation Box; Hillcrest Park, 6530 185 St",north end of Softball 1,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.122964,-122.706637
1,Gates,"Pedestrian Gate; Hillcrest Park, 6530 185 St",on third base line east side,Pedestrian,,Chain Link,,,,,,,,,,,,06530,OPERATING,20070510,,20070201,0,,,,,"Hillcrest Park, 6530 185 St",,49.121951,-122.707191
1,Gates,"Bicycle Baffle; Clayton Hill Park, 18221 Claytonhill Dr",E end of concrete path @ 66 Ave,Bicycle Baffle,,,,,,,,,,,,,,18221,OPERATING,20000926,,19990926,0,,,,,"Clayton Hill Park, 18221 Claytonhill Dr",,49.122772,-122.716875
6,Other,"Irrigation Box; Hillcrest Park, 6530 185 St",north end of soccer 1,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.122985,-122.707906
6,Other,"Irrigation Box; Hillcrest Park, 6530 185 St",north end of soccer 1,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.122984,-122.708030
1,Gates,"Bollard; Hillcrest Park, 6530 185 St",at entrance to P2 off 66 Ave,Bollard,,,,,,,,,,,,,,06530,OPERATING,20070510,,20070201,0,,,,,"Hillcrest Park, 6530 185 St",,49.123015,-122.706580
1,Gates,"Pedestrian Gate; Hillcrest Park, 6530 185 St",on first base line south end,Pedestrian,,Chain Link,,,,,,,,,,,,06530,OPERATING,20070510,,20070201,0,,,,,"Hillcrest Park, 6530 185 St",,49.122326,-122.706603
6,Other,"Irrigation Control Kiosk; Hillcrest Park, 6530 185 St",north end of softball 1,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.122971,-122.707175
1,Gates,"Pedestrian Gate; Hillcrest Park, 6530 185 St",behind third base line,Pedestrian,,Chain Link,,,,,,,,,,,,06530,OPERATING,20070510,,20070201,0,,,,,"Hillcrest Park, 6530 185 St",,49.121929,-122.707343
6,Other,"3 Irrigation Box; Hillcrest Park, 6530 185 St",south end of Softball 1,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.121957,-122.707810
1,Gates,"2 Bicycle Baffles; Johnston Heights Park, 9693 - 151A St",E.Section Of Park Near 98 Ave & 152 St,Bicycle Baffle,,,,,,,,,,,,,,09693,OPERATING,,,,0,,,,,"Johnston Heights Park, 9693 151A St",,49.178677,-122.803140
1,Gates,"2 Bicycle Baffles; 34A - Utility ROW, 15472 - 95A Ave",155A St & 95 Ave entrance,Bicycle Baffle,,,,,,,,,,,,,,15472,OPERATING,,,,0,,,,,"34A - Utility ROW, 15472 95A Ave",,49.175798,-122.793047
1,Gates,"Bicycle Baffle; Southmere Village Park, 1701 - Martin Dr",S.W. Pedestrian Entrance,Bicycle Baffle,,,,,,,,,,,,,,01701,OPERATING,,,,0,,,,,"Southmere Village Park, 1701 Martin Dr",,49.033040,-122.805151
1,Gates,"2 Bicycle Baffles; Johnston Heights Park, 9693 - 151A St",S. End Of Site Near 96 Ave,Bicycle Baffle,,,,,,,,,,,,,,09693,OPERATING,,,,0,,,,,"Johnston Heights Park, 9693 151A St",,49.178677,-122.803072
1,Gates,"2 Bicycle Baffles; 3B - Greenbelt, 11367 - Roxburgh Rd",At Roxburgh Rd. Entrance To Pathway,Bicycle Baffle,,,,,,,,,,,,,,11367,OPERATING,,,,0,,,,,"3B - Greenbelt, 11367 Roxburgh Rd",,49.208640,-122.813121
1,Gates,"2 Bicycle Baffles; 34B - Utility ROW, 15816 - 95A Ave",158 St & 95 Ave entrance,Bicycle Baffle,,,,,,,,,,,,,,15816,OPERATING,,,,0,,,,,"34B - Utility ROW, 15816 95A Ave",,49.175685,-122.784060
1,Gates,"3 Bicycle Baffles; 50B - Utility ROW, 12586 - 80 Ave","2 @ 80 Ave entrances, 1 @ SW corner ent",Bicycle Baffle,,,,,,,,,,,,,,12586,OPERATING,,,,0,,,,,"50B - Utility ROW, 12586 80 Ave",,49.148096,-122.874153
1,Gates,"2 Bicycle Baffles; John Tompson Park, 14324 Hawkstream Dr",At Intervals Along Path From 77 Ave,Bicycle Baffle,,,,,,,,,,,,,,14324,OPERATING,,,,0,,,,,"John Tompson Park, 14324 Hawkstream Dr",,49.148053,-122.826069
1,Gates,"2 Bicycle Baffles; 124C - Greenbelt, 2279 - 154A St",1 at each entrance to park,Bicycle Baffle,,,,,,,,,,,,,,02279,OPERATING,,,,0,,,,,"124C - Greenbelt, 2279 154A St",,49.043328,-122.794736
1,Gates,2 Bicycle Baffles; Walkway - 8891 157 St,In walkway at N end,Bicycle Baffle,,,,,,,,,,,,,,08891,OPERATING,,,,0,,,,,Walkway - 8891 157 St,,49.164638,-122.786947
1,Gates,2 Bicycle Baffles; Walkway - 16110 89a Ave,At N end of walkway,Bicycle Baffle,,,,,,,,,,,,,,16110,OPERATING,,,,0,,,,,Walkway - 16110 89a Ave,,49.164916,-122.775860
1,Gates,2 Bicycle Baffles; Walkway - 8280 121a St,W end of walkway,Bicycle Baffle,,,,,,,,,,,,,,08280,OPERATING,,,,0,,,,,Walkway - 8280 121a St,,49.153757,-122.886441
1,Gates,2 Bicycle Baffles; Walkway - 7591 123 St,S end of walkway,Bicycle Baffle,,,,,,,,,,,,,,07591,OPERATING,,,,0,,,,,Walkway - 7591 123 St,,49.140882,-122.881612
1,Gates,2 Bicycle Baffles; Walkway - 7386 140 St,E end of walkway,Bicycle Baffle,,,,,,,,,,,,,,07386,OPERATING,,,,0,,,,,Walkway - 7386 140 St,,49.137049,-122.834231
0,Benches and Bleachers,"Bench; Fleetwood Park, 15802 80 Ave","north of water playground, bench ref # 21",,,Metal,,Bench,Y,,Surrey,3,,,,,,15802,OPERATING,20110301160800,,20110303,0,,,20210228,,"Fleetwood Park, 15802 80 Ave",Park,49.147961,-122.782911
0,Benches and Bleachers,"Chairs & Chess Table; Francis Park, 15951 83 Ave","In the park, bench ref # 1",,,Concrete,,Bench,Y,,Surrey,,,,,,,15996,OPERATING,20100819111600,,20100701,0,,,20200701,,"Francis Park, 15951 83 Ave",Land,49.154462,-122.780408
1,Gates,"Barrier - Single; 71G - Detention Pond, 13442 62 Ave",At 62 Ave. edge of site,Barrier - Single,,,,,,,,,,,,,,13442,OPERATING,20020801,,19870514,0,,,,,"Senator Reid Park, 6115 136 St",,49.115316,-122.850331
0,Benches and Bleachers,"Bench; Fraser View Park, 11210 159A St","centre area of site off 112 Ave, bench ref # 1",,,Other,,Bench,Y,,Basic,3,0,,,,,11210,OPERATING,20081022115000,,20070902,0,,,20170501,,"Fraser View Park, 11210 159A St",Park,49.206569,-122.776970
,Benches and Bleachers,,,,,,,Bench,,,,,,,,,,,OPERATING,,,,,,,,,,,49.108505,-122.817008
0,Benches and Bleachers,"Bench; City Hall Grounds, 14245 56 Ave","In the park, bench ref # 1",,,,,Bench,Y,,Cast,3,,,,,,14245,OPERATING,20061016142500,,20020101,0,,,20120101,,"City Hall Grounds, 14245 56 Ave",Land,49.105614,-122.827399
0,Benches and Bleachers,"Bench; Fraser Wood Park, 10621 Arbutus Wynd","In the park, bench ref # 1",,,,,Bench,Y,,Basic,3,,,,,,10621,OPERATING,20090323134800,,20070327230000,0,,,20170301,,"Fraser Wood Park, 10621 Arbutus Wynd",Park,49.195964,-122.763062
0,Benches and Bleachers,"Aluminum Bleachers; Newton Athletic Park, 7395 - 128 St",north end of soccer 7,,,Aluminum,0,Bleacher,,,,0,,,,,,07395,OPERATING,,,,0,,,,,"Newton Athletic Park, 7395 128 St",,49.135947,-122.872587
0,,"Fishing Rod Holder; Surrey Public Wharf, 11731 130 St",on pier,,,,,,,,,,,,,,,11731,OPERATING,,,20140408,,,,,,"Surrey Public Wharf, 11731 130 St",Park,49.216688,-122.862036
0,,"Fishing Rod Holder; Surrey Public Wharf, 11731 130 St",on pier,,,,,,,,,,,,,,,11731,OPERATING,,,20140408,,,,,,"Surrey Public Wharf, 11731 130 St",Park,49.216685,-122.862103
0,Benches and Bleachers,"Wood Bleachers; Newton Athletic Park, 7395 - 128 St",north end of soccer 7,,,Wood,0,Bleacher,,,,0,,,,,,07395,OPERATING,,,,0,,,,,"Newton Athletic Park, 7395 128 St",,49.135960,-122.873171
0,Benches and Bleachers,"Bench; Frank Hurt Park, 13828 77 Ave",adjacent to playground,,,,,Bench,N,,Basic,,,,,,,13828,OPERATING,,,20150702,,,,,,"Frank Hurt Park, 13828 77 Ave",Park,49.140593,-122.839887
0,Benches and Bleachers,"Bench; Robertson Drive Park, 12730 92 Ave","north of playground, bench ref # 1",,,Other,,Bench,N,,,,,,,,,12730,OPERATING,20101119144800,,20100920,0,,,,,"Robertson Drive Park, 12730 92 Ave",Park,49.168747,-122.869920
3,Shelters and Tables,"Park Shelter #1 - Portable; Unwin Park, 13313 68 Ave",,,,,,,,,,,,Park Shelter - Portable,,,,13313,OPERATING,20030718094800,,20020227,0,,,,,"Unwin Park, 13313 68 Ave",Park,49.126577,-122.853655
3,Shelters and Tables,"Park Shelter #2 - Portable; Unwin Park, 13313 68 Ave",,,,,,,,,,,,Park Shelter - Portable,,,,13313,OPERATING,20030718094400,,20020227,0,,,,,"Unwin Park, 13313 68 Ave",Park,49.126605,-122.853069
3,Shelters and Tables,"Park Shelter #4 - Portable; Unwin Park, 13313 68 Ave",,,,,,,,,,,,Park Shelter - Portable,,,,13313,OPERATING,20080923094800,,20070101,0,,,,,"Unwin Park, 13313 68 Ave",Park,49.126732,-122.853705
3,Shelters and Tables,"Table #3 - Portable Holland Park, 13428 Old Yale Road",Adjacent to playground #2,,,Wood,,,,,,,,Table - Portable,,,,13428,OPERATING,20110615084200,,,0,,,,,"Holland Park, 13428 Old Yale Road",Park,49.183153,-122.850165
3,Shelters and Tables,"Table #4 - Portable Holland Park, 13428 Old Yale Road",east of playground #1,,,Wood,,,,,,,,Table - Portable,,,,13428,OPERATING,20110615084200,,,0,,,,,"Holland Park, 13428 Old Yale Road",Park,49.183121,-122.849423
1,Gates,"2 Bollards; Buchamer Park, 2601 139a St",At N and S entrances to 13855 26a Ave,Bollard,,,,,,,,,,,,,,02601,OPERATING,20060419,,20040825,0,,,,,"Buchamer Park, 2601 139a St",,49.049471,-122.836190
1,Gates,"2 Bicycle Baffles; 111C - Greenbelt, 13252 - 28 Ave",On Path At 132 St Entrance,Bicycle Baffle,,,,,,,,,,,,,,13252,OPERATING,,,,0,,,,,"111C - Greenbelt, 13252 28 Ave",,49.051163,-122.856315
1,Gates,"2 Bicycle Baffles; 112A - Greenbelt, 13725 - 28 Ave",@ 29 Ave W entrance,Bicycle Baffle,,,,,,,,,,,,,,13725,OPERATING,,,,0,,,,,"112A - Greenbelt, 13725 28 Ave",,49.054916,-122.838912
1,Gates,"Metal Locking Gate; 115A - Greenbelt, 16588 - 28 Ave",Entrance 26 Ave,Barrier - Single,,,,,,,,,,,,,,16588,OPERATING,,,,0,,,,,"115A - Greenbelt, 16588 28 Ave",,49.049395,-122.762468
1,Gates,"Bicycle Baffle; Hillcrest Park, 6530 185 St",on 185 St entrance at P2,Bicycle Baffle,,,,,,,,,,,,,,18725,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",,49.121995,-122.709064
6,Other,"Irrigation Box; Hillcrest Park, 6530 185 St",north end of soccer 1,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.122984,-122.707777
1,Gates,"Bicycle Baffle; Hillcrest Park, 6530 185 St",on 185 St entrance at P5,Bicycle Baffle,,,,,,,,,,,,,,18725,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",,49.122620,-122.709511
6,Other,"Irrigation Valve Chamber; Hillcrest Park, 6530 185 St",north end of softball 1,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.122978,-122.707154
1,Gates,"Bicycle Baffle; Clayton Hill Park, 18221 Claytonhill Dr",W end of concrete path @ 66 Ave,Bicycle Baffle,,,,,,,,,,,,,,18221,OPERATING,20000926,,19990926,0,,,,,"Clayton Hill Park, 18221 Claytonhill Dr",,49.122776,-122.717935
1,Gates,"Bollard; Hillcrest Park, 6530 185 St",at entrance to P2 off 66 Ave,Bollard,,,,,,,,,,,,,,06530,OPERATING,20070510,,20070201,0,,,,,"Hillcrest Park, 6530 185 St",,49.123010,-122.706563
6,Other,"Irrigation Box; Hillcrest Park, 6530 185 St",north end of soccer 1,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.122987,-122.707400
1,Gates,"1 Bollard; Hillcrest Park, 6530 185 St",at entrance to P2 off 185a St,Bollard,,,,,,,,,,,,,,06530,OPERATING,20070510,,20070201,0,,,,,"Hillcrest Park, 6530 185 St",,49.122998,-122.708450
6,Other,"Water Metre Box; Hillcrest Park, 6530 185 St",north end of park along 66 Ave,,,,,,,,,,,,,,,06530,OPERATING,,,,,,,,,"Hillcrest Park, 6530 185 St",Park,49.123208,-122.706940
1,Gates,"Pedestrian Gate; Hillcrest Park, 6530 185 St",on first base line north end,Pedestrian,,Chain Link,,,,,,,,,,,,06530,OPERATING,20070510,,20070201,0,,,,,"Hillcrest Park, 6530 185 St",,49.122424,-122.706599
1,Gates,"Post and Chain Gate; Sullivan Park, 6272 - 152 St",Perimeter of Pond,Pedestrian,,,,,,,,,,,,,,06272,OPERATING,,,,0,,,,,"Sullivan Park, 6272 152 St",,49.116882,-122.800671
1,Gates,"Barrier - Double; Hawthorne Park, 10503 - 144 St",144th Str. Park Entrance,Barrier - Double,,,,,,,,,,,,,,10503,OPERATING,,,,0,,,,,"Hawthorne Park, 10503 144 St",,49.193519,-122.823274
1,Gates,"Metal Locking Gate; Holly Park, 10706 - 148 St",North Entrance to Parking Lot,Barrier - Single,,,,,,,,,,,,,,10706,OPERATING,,,,0,,,,,"Holly Park, 10706 148 St",,49.197529,-122.812118
1,Gates,2 Bicycle Baffles; Walkway - 7411 149a St,E end of walkway,Bicycle Baffle,,,,,,,,,,,,,,07411,OPERATING,,,,0,,,,,Walkway - 7411 149a St,,49.137337,-122.808336
1,Gates,"2 Bicycle Baffles; 112J - Greenbelt, 2521 - 139A St",@ 139a St entrance,Bicycle Baffle,,,,,,,,,,,,,,02521,OPERATING,,,,0,,,,,"112J - Greenbelt, 2521 139A St",,49.047981,-122.836038
1,Gates,"2 Bicycle Baffles; 34K - Greenbelt, 15811 - 93A Ave",At 93A Ave Entrance,Bicycle Baffle,,,,,,,,,,,,,,15811,OPERATING,,,,0,,,,,"34K - Greenbelt, 15811 93A Ave",,49.173143,-122.784151
1,Gates,"4 Bicycle Baffles; 112L - Walkway, 2531 - 140 St",Entrances on both sides of lane,Bicycle Baffle,,,,,,,,,,,,,,02531,OPERATING,,,,0,,,,,"112L - Walkway, 2531 140 St",,49.048052,-122.834680
1,Gates,"Bicycle Baffle; Southmere Village Park, 1701 - Martin Dr",N.W. Corner Pedestrian Entrance,Bicycle Baffle,,,,,,,,,,,,,,01701,OPERATING,,,,0,,,,,"Southmere Village Park, 1701 Martin Dr",,49.033040,-122.805082
1,Gates,"Bicycle Baffle; Southmere Village Park, 1701 - Martin Dr",S.W. of N.E. Pedestrian Entrance,Bicycle Baffle,,,,,,,,,,,,,,01701,OPERATING,,,,0,,,,,"Southmere Village Park, 1701 Martin Dr",,49.032995,-122.805082
1,Gates,"Bicycle Baffle; Southmere Village Park, 1701 - Martin Dr",Southmere Cresent,Bicycle Baffle,,,,,,,,,,,,,,01701,OPERATING,,,,0,,,,,"Southmere Village Park, 1701 Martin Dr",,49.032950,-122.805083
1,Gates,"Post and Chain Gate; Kennedy Trail Park, 12237 - 82 Ave",N. Section Of CARSTOP-W At 122A St,Pedestrian,,,,,,,,,,,,,,12237,OPERATING,,,,0,,,,,"Kennedy Trail Park, 12237 82 Ave",,49.152327,-122.883599
1,Gates,"Post and Chain Gate; Laronde Park, 1806 - 130 St",130th Str./18th Ave.,Pedestrian,,,,,,,,,,,,,,01806,OPERATING,,,,0,,,,,"Laronde Park, 1806 130 St",,49.035022,-122.861680
1,Gates,"Post and Chain Gate; Panorama Heights Park, 6181 - 131A St",North Entrance off of 63A Ave.,Pedestrian,,,,,,,,,,,,,,06181,OPERATING,,,,0,,,,,"Panorama Heights Park, 6181 131A St",,49.115295,-122.858347
1,Gates,"Post and Chain Gate; Redwood Park, 17900 - 20 Ave",190th Str.-North East End of Parking Lot,Pedestrian,,,,,,,,,,,,,,17900,OPERATING,,,,0,,,,,"Redwood Park, 17900 20 Ave",,49.035917,-122.726385
0,Benches and Bleachers,"Bench; Holland Park, 13428 Old Yale Road","In the park, bench ref # 12",,,Metal,,Bench,Y,,Surrey,,,,,,,13428,OPERATING,20101026131900,,20121231,0,,,20221231,,"Holland Park, 13428 Old Yale Road",Park,49.183570,-122.849489
0,Benches and Bleachers,"Bench; Ridgeview Park, 16592 109A Ave","north side of park, bench ref # 1",,,Other,,Bench,Y,,Basic,3,,,,,,16592,OPERATING,20090519163600,,20090301,0,,,,,"Ridgeview Park, 16592 109A Ave",Park,49.202316,-122.761309
0,Benches and Bleachers,"Bench; Crescent Beach, 12160 Beecher St","In the park, bench ref # 66",,,Wood,,Bench,Y,,Log,,,,,,,12160,OPERATING,20061107101300,,20140101,0,,,20240101,,"Crescent Beach, 12160 Beecher St",Park,49.049155,-122.884131
0,Benches and Bleachers,"Bench; Newton Athletic Park, 7395 128 St",south of mini soccer 1,,,,,Bench,N,,Surrey,3,0,,,,,07395,OPERATING,,,20170306,0,,,,,"Newton Athletic Park, 7395 128 St",Park,49.135989,-122.870920
1,Gates,"2 Bicycle Baffles; Abbey Glen Park, 17189 103 Ave",N end of path @ 104 Ave,Bicycle Baffle,,,,,,,,,,,,,,17189,OPERATING,,,,0,,,,,"Abbey Glen Park, 17189 103 Ave",,49.191427,-122.745758
0,Benches and Bleachers,"2 Benches; Fraser Heights Park, 10588 160 St",At 108 Ave Tennis Courts,,,,0,Bench,,,,0,,,,,,10588,OPERATING,,,,0,,,,,"Fraser Heights Park, 10588 160 St",,49.198519,-122.774645
2,Plumbing Fixtures,"Water Fountain; Crescent Park, 2585 132 St",in clearing adjacent to parking lot,Drinking Fountain,,,,,,,,,,Fountain,,,,02585,OPERATING,,,20140601,,,,,,"Crescent Park, 2585 132 St",Park,49.052108,-122.863389
4,Stairs,"Concrete Stairway #1; Crescent Park School Grounds, 2440 128 St",S.W. Corner of East Tennis Court,,,Concrete,,,,,,,,,,,,02500,OPERATING,,,,0,,,,,"Crescent Park School Grounds, 2500 128 St",Land,49.047180,-122.865018
4,Stairs,"Concrete Stairway #2; Crescent Park School Grounds, 2440 128 St",West Entrance to Tennis Courts,,,Concrete,,,,,,,,,,,,02500,OPERATING,,,,0,,,,,"Crescent Park School Grounds, 2500 128 St",Land,49.047347,-122.865846
2,Plumbing Fixtures,"Water Fountain; Crescent Park School Grounds, 2440 128 St","West entrance to Tennis Courts, ref # 1",,,,,,,,,,,Fountain,,,,02500,OPERATING,20100624161900,,,0,,,,,"Crescent Park School Grounds, 2500 128 St",Land,49.047357,-122.865930
3,Shelters and Tables,"Table #5 - Portable Holland Park, 13428 Old Yale Road",east of playground #1,,,Wood,,,,,,,,Table - Portable,,,,13428,OPERATING,20110615084200,,,0,,,,,"Holland Park, 13428 Old Yale Road",Park,49.183158,-122.849682
0,Benches and Bleachers,"Bench; Newton Athletic Park, 7395 128 St",within Playground #2,,,,,Bench,,,,,,,,,,,OPERATING,,,,,,,,,"Newton Athletic Park, 7395 128 St",,49.136111,-122.869725
0,Benches and Bleachers,"Bench; Newton Athletic Park, 7395 128 St",NE corner of Soccer 5,,,,,Bench,,,,,,,,,,,OPERATING,,,,,,,,,"Newton Athletic Park, 7395 128 St",,49.135984,-122.870462
2,Plumbing Fixtures,"Water Fountain; Royal Kwantlen Park, 13035 104 Ave",At washroom/Concession Stand,,,,,,,,,,,Fountain,,,,13035,OPERATING,,,20130619,,,,,,"Royal Kwantlen Park, 13035 104 Ave",Park,49.193063,-122.860931
2,Plumbing Fixtures,"Water Fountain; Port Kells Park, 19340 - 88 Ave",at washroom,,,,,,,,,,,Fountain,,,,19340,OPERATING,,,20130319,,,,,,"Port Kells Park, 19340 88 Ave",Park,49.161154,-122.686510
0,Benches and Bleachers,"Bench; Newton Athletic Park, 7395 128 St",within Playground #2,,,,,Bench,,,,,,,,,,,OPERATING,,,,,,,,,"Newton Athletic Park, 7395 128 St",,49.136109,-122.869760
0,Benches and Bleachers,"Bench; Newton Athletic Park, 7395 128 St",within Playground #2,,,,,Bench,,,,,,,,,,,OPERATING,,,,,,,,,"Newton Athletic Park, 7395 128 St",,49.136110,-122.869690
0,Benches and Bleachers,"Bench; Newton Athletic Park, 7395 128 St",NE corner of Soccer 5,,,,,Bench,,,,,,,,,,,OPERATING,,,,,,,,,"Newton Athletic Park, 7395 128 St",,49.135982,-122.870431
3,Shelters and Tables,"Table - Portable; Newton Athletic Park, 7395 128 St",around walking loop,,,,,,,,,,,Table - Portable,,,,07395,OPERATING,,,,,,,,,"Newton Athletic Park, 7395 128 St",Park,49.135843,-122.870267
3,Shelters and Tables,"Table - Portable; Newton Athletic Park, 7395 128 St",around walking loop,,,,,,,,,,,Table - Portable,,,,07395,OPERATING,,,,,,,,,"Newton Athletic Park, 7395 128 St",Park,49.135722,-122.870284
3,Shelters and Tables,"Table - Portable; Newton Athletic Park, 7395 128 St",around walking loop,,,,,,,,,,,Table - Portable,,,,07395,OPERATING,,,,,,,,,"Newton Athletic Park, 7395 128 St",Park,49.135814,-122.870162
6,Other,"User Group Storage Bin; Clayton Park, 18513 70 Ave",Softball 1 3rd base line,,,,,,,,,,,,,,,18513,OPERATING,,,,,,,,,"Clayton Park, 18513 70 Ave",Park,49.130730,-122.707398
6,Other,"Kiosk; Bakerview Park, 1845 154 St",north of community hall,,,,,,,,,,,,,,,01845,OPERATING,,,,,,,,,"Bakerview Park, 1845 154 St",Park,49.035589,-122.796922
6,Other,"User Group Storage Bin; Clayton Park, 18513 70 Ave",Softball 1 1st base line,,,,,,,,,,,,,,,18513,OPERATING,,,,,,,,,"Clayton Park, 18513 70 Ave",Park,49.130993,-122.707747
6,Other,"Irrigation Kiosk; Clayton Park, 18513 70 Ave",west side of lawn bowling fieldhouse,,,,,,,,,,,,,,,18513,OPERATING,,,,,,,,,"Clayton Park, 18513 70 Ave",Park,49.130155,-122.708865
6,Other,"Electrical Kiosk; Green Timbers Park, 14255 96 Ave",next to Nature Centre,Service,,,,,,,,,,,,,,14255,OPERATING,,,20130101,,,,,,"Green Timbers Park, 14255 96 Ave",Park,49.179148,-122.829850
6,Other,"Electrical Kiosk; Panorama Park,12941 60 Ave",within primary entrance to dog park,,,,,,,,,,,,,,,12941,OPERATING,,,20140514,,,,,,"Panorama Park,12941 60 Ave",,49.112065,-122.865439
6,Other,"Electrical Kiosk; Bakerview Park, 1845 154 St",north side of baseball diamond 1,,,,,,,,,,,,,,,01845,OPERATING,,,,,,,,,"Bakerview Park, 1845 154 St",Park,49.036533,-122.798099
6,Other,"Electrical Kiosk; Bakerview Park, 1845 154 St",North of 18th Ave. Service Gate,,,,,,,,,,,,,,,01845,OPERATING,,,,,,,,,"Bakerview Park, 1845 154 St",Park,49.034899,-122.797920
6,Other,"Storage Container; Clayton Park, 18513 70 Ave",SW corner of Soccer 1,,,,,,,,,,,,,,,18513,OPERATING,,,,,,,,,"Clayton Park, 18513 70 Ave",Park,49.130144,-122.708567
6,Other,"Water Valve; Clayton Park, 18513 70 Ave",west side of lawn bowling fieldhouse,,,,,,,,,,,,,,,18513,OPERATING,,,,,,,,,"Clayton Park, 18513 70 Ave",Park,49.130080,-122.708807
6,Other,"Storm Sump; Clayton Park, 18513 70 Ave",west side of lawn bowling fieldhouse,,,,,,,,,,,,,,,18513,OPERATING,,,,,,,,,"Clayton Park, 18513 70 Ave",Park,49.130089,-122.708812
6,Other,"User Group Storage Bin; Clayton Park, 18513 70 Ave",Softball 1 1st base line,,,,,,,,,,,,,,,18513,OPERATING,,,,,,,,,"Clayton Park, 18513 70 Ave",Park,49.130987,-122.707718
6,Other,"Electrical Kiosk; Adams Road Park, 18160 68 Ave",SW of washroom,,,,,,,,,,,,,,,18160,OPERATING,,,,,,,,,"Adams Road Park, 18160 68 Ave",Park,49.125544,-122.719258
1,Gates,"Court Pedestrian Entrance; Clayton Park, 18513 70 Ave",N.W. and S.W. Corners of Tennis Courts,Pedestrian,,,,,,,,,,,,,,18513,OPERATING,,,,0,,,,,"Clayton Park, 18513 70 Ave",,49.131844,-122.709231
1,Gates,"Post and Chain Gate; Briarwood Park - 24A, 9735 - 156 St",At 154 St Edge Of Park,Pedestrian,,,,,,,,,,,,,,09735,OPERATING,,,,0,,,,,"Briarwood Park, 9735 156 St",,49.179267,-122.790114
1,Gates,"Chain Access Gate; 40C - Utility ROW, 12592 82 Ave",SW. Corner Of Park At 80 Ave,Service,,,,,,,,,,,,,,12592,OPERATING,,,,0,,,,,"40C - Utility ROW, 12592 82 Ave",,49.151768,-122.873715
1,Gates,"Post and Chain Gate; South Surrey/White Rock Pool, 14655 - 17 Ave",17th Avenue Entrance,Pedestrian,,,,,,,,,,,,,,14655,OPERATING,,,,0,,,,,"South Surrey/White Rock Pool, 14655 - 17 Ave",,49.033088,-122.815658
1,Gates,"2 Bicycle Baffles; Barry Mather Park, 15039 - 92A Ave",At 92A Ave Entrance To Park,Bicycle Baffle,,,,,,,,,,,,,,15039,OPERATING,,,,0,,,,,"Barry Mather Park, 15039 92A Ave",,49.171224,-122.805738
1,Gates,"2 Bicycle Baffles; Boundary Park, 6058 - Boundary Dr West",At Central Northpark Cr. Entrance,Bicycle Baffle,,,,,,,,,,,,,,06058,OPERATING,,,,0,,,,,"Boundary Park, 6058 Boundary Dr West",,49.112631,-122.888723
