TrackingNumber,InspectionDate,InspType,NumCritical,NumNonCritical,HazardRating,ViolLump
GEDS-7WDP3L,20171114,Routine,1,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat"
GEDS-7WDP3L,20170519,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7WDP3L,20170508,Routine,0,2,Moderate,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7WDP3L,20170113,Follow-Up,0,0,Low,
GEDS-7WDP3L,20161213,Routine,1,3,Low,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
GEDS-7WNLD2,20180316,Follow-Up,0,0,Low,
GEDS-7WNLD2,20180314,Routine,3,2,Moderate,"202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7WNLD2,20180131,Follow-Up,0,2,Low,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7WNLD2,20180130,Routine,2,3,High,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7WNLD2,20171110,Follow-Up,0,0,Low,
GEDS-7WNLD2,20171106,Follow-Up,0,3,Moderate,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat"
GEDS-7WNLD2,20171023,Routine,1,3,Moderate,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-7WNLD2,20170313,Follow-Up,0,0,Low,
GEDS-7WNLD2,20170310,Follow-Up,1,1,Moderate,"202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7WNLD2,20170308,Routine,0,3,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7WNLD2,20161128,Routine,1,2,High,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7X2MK9,20180313,Routine,0,0,Low,
GEDS-7X2MK9,20170629,Follow-Up,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7X2MK9,20170627,Routine,2,2,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-7X2MK9,20170125,Routine,0,1,Low,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
GEDS-7X3VKR,20171213,Follow-Up,0,0,Low,
GEDS-7X3VKR,20171205,Follow-Up,0,0,Low,
GEDS-7X3VKR,20171205,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7X3VKR,20161122,Routine,1,0,Low,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat"
GEDS-7XFNQZ,20180130,Routine,0,0,Low,
GEDS-7XFNQZ,20171016,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7XFNQZ,20161129,Routine,1,3,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7XGU9Z,20180404,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
GEDS-7XGU9Z,20170515,Routine,0,0,Low,
GEDS-7XGU9Z,20160916,Routine,0,0,Low,
GEDS-7XGUJU,20180406,Follow-Up,0,0,Low,
GEDS-7XGUJU,20180404,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7XGUJU,20170515,Routine,0,1,Low,"312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat"
GEDS-7XGUJU,20160916,Routine,0,0,Low,
GEDS-7YSU36,20170419,Routine,0,1,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat"
GEDS-7YSU36,20161128,Routine,0,1,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat"
GEDS-7YSU9H,20180719,Routine,0,0,Low,
GEDS-7YSU9H,20180124,Routine,0,0,Low,
GEDS-7YSU9H,20170728,Routine,0,0,Low,
GEDS-7YSU9H,20170209,Routine,0,0,Low,
GEDS-7YSU9H,20160929,Routine,0,0,Low,
GEDS-7YU27V,20180503,Routine,0,0,Low,
GEDS-7YU27V,20170829,Routine,0,0,Low,
GEDS-7YU27V,20170215,Routine,0,0,Low,
GEDS-7YYQWY,20180522,Follow-Up,0,0,Low,
GEDS-7YYQWY,20180517,Routine,1,5,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
GEDS-7YYQWY,20180313,Follow-Up,1,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat"
GEDS-7YYQWY,20180206,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7YYQWY,20171018,Follow-Up,0,0,Low,
GEDS-7YYQWY,20171010,Routine,1,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
GEDS-7YYQWY,20170628,Follow-Up,0,0,Low,
GEDS-7YYQWY,20170623,Follow-Up,1,5,High,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7YYQWY,20170622,Routine,2,4,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
GEDS-7YYQWY,20170328,Follow-Up,0,0,Low,
GEDS-7YYQWY,20170216,Routine,1,2,Moderate,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat"
GEDS-7YYQWY,20161222,Follow-Up,0,0,Low,
GEDS-7YYQWY,20161116,Routine,2,4,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-7YZN48,20180507,Routine,2,2,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7YZN48,20171101,Routine,2,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-7YZN48,20170503,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7YZN48,20161110,Follow-Up,0,0,Low,
GEDS-7YZN48,20161103,Routine,2,2,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7ZLTQN,20180509,Routine,0,0,Low,
GEDS-7ZLTQN,20171110,Follow-Up,0,0,Low,
GEDS-7ZLTQN,20171031,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7ZLTQN,20171027,Routine,1,1,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7ZLTQN,20170525,Routine,0,0,Low,
GEDS-7ZLTQN,20161123,Routine,0,0,Low,
GEDS-7ZMQS2,20171206,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7ZMQS2,20170619,Routine,0,0,Low,
GEDS-7ZMQS2,20170210,Routine,0,0,Low,
GEDS-7ZPMT4,20180308,Routine,0,0,Low,
GEDS-7ZPMT4,20171116,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-7ZPMT4,20171116,Follow-Up,0,0,Low,
GEDS-7ZPMT4,20161108,Follow-Up,0,1,Low,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
GEDS-7ZPMT4,20161102,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-82BRGL,20170921,Routine,1,2,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat"
GEDS-82BRGL,20170405,Routine,0,0,Low,
GEDS-82BRGL,20161018,Routine,0,0,Low,
GEDS-82CUR9,20180306,Follow-Up,0,0,Low,
GEDS-82CUR9,20180222,Follow-Up,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-82CUR9,20180216,Routine,1,2,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-82CUR9,20170717,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-82CUR9,20170228,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
GEDS-82CUW2,20180216,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-82CUW2,20161107,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-82GN63,20180509,Routine,0,0,Low,
GEDS-82GN63,20171016,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-82GN63,20170428,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals cleansers & similar agents stored or labeled improperly [s. 27],Not Repeat"
GEDS-82GN63,20161208,Follow-Up,0,0,Low,
GEDS-82GN63,20161123,Routine,1,2,Moderate,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals cleansers & similar agents stored or labeled improperly [s. 27],Not Repeat"
GEDS-82XN83,20171121,Routine,0,0,Low,
GEDS-82XN83,20160915,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-82XQBH,20171212,Routine,0,0,Low,
GEDS-82XQBH,20170531,Routine,0,0,Low,
GEDS-82XQBH,20170317,Routine,0,0,Low,
GEDS-82XQBH,20160927,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-82XR84,20180817,Follow-Up,0,0,Low,
GEDS-82XR84,20180807,Follow-Up,0,1,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
GEDS-82XR84,20180803,Routine,2,4,,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
GEDS-82XR84,20180305,Follow-Up,0,0,Low,
GEDS-82XR84,20180227,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-82XR84,20180223,Follow-Up,0,0,Low,
GEDS-82XR84,20180222,Routine,2,7,High,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals cleansers & similar agents stored or labeled improperly [s. 27],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-82XR84,20170922,Follow-Up,0,0,Low,
GEDS-82XR84,20170919,Routine,1,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-82XR84,20170518,Follow-Up,0,0,Low,
GEDS-82XR84,20170512,Follow-Up,1,2,Moderate,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-82XR84,20170509,Routine,3,4,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-82XR84,20170112,Routine,0,3,Low,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-83MVDP,20180511,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-83MVDP,20171019,Routine,0,0,Low,
GEDS-83MVDP,20170419,Routine,0,0,Low,
GEDS-83MVDP,20161020,Routine,0,0,Low,
GEDS-83VU7U,20180215,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
GEDS-83VU7U,20170816,Routine,1,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-83VU7U,20170329,Follow-Up,0,1,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
GEDS-83VU7U,20170307,Routine,2,2,High,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-84NQEZ,20180130,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-84NQEZ,20170616,Routine,0,0,Low,
GEDS-84NQEZ,20170110,Routine,1,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-84RPVZ,20180711,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-84RPVZ,20180130,Routine,0,0,Low,
GEDS-84RPVZ,20170804,Routine,0,0,Low,
GEDS-84RPVZ,20170308,Routine,0,0,Low,
GEDS-84RPVZ,20161007,Routine,0,0,Low,
GEDS-84RSPW,20180319,Routine,0,0,Low,
GEDS-84RSPW,20170616,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-84RSPW,20170105,Routine,0,0,Low,
GEDS-84XT8W,20180524,Follow-Up,0,0,Low,
GEDS-84XT8W,20180411,Routine,0,2,Low,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat"
GEDS-84XT8W,20171005,Routine,0,1,Low,"502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
GEDS-84XT8W,20170427,Follow-Up,0,0,Low,
GEDS-84XT8W,20170419,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-84XT8W,20161025,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
GEDS-84YM3G,20180406,Follow-Up,0,0,Low,
GEDS-84YM3G,20180404,Routine,1,4,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-84YM3G,20170731,Follow-Up,0,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
GEDS-84YM3G,20170719,Routine,1,3,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
GEDS-84YM3G,20170516,Follow-Up,0,0,Low,
GEDS-84YM3G,20170509,Routine,1,2,Moderate,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
GEDS-84YM3G,20170118,Follow-Up,0,0,Low,
GEDS-84YM3G,20161219,Routine,2,1,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-858UK4,20180511,Follow-Up,0,0,Low,
GEDS-858UK4,20180504,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-858UK4,20171110,Follow-Up,0,0,Low,
GEDS-858UK4,20171103,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-858UK4,20170725,Follow-Up,0,0,Low,
GEDS-858UK4,20170712,Follow-Up,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-858UK4,20170704,Routine,0,2,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-858UK4,20170216,Follow-Up,0,0,Low,
GEDS-858UK4,20170127,Follow-Up,0,1,Low,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat"
GEDS-858UK4,20170120,Routine,0,1,Low,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
GEDS-858UK4,20161219,Follow-Up,0,0,Low,
GEDS-858UK4,20161209,Follow-Up,0,2,Moderate,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-858UK4,20161110,Follow-Up,0,0,Low,
GEDS-858UK4,20161104,Routine,0,2,Moderate,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-85MNT9,20180611,Routine,0,0,Low,
GEDS-85MNT9,20171204,Routine,0,0,Low,
GEDS-85MNT9,20170607,Routine,0,0,Low,
GEDS-85MNT9,20161206,Follow-Up,0,0,Low,
GEDS-85MNT9,20161118,Follow-Up,0,0,Low,
GEDS-85MNT9,20161104,Routine,0,0,Low,
GEDS-85SR8F,20180820,Follow-Up,0,0,Low,
