Business Name,Products or Services,Unit,Number,Street,Postal Code,Phone Number,No Of Employees,Town Centre,NAIC,NAIC Description,Latitude,Longitude
Gledstone Custom Upholstery,Manufacturer - Custom Furniture,104,17665,66A Ave,V3S2A7,6045761105,6,CTC,337123,Other Wood Household Furniture Manufacturing,49.1235247,-122.7332104
Nordel Developments Ltd,General Cont.,701,17665,66A Ave,V3S2A7,6045764838,5,CTC,231230,General Construction Contractors,49.1235247,-122.7332104
Evenflow Refrigeration & Air Conditioning Ltd,Refrigeration Contractor,503,17665,66A Ave,V3S2A7,6045760071,4,CTC,232520,"Plumbing, Heating & Air-Conditioning Installation",49.1235247,-122.7332104
Benefit Floors Ltd,Contractor - Floor Coverings,106,17665,66A Ave,V3S2A7,6045752227,25,CTC,232430,Carpet & Resilient Flooring Work,49.1235247,-122.7332104
Mosaic Millwork Ltd,Millwork,702,17665,66A Ave,V3S2A7,6045751556,4,CTC,321919,Other Millwork,49.1235247,-122.7332104
Label Resources Manufacturing Ltd,Mfg. - Labels,704,17665,66A Ave,V3S2A7,6045741469,12,CTC,339990,All Other Miscellaneous Manufacturing,49.1235247,-122.7332104
Climatrol Solutions Ltd,"Mfg. - Pumpsets, Control Panels, Carts for Greenhouse, Orchard & Poultry Ind.,Installation of Pumpsets, control panels and carts",307,17665,66A Ave,V3S2A7,6045767677,8,CTC,334512,"Measuring, Medical & Controlling Devices Manufacturing",49.1235247,-122.7332104
Thunderbird Food Machinery Inc,Mfg. Agent - Food Processing Machines,401,17665,66A Ave,V3S2A7,6045768957,2,CTC,419199,Import and/or Export or Manufacturer's Agents,49.1235247,-122.7332104
Simply The Best Gourmet Products,Plush toys,110,17665,66A Ave,V3S2A7,6045769395,1,CTC,414460,Toy & Hobby Goods Wholesaler-Distributors,49.1235247,-122.7332104
Country Lane Crafts,Retail,102,17665,66A Ave,V3S2A7,6045749088,2,CTC,451120,"Hobby, Toy & Game Stores",49.1235247,-122.7332104
Elite Home Theatre Seating,Manufacturer/Machine Shop,407,17665,66A Ave,V3S2A7,6045758310,10,CTC,332710,Machine Shops,49.1235247,-122.7332104
North West Fluids Control Inc,Wholesale - Metering Pumps,203,17665,66A Ave,V3S2A7,6045741401,3,CTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",49.1235247,-122.7332104
Cellcom Wireless Inc,Head Office for Cellular Retail Outlets, ,17650,66A Ave,V3S4S4,6045751700,36,CTC,541611,Administrative Management & General Management Consulting Services,49.12320643,-122.734139
Flashco Metals,Sheet Metal,209,17665,66A Ave,V3S2A7,6045766657,4,CTC,332710,Machine Shops,49.1235247,-122.7332104
Alternative Cartage Inc,Warehousing & distribution,305,17665,66A Ave,V3S2A7,6045799980,8,CTC,493190,Other Warehousing & Storage,49.1235247,-122.7332104
Avaal Technology Solutions Inc,Consultant,302,17665,66A Ave,V3S2A7,6045790200,2,CTC,541690,Other Scientific & Technical Consulting Services,49.1235247,-122.7332104
Sunasia B B F Co Ltd,Food Processing,306,17665,66A Ave,V3S2A7,6045763855,4,CTC,332710,Machine Shops,49.1235247,-122.7332104
James Young Chartered Accountant,Accounting / Book Keeping,606,17665,66A Ave,V3S2A7,6045766828,4,CTC,541212,Offices of Accountants,49.1235247,-122.7332104
U Choice Manufacturing Inc,Manufacturer/Machine Shop - Electronic Manufacturing,505/,17665,66A Ave,V3S2A7,7785742570,4,CTC,332710,Machine Shops,49.1235247,-122.7332104
ICS Mechanical System Ltd,Contractor - Commercial HVAC/Refrigeration,403,17665,66A Ave,V3S2A7,6045750666,1,CTC,232520,"Plumbing, Heating & Air-Conditioning Installation",49.1235247,-122.7332104
Nor Tech Distribution Inc,Wholesale,402,17665,66A Ave,V3S2A7,6045752689,3,CTC,414220,Household Appliance Wholesaler-Distributors,49.1235247,-122.7332104
Cloverdale Glass & Entrance Ltd,Contractor - Commercial & residential flat glass installation,604,17665,66A Ave,V3S2A7,6045398344,5,CTC,444190,Other Building Material Dealers,49.1235247,-122.7332104
Hanley Agencies Ltd,Wholesale - Water and Sewer Equipment,-601,17665,66A Ave,V3S2A7,6042405421,3,CTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",49.1235247,-122.7332104
Disc Go Technologies Inc,Manufacturer/Machine Shop,107,17665,66A Ave,V3S2A7,6045421170,5,CTC,332710,Machine Shops,49.1235247,-122.7332104
Sai Railing & Awning Ltd,Manufacturer/Machine Shop,605,17665,66A Ave,V3S2A7,6047210904,1,CTC,332710,Machine Shops,49.1235247,-122.7332104
Dance Expressions Studio Ltd,Dance Studio,411,17665,66A Ave,V3S2A7,6045742277,1,CTC,713940,Fitness & Recreational Sports Centres,49.1235247,-122.7332104
I C S Electric Ltd,Contractor - Electrical,403,17665,66A Ave,V3S2A7,6045750666,1,CTC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.1235247,-122.7332104
ICS Mechanical Systems Ltd,Contractor - Commercial HVAC/Refrigeration,403,17665,66A Ave,V3S2A7,6045750666,7,CTC,232520,"Plumbing, Heating & Air-Conditioning Installation",49.1235247,-122.7332104
Rangoli Catering & Sweets Ltd,"Restaurant - No Alcohol ,Catering",201,17665,66A Ave,V3S2A7,6046143536,2,CTC,722320,Caterers,49.1235247,-122.7332104
Rangoli Catering & Sweets Ltd,"Restaurant - No Alcohol ,Catering",201,17665,66A Ave,V3S2A7,6046143536,2,CTC,722512,Limited-service eating places,49.1235247,-122.7332104
Kinesiologists.ca,"Kinesiology, Active Rehabilition, Fitness Training, Fitness Education, Physiotherapy, Exercise Thera",103,17665,66A Ave,V3S2A7,6047369858,1,CTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.1235247,-122.7332104
Williams Boot & Glove Dryers,Manufacturer/Machine Shop,206,17665,66A Ave,V2X2A7,6045344696,8,CTC,332710,Machine Shops,49.1235247,-122.7332104
Miracon Development Inc,"Land Development/Construction Management,Land Developer/Construction Managers",100,17650,66A Ave,V3S4S4,6047830466,10,CTC,231110,Land Subdivision & Land Development,49.12320643,-122.734139
Eteros Technologies Inc,Manufacturer/Machine Shop,202,17665,66A Ave,V3S2A7,6049703840,6,CTC,332710,Machine Shops,49.1235247,-122.7332104
Horizon Paint & Auto Body Supplies Ltd,Warehouse,303/,17665,66A Ave,V3S2A7,6045334317,9,CTC,49311,General warehousing & storage,49.1235247,-122.7332104
Horizon Paint & Auto Body Supplies Ltd,Warehouse,303/,17665,66A Ave,V3S2A7,6045334317,9,CTC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",49.1235247,-122.7332104
Pacific Initiatives Cooperative Association,Contractor - General,606,17665,66A Ave,V3S2A7,6045758500,14,CTC,231230,General Construction Contractors,49.1235247,-122.7332104
Universal Access Design Inc,Consultant,208,17665,66A Ave,V3S2A7,6048970643,1,CTC,541490,Other Specialized Design,49.1235247,-122.7332104
Symbiosis Pediatric Therapy Inc,Occupational Therapists,108,15358,67 Ave,V3S7C6,7783958752,9,NTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.12423546,-122.7971668
Can Italia Kitchen Ltd,Wholesale,-101,15336,67 Ave,V3S2A1,6045725665,3,NTC,414390,Other Home Furnishings Wholesaler-Distributors,49.1242363,-122.7976455
BC Prep Training Academy Inc,HOURS OF OPERATION - CANNOT OPERATE BEYOND 7 PM,107,15358,67 Ave,V3S7C6,7788223221,5,NTC,611620,Athletic Instruction,49.12423546,-122.7971668
Parallel Wealth,Financial Planning, ,18896,67A Ave,V4N5Z9,6042561151,1,CTC,523930,Investment Advice,49.12533016,-122.6986486
Pizza Inn,Restaurant - No Alcohol,107,19390,68 Ave,V4N6A9,6045346100,1,CTC,722110,Restaurants,49.12623835,-122.6858235
Bluewater Drycleaning Services,Dry Cleaner/Laundry Service,101,19390,68 Ave,V3W2H1,6045148895,3,CTC,812320,Dry Cleaning & Laundry Services (Except Coin-Operated),49.12623835,-122.6858235
Amenida Seniors Community,Apartment/Townhouse Rental, ,13855,68 Ave,V3W2G9,6045979333,1,NTC,531111,Lessors of Residential Buildings & Dwellings,49.12674536,-122.8389384
Blossom Hair & Skin Care Ltd,Hair Salon/Barber, ,19390,68 Ave,V4N6A9,6045376982,2,CTC,812115,Beauty Salons,49.12623835,-122.6858235
L M T Trucking Ltd,Trucking Dispatch Office,212,15299,68 Ave,V3S2C1,6045900876,5,NTC,541611,Administrative Management & General Management Consulting Services,49.12656472,-122.7992341
Active Learning Centre,Tutoring,103,15299,68 Ave,V3S2C1,7785651124,1,NTC,611650,Tutorial Services,49.12656472,-122.7992341
I Mart,Retail,108,19390,68 Ave,V4N6A9,6045330009,1,CTC,445120,Convenience Stores,49.12623835,-122.6858235
Sandhu Consulting Services Inc,Taxes & Bookkeeping,207,15299,68 Ave,V3S2C1,6045972042,3,NTC,541215,"Bookkeeping, Payroll & Related Services",49.12656472,-122.7992341
Viva Care Pharmacy - Newton,Pharmacy,126,15299,68 Ave,V3S2C1,7782184102,2,NTC,446110,Pharmacies & Drug Stores,49.12656472,-122.7992341
Viva Care Inc,Medical Office,125,15299,68 Ave,V3S2C1,7782184100,4,NTC,621110,Offices of Physicians,49.12656472,-122.7992341
Malhi Hair & Beauty Salon Ltd,Hair Salon/Barber,119,15299,68 Ave,V3S2C1,6045946554,4,NTC,812115,Beauty Salons,49.12656472,-122.7992341
Woo Kim Tae kwon Do and Fitness,Recreational Facility,103,19390,68 Ave,V4N6A9,6045321002,3,CTC,713940,Fitness & Recreational Sports Centres,49.12623835,-122.6858235
Dream Girls Hair and Beauty Studio Ltd,Hair Salon/Barber,130,15299,68 Ave,V3S2C1,7785937773,3,NTC,812115,Beauty Salons,49.12656472,-122.7992341
Direct Canadian Immigration Services Inc,Immigration Consultant,207,15299,68 Ave,V3S2C1,6045972042,1,NTC,541613,Immigration Consulting & Interpretation Services,49.12656472,-122.7992341
Aquarius Dental,Professional Practitioner-Dentist,105,19390,68 Ave,V4N6A9,6045105050,6,CTC,621210,Offices of Dentists,49.12623835,-122.6858235
Garcha Bro's Store,Wholesale,133,15299,68 Ave,V3S2C1,7785654540,1,NTC,413190,Other Specialty-Line Food Wholesaler-Distributors,49.12656472,-122.7992341
Affordable Housing Charitable Association,Charitable Society/Organization, ,13927,68 Ave,V3W2G9,6045210818,1,NTC,813990,Other Membership Organizations,49.1263957,-122.8365552
Affordable Housing Charitable Association,Charitable Society/Organization, ,13947,68 Ave,V3W2G9,6045210818,1,NTC,813990,Other Membership Organizations,49.12639433,-122.8352069
Dentists of Chimney Heights,Professional Practitioner-Dentist,102,15299,68 Ave,V3S2C1,6045935344,5,NTC,621210,Offices of Dentists,49.12656472,-122.7992341
Evershine Laundry Inc,Laundromat,122,15299,68 Ave,V3S2C1,7785651455,1,NTC,812310,Coin-Operated Laundries & Dry Cleaners,49.12656472,-122.7992341
Safeway Services Ltd,Dispatch office,205,15299,68 Ave,V3S2C1,7785653929,4,NTC,541611,Administrative Management & General Management Consulting Services,49.12656472,-122.7992341
Eye Glass City Optical Ltd,Retail Merchant - Optical and Contact Lenses,120,15299,68 Ave,V3S2C1,6045030034,3,NTC,418990,All Other Wholesaler-Distributors,49.12656472,-122.7992341
Grewal & Associates Professional Land Surveying Inc,Professional Practitioner-Land Surveyor,204,15299,68 Ave,V3S2C1,6045978567,1,NTC,541370,Surveying & Mapping Services,49.12656472,-122.7992341
Bhaia Sweet Shop,Restaurant - No Alcohol,124,15299,68 Ave,V3S2C1,7785784444,1,NTC,722110,Restaurants,49.12656472,-122.7992341
Super Vege Pizza,Restaurant - No Alcohol,105,15299,68 Ave,V3S2C1,6045915533,3,NTC,722110,Restaurants,49.12656472,-122.7992341
B4U Digital Media Source,Repair & service of computers & cell phones,128,15299,68 Ave,V3S2C1,6048259117,2,NTC,811210,Electronic & Precision Equipment Repair & Maintenance,49.12656472,-122.7992341
Tri Link Developments Ltd,Contractor - General,212,15299,68 Ave,V3S2C1,6045900876,3,NTC,231230,General Construction Contractors,49.12656472,-122.7992341
Anokha Fashion,Wholesale,104,15299,68 Ave,V3S2C1,6045020033,2,NTC,414130,"Piece Goods, Notions & Other Dry Goods Wholesaler-Distributors",49.12656472,-122.7992341
Akal Arts & Gifts,"Wholesale of music, instruments, religious items, cultural items, decorations, flowers, etc",107,15299,68 Ave,V3S2C1,6045935610,2,NTC,418990,All Other Wholesaler-Distributors,49.12656472,-122.7992341
Raga Engineering & Consulting Corp,Engineer - Consulting,201,15299,68 Ave,V3S2C1,6043386584,1,NTC,541330,Engineering Services,49.12656472,-122.7992341
Haru Japanese Restaurant,Restaurant - No Alcohol,102,19390,68 Ave,V4N6A9,6044273000,1,CTC,722110,Restaurants,49.12623835,-122.6858235
Global Pacific Management Ltd,Dispatch Office Only,205,15299,68 Ave,V3S2C1,7785654116,2,NTC,541611,Administrative Management & General Management Consulting Services,49.12656472,-122.7992341
Revive Naturopath Health Clinic,Holistice Health Care - Naturopathic Wellness, ,18838,68 Ave,V4N5Z9,6045765889,2,CTC,621390,Offices of Other Health Practitioners,49.1260529,-122.7002227
Surrey Mail Boxes,Post Box Rental Agency,122,15299,68 Ave,V3S2C1,7785651455,1,NTC,56143,Business service centres,49.12656472,-122.7992341
Dr Ravinder Sandhu Inc,Professional Practitioner - Medical,125,15299,68 Ave,V2S2C1,7782184100,1,NTC,621110,Offices of Physicians,49.12656472,-122.7992341
Sabzi Mandi Express,Wholesale,-111,15299,68 Ave,V3S2C1,6045988006,6,NTC,4451,Grocery stores,49.12656472,-122.7992341
Dr Inderjit Jassal Inc,Professional Practitioner - Medical,125,15299,68 Ave,V3S2C1,7782184100,1,NTC,621110,Offices of Physicians,49.12656472,-122.7992341
Blue Diamond TLC Wellness Centre,"Acupuncture, Acupressure, Non-RMT Massage Therapy",203,15299,68 Ave,V3S3L5,6046160478,2,NTC,621360,Offices of Acupuncturists & Acupressurists,49.12656472,-122.7992341
Blue Diamond TLC Wellness Centre,"Acupuncture, Acupressure, Non-RMT Massage Therapy",203,15299,68 Ave,V3S3L5,6046160478,2,NTC,621390,Offices of Other Health Practitioners,49.12656472,-122.7992341
Deborah Song Hair Services,Hair Salon/Barber, ,13855,68 Ave,V3W2H9,7788878627,1,NTC,812114,Barber Shops,49.12674536,-122.8389384
Deborah Song Hair Services,Hair Salon/Barber, ,13855,68 Ave,V3W2H9,7788878627,1,NTC,812115,Beauty Salons,49.12674536,-122.8389384
Newton Physiotherapy and Sports Clinic,Professional Practitioner - Phsyiotherapy,127,15299,68 Ave,V3S2C1,7785646686,1,NTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.12656472,-122.7992341
CanSleep Services Inc,Professional Practitioner - Sleep Apnea Clinic,125,15299,68 Ave,V3S3L5,6044685854,1,NTC,621110,Offices of Physicians,49.12656472,-122.7992341
Seniors Come Share Society,Charitable Society/Organization, ,13855,68 Ave,V3W2G9,6045312502,7,NTC,813990,Other Membership Organizations,49.12674536,-122.8389384
Math 4 Me Learning Tutors,Tutoring,10,18819,71 Ave,V4N6N9,6047249306,1,CTC,611650,Tutorial Services,49.132135,-122.7010848
Nat's Nifty Nest,Retail Merchant - 0 to 2 Employees,9,18819,71 Ave,V4N6N9,7783222156,2,CTC,452999,All Other Miscellaneous General Merchandise Stores,49.132135,-122.7010848
Sinclair's Motor Sports,"Wholesale ATV'S - Dirt Bikes,Retail Merchant - ATV'S - Dirt Bikes", ,13431,71A Ave,V3W2L2,6045980702,2,NTC,418990,All Other Wholesaler-Distributors,49.13282587,-122.8501417
Sinclair's Motor Sports,"Wholesale ATV'S - Dirt Bikes,Retail Merchant - ATV'S - Dirt Bikes", ,13431,71A Ave,V3W2L2,6045980702,2,NTC,441220,"Motorcycle, Boat & Other Motor Vehicle Dealers",49.13282587,-122.8501417
Mangat Tax & Accounting Agencies Ltd,Accounting & Tax Consultant, ,12337,71A Ave,V3W0R3,6045942009,2,NTC,541215,"Bookkeeping, Payroll & Related Services",49.13320461,-122.8809385
City Food Equipment Ltd,Retail Merchant - Restaurant Equipment (Appliances), ,13403,71A Ave,V3W2L2,6045033444,1,NTC,443110,"Appliance, Television & Other Electronics Stores",49.13283155,-122.8509002
Bartolazo Auto Repairs,Automotive Repair Service, ,13441,71A Ave,V3W2L2,7783952001,1,NTC,811111,General Automotive Repair,49.13280685,-122.8498191
Valley View Memorial Gardens,Cemetary, ,14644,72 Ave,V3S2E7,6045967196,44,NTC,812220,Cemeteries & Crematoria,49.13356487,-122.8176721
David Hunter Garden Centres Inc,Retail - Nursery Supplies, ,15175,72 Ave,V3S2G3,6045902431,4,NTC,444220,Nursery & Garden Centres,49.13387796,-122.8019849
A A C Woodworking & Mfg Ltd,Mfg. - Custom Woodworking & Manufacturing, ,13315,72 Ave,V3W2N5,6045943288,7,NTC,321919,Other Millwork,49.13422407,-122.853593
Old Surrey Restaurant,Restaurant, ,13483,72 Ave,V3W2N7,6045962313,13,NTC,722110,Restaurants,49.13375295,-122.8488885
Kal Tire Distributors,Automotive Repair Service, ,13443,72 Ave,V3W2N7,6045978826,6,NTC,441310,Automotive Parts & Accessories Stores,49.13376376,-122.8499976
Kal Tire Distributors,Automotive Repair Service, ,13443,72 Ave,V3W2N7,6045978826,6,NTC,811111,General Automotive Repair,49.13376376,-122.8499976
Newton Petro Canada,Gas Station, ,13573,72 Ave,V3W2N9,6045967685,7,NTC,447190,Other Gasoline Stations,49.13373237,-122.8462413
Newton Petro Canada,Gas Station, ,13573,72 Ave,V3W2N9,6045967685,7,NTC,811111,General Automotive Repair,49.13373237,-122.8462413
Robin Hood Beer & Wine Store,Beer & Wine Store, ,13468,72 Ave,V3W2N8,6045946265,6,NTC,445310,"Beer, Wine & Liquor Stores",49.13342123,-122.8493956
Canada Trust (72 Ave),Banking, ,13650,72 Ave,V3W2P3,6045728188,45,NTC,522111,Personal & Commercial Banking Industry,49.13337599,-122.8439026
Hub International Insurance Brokers,General Insurance & Autoplan, ,13630,72 Ave,V3W2P3,6045969571,10,NTC,524210,Insurance Agencies & Brokerages,49.13337116,-122.8443912
Enterprise Rent A Car Canada Limited,Automobile Rentals,B,13467,72 Ave,V3W2N7,6045962299,4,NTC,532190,"Passenger Car & Truck, Utility Trailer & RV (Recreational Vehicle) Rental & Leasing",49.13377454,-122.849302
Somerset Medical,"Medical Office, Professional Practitioner",4,13791,72 Ave,V3W9Y9,6045919404,7,NTC,621110,Offices of Physicians,49.13426937,-122.8390605
#1 Sub Garden Ltd,Restaurant - Deli Take Out, ,13482,72 Ave,V3W2N8,6045729311,2,NTC,722110,Restaurants,49.13339404,-122.8488939
Coast Capital Savings Credit Union,Credit Union, ,12091,72 Ave,V3W2M1,6045177400,14,NTC,522130,Local Credit Unions,49.13429,-122.8882511
National Money Mart,"Cheque Cashing,Post Box Rental Agency",100,13711,72 Ave,V3W2P2,6045012360,8,NTC,522390,Other Activities Related to Credit Intermediation,49.13375945,-122.8425601
National Money Mart,"Cheque Cashing,Post Box Rental Agency",100,13711,72 Ave,V3W2P2,6045012360,8,NTC,561430,Business Service Centres,49.13375945,-122.8425601
Lordco Parts Ltd (72 Ave),Whlse. Auto Parts, ,13355,72 Ave,V3W2N5,6045432811,27,NTC,415290,Other New Motor Vehicle Parts & Accessories Wholesaler-Distributors,49.13373514,-122.8524734
Somerset Pharmacy Services,Retail Sales - Pharmacy,7,13791,72 Ave,V3W9Y9,6045905587,7,NTC,446110,Pharmacies & Drug Stores,49.13426937,-122.8390605
Southwest Hearing Clinic Inc,Audiology Clinic,130,13711,72 Ave,V3W2P2,6045919228,2,NTC,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",49.13375945,-122.8425601
A & W Restaurant (72 Ave),Restaurant, ,12133,72 Ave,V3W2M1,6045962224,20,NTC,722110,Restaurants,49.13426872,-122.8867063
Delton Market,Retail Merchant - Groceries, ,13444,72 Ave,V3W2N8,6045942213,2,NTC,445120,Convenience Stores,49.13343057,-122.8497863
Super Express Vacuum Centre Ltd,Retail - Vacuums & Sewing Machines, ,13478,72 Ave,V3W2N8,6045911868,3,NTC,443110,"Appliance, Television & Other Electronics Stores",49.13339112,-122.8489977
Newton Auto Care,Auto Repair,1,13409,72 Ave,V3W2N7,6045011591,6,NTC,811111,General Automotive Repair,49.13378389,-122.8507515
King's Chicken,Restaurant, ,13775,72 Ave,V3W9Z1,6045940001,2,NTC,722110,Restaurants,49.13379072,-122.839071
Dr K S Sangha Inc,Professional Practitioner-Dentist,104,12568,72 Ave,V3W2M6,6045940612,4,NTC,621210,Offices of Dentists,49.13372909,-122.8747296
Canadian 2 For 1 Pizza,Restaurant,2,13791,72 Ave,V3W9Y9,6045995669,4,NTC,722110,Restaurants,49.13426937,-122.8390605
Fruiticana #1,Retail Sales - Fruits & Vegetables, ,13783,72 Ave,V3W9Z1,6045902080,20,NTC,445230,Fruit & Vegetable Markets,49.1342919,-122.8398259
Quizno's Classic Subs,Restaurant,A,12077,72 Ave,V3W2M1,6045027000,6,NTC,722110,Restaurants,49.13428679,-122.8883716
Penningtons #5188,Retail Sales - Clothing,127,12101,72 Ave,V3W2M1,5143841140,8,NTC,448120,Women's Clothing Stores,49.13501849,-122.8876389
Satya Asha Fusion 9 Bar & Restaurant,Dining Lounge,6,12818,72 Ave,V3W2M9,6045977077,3,NTC,722110,Restaurants,49.13371285,-122.8673791
Gold's Laundry,Laundry Service,123,13745,72 Ave,V3W2P2,6045726365,1,NTC,812320,Dry Cleaning & Laundry Services (Except Coin-Operated),49.13376451,-122.8411269
Parmar Sweet Shop & Restaurant Ltd,"Retail Meats & Sweets,Restaurant - No Alcohol", ,13647,72 Ave,V3W2P2,6045990553,3,NTC,445210,Meat Markets,49.13373657,-122.8442029
Parmar Sweet Shop & Restaurant Ltd,"Retail Meats & Sweets,Restaurant - No Alcohol", ,13647,72 Ave,V3W2P2,6045990553,3,NTC,445299,All Other Specialty Food Stores,49.13373657,-122.8442029
Parmar Sweet Shop & Restaurant Ltd,"Retail Meats & Sweets,Restaurant - No Alcohol", ,13647,72 Ave,V3W2P2,6045990553,3,NTC,722512,Limited-service eating places,49.13373657,-122.8442029
Kwantlen Student Association Cafe,Kwantlen Student Association Lounge, ,12666,72 Ave,V3W2M8,6045992126,9,NTC,722210,Concessions,49.13362169,-122.8713254
Canuel Caterers (12870 - 72 Ave),Cafeteria Catering, ,12870,72 Ave,V3W2M9,6045943893,3,NTC,722320,Caterers,49.13358041,-122.8653874
Island Insurance Agency Ltd,Insurance Agency,138,12101,72 Ave,V3W2M1,6045027272,4,NTC,524210,Insurance Agencies & Brokerages,49.13501849,-122.8876389
21st Century Dental Centre,Dental Office,139,12101,72 Ave,V3W2M1,6045432600,9,NTC,621210,Offices of Dentists,49.13501849,-122.8876389
Nando's Flame Grilled Chicken,Dining Room - Class B,144,12101,72 Ave,V3W2M1,6045028010,15,NTC,722110,Restaurants,49.13501849,-122.8876389
Winners/Homesense,Retail Apparel & Accessories,105,12101,72 Ave,V3W2M1,9054057644,49,NTC,452110,Department Stores,49.13501849,-122.8876389
Gold Room The,Retail - Jewelry, ,12014,72 Ave,V3W2L9,6045918588,10,NTC,448310,Jewellery Stores,49.13393024,-122.8896924
Academy of Learning,Business School,102,13753,72 Ave,V3W2P2,6045983555,6,NTC,611410,Business & Secretarial Schools,49.13377078,-122.8405811
Valley View Funeral Home,Funeral Home, ,14660,72 Ave,V3S2E7,6045968866,25,NTC,812210,Funeral Homes,49.13357059,-122.8169317
J V Import Co Ltd,Whlse., ,18611,72 Ave,V3S9A4,6045762389,1,CTC,418990,All Other Wholesaler-Distributors,49.13372797,-122.7066881
Pride Cleaners,Dry Cleaner/Laundry Service,10,13767,72 Ave,V3W9Z1,6045969612,3,NTC,812320,Dry Cleaning & Laundry Services (Except Coin-Operated),49.13376303,-122.8398677
Kyoto Sushi,Food Primary-Class B Dining Room, ,13651,72 Ave,V3W2P2,6045922883,7,NTC,722110,Restaurants,49.13373649,-122.8440102
Domino's Pizza,Restaurant - No Alcohol, ,13391,72 Ave,V3W2N5,6045526063,12,NTC,722110,Restaurants,49.13381399,-122.8519117
Sport Chek #344,Retail Sporting Goods,120,12101,72 Ave,V3W2M1,6045727008,40,NTC,451110,Sporting Goods Stores,49.13501849,-122.8876389
Lifelabs,Medical Laboratory,124,13745,72 Ave,V3W2P2,6045918626,9,NTC,621510,Medical & Diagnostic Laboratories,49.13376451,-122.8411269
Gladwin Opticals Inc,Retail - Optical,105,12568,72 Ave,V3W2M6,6045946940,3,NTC,446130,Optical Goods Stores,49.13372909,-122.8747296
New Gulberg Market & Halal Meat Ltd,"Grocery Store, butcher shop",118,12578,72 Ave,V3W2M6,6045966008,3,NTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.13327245,-122.8741596
Newton Court Chiropractic Ltd,Professional Practitioner-Chiropractor,150,13737,72 Ave,V3W2P2,6045924448,1,NTC,621310,Offices of Chiropractors,49.13374407,-122.8417707
Newton Coin Laundry,Laundromat,101A,14375,72 Ave,V3W2P9,6045029138,1,NTC,812310,Coin-Operated Laundries & Dry Cleaners,49.13388889,-122.8241015
Kin's Farm Market,Fresh Produce, ,12147,72 Ave,V3W2M1,6042722551,19,NTC,445230,Fruit & Vegetable Markets,49.13412597,-122.886272
Cash Now,"Financial Agent, Cheque Cashing", ,13424,72 Ave,V3W2N8,6045901110,3,NTC,522291,Consumer Lending,49.1334924,-122.8503753
Kwantlen Square Laundromat,Laundromat,112,12568,72 Ave,V3W2M6,6045074365,2,NTC,812320,Dry Cleaning & Laundry Services (Except Coin-Operated),49.13372909,-122.8747296
Khoobsurat Day Spa & Salon,Esthetician, ,13745,72 Ave,V3W2P2,6045963725,3,NTC,812115,Beauty Salons,49.13376451,-122.8411269
Gulberg Tandoor & Donair,Restaurant - No Alcohol,119,12578,72 Ave,V3W2M6,6045432080,6,NTC,722110,Restaurants,49.13327245,-122.8741596
Captain Meat & Poultry Ltd,Meat shop,106,13753,72 Ave,V3W2P2,6045922910,2,NTC,445210,Meat Markets,49.13377078,-122.8405811
Infusion Hair Studio,Hair Salon/Barber,120,13711,72 Ave,V3W2P2,6045981544,1,NTC,812115,Beauty Salons,49.13375945,-122.8425601
Potter's Farm & Nursery Inc.,Nursery, ,12530,72 Ave,V3W2M6,6045727706,15,NTC,444220,Nursery & Garden Centres,49.13376402,-122.8756188
Cineplex Cinemas Strawberry Hill,Movie Theatre, ,12161,72 Ave,V3W2M1,6045019420,5,NTC,512130,Motion Picture & Video Exhibition,49.13501244,-122.8865012
Cineplex Cinemas Strawberry Hill,Movie Theatre, ,12161,72 Ave,V3W2M1,6045019420,5,NTC,722210,Concessions,49.13501244,-122.8865012
Sabina Fashions,Dressmaker & Alterations,100A,13753,72 Ave,V3W2P2,6045025040,1,NTC,315999,Dressmaking & Tailoring,49.13377078,-122.8405811
Lifewise Financial Group Inc,Life Insurance & Investments,200,13737,72 Ave,V3W2P2,6045922360,7,NTC,524210,Insurance Agencies & Brokerages,49.13374407,-122.8417707
Newton Hair Design,Hairdressing,135,13737,72 Ave,V3W2P2,6045901303,1,NTC,812115,Beauty Salons,49.13374407,-122.8417707
Bhaia Sweet & Restaurant,Restaurant - No Alcohol,105,13753,72 Ave,V3W2P2,6045998234,5,NTC,722110,Restaurants,49.13377078,-122.8405811
Feel Like Talking Connections,Retail Wireless & Satellite Products,103,13630,72 Ave,V3W2P3,6045915130,6,NTC,443110,"Appliance, Television & Other Electronics Stores",49.13337116,-122.8443912
Cash Money #590,Cheque Cashing Centre,100,13737,72 Ave,V3W2P2,6045729040,6,NTC,522390,Other Activities Related to Credit Intermediation,49.13374407,-122.8417707
Great Pizza Co The,Restaurant,122,12578,72 Ave,V3W2M6,6045900241,5,NTC,722110,Restaurants,49.13327245,-122.8741596
