BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,YEAR,LONGITUDE,LATITUDE
Sunny Designer Sarees Warehouse,Warehouse,111,8299,129 St,V3W0A6,7789953657,1,NTC,Commercial/Industrial,2013,-122.86566,49.15368
King Alignment & Truck Repair Ltd,Automotive Repair Service,0,11415,132A St,V3R7S2,6046289500,4,WTC,Commercial/Industrial,2013,-122.8552,49.2106
Aboriginal Training Employment Cooperative,Charitable Society/Organization,0,10757,138 St,V3T4K8,7783950385,10,SCC,Commercial/Industrial,2013,-122.83978,49.19764
Amazon Metal Co Ltd,Wholesale,302,7889,132 St,V3W4N2,6045978890,2,NTC,Commercial/Industrial,2013,-122.85694,49.14633
Affordable Housing Charitable Association,Charitable Society/Organization,0,13927,68 Ave,V3W2G9,6045210818,1,NTC,Commercial/Industrial,2013,-122.8368,49.12631
Affordable Housing Charitable Association,Charitable Society/Organization,0,13947,68 Ave,V3W2G9,6045210818,1,NTC,Commercial/Industrial,2013,-122.83618,49.12631
Affordable Housing Charitable Association,Charitable Society/Organization,0,7555,120A St,V3W1N4,6045210818,1,NTC,Commercial/Industrial,2013,-122.88903,49.14043
Stages,Interior Decorating/Design,0,15414,24 Ave,V4A2J3,6049085906,1,SSTC,Commercial/Industrial,2013,-122.79533,49.04551
Hiralal Inc Dr Rajesh,Professional Practitioner-Medical/Cardiology Clinic,117,13798,94A Ave,V3V1N1,6045885598,2,WTC,Commercial/Industrial,2013,-122.84015,49.17462
Simply Speech Inc,Speech & Language Pathology Clinic,208,8556,120 St,V3W3N5,7787738448,1,NTC,Commercial/Industrial,2013,-122.89023,49.15863
Hytech Paper Products Inc,Paper converter,0,12251,Industrial Rd,V3V3S1,6044972205,1,WTC,Commercial/Industrial,2013,-122.88281,49.20873
McNally/Aecon Joint Venture,Construction Cont.,0,14711,116A Ave,V3R2T6,6045811509,13,GTC,Commercial/Industrial,2013,-122.81524,49.21449
Hepburn & Mand Law Group,Professional Practitioner-Lawyer,205,5550,152 St,V3S5J9,6046372878,1,NTC,Commercial/Industrial,2013,-122.80091,49.10342
Cortech Digital Technology Solutions Ltd,Computer Consulting/Repair/Design,14,13478,78 Ave,V3W8J6,6049962517,1,NTC,Commercial/Industrial,2013,-122.84923,49.14442
Carmanah Design & Manufacturing Inc,Manufacturer/Machine Shop,8,15050,54A Ave,V3S8E7,6042993431,63,NTC,Commercial/Industrial,2013,-122.80531,49.10163
Dale Matheson Carr Hilton Labonte LLP,Chartered Accountants,301,1656,Martin Dr,V4A6E7,6045311154,20,SSTC,Commercial/Industrial,2013,-122.80482,49.03285
Dream Cabinets Ltd,Manufacturer - Cabinets,7,8336,129 St,V3W0A6,6045905057,2,NTC,Commercial/Industrial,2013,-122.86539,49.15431
Roma Furniture,Furniture,1,13570,78 Ave,V3W8V3,6045028611,4,NTC,Commercial/Industrial,2013,-122.84612,49.14441
Pricesmart Foods #2007 LTC,Retail Lottery Booth,0,10312,King George Blvd,V3T2W5,6045813352,1,SCC,Commercial/Industrial,2013,-122.84523,49.19005
WORLDPAC Canada Ltd,Wholesale,105,5712,192 St,V3S2V7,6045481059,9,CTC,Commercial/Industrial,2013,-122.69101,49.10658
Semiahmoo Shopping Centre,Administrative Office,0,1701,152 St,V4A4N3,6045314543,3,SSTC,Commercial/Industrial,2013,-122.80132,49.03297
Wilson Rasmussen LLP,Professional Practitioner-Lawyer,300,15127,100 Ave,V3R0N9,6045837917,9,GTC,Commercial/Industrial,2013,-122.8031,49.18428
Get Visa Immigration Consultants,Immigration Consultant,0,8434,120 St,V3W7S2,6044415601,2,NTC,Commercial/Industrial,2013,-122.89023,49.15647
A & W Food Services,Restaurant,0,15280,56 Avenue,V3S5K7,6045741982,9,NTC,Commercial/Industrial,2013,-122.79888,49.10433
Amazing Tutors Inc #3,Tutoring,111,9547,152 St,V3R5Y5,6047654099,1,FTC,Commercial/Industrial,2013,-122.8012,49.17591
Jassal Inc Dr K R,Professional Practitioner-Psychiatry,0,15252,32 Ave,V3S0R7,6045605556,1,SSTC,Commercial/Industrial,2013,-122.80002,49.06149
Speedee Towing & Transport,Towing - No Storage,0,10910,Scott Rd,V3R6N3,6043234188,1,WTC,Commercial/Industrial,2013,-122.88016,49.20117
S R S Packaging Services,Packaging Services,101,19495,55 Ave,V3S8P7,6045889565,6,CTC,Commercial/Industrial,2013,-122.68275,49.10245
Honest Engine Auto Repair,Automotive Repair Service,0,10810,Timberland Rd,V3V3T5,6045804715,1,WTC,Commercial/Industrial,2013,-122.89431,49.19861
Wheelhouse Neighbourhood Pub,Neighbourhood Public House,0,12867,96 Ave,V3V6V9,6045849311,1,SCC,Commercial/Industrial,2013,-122.86557,49.17725
Action Tire Services,"Automotive Service & Tire Sales,Wholesale - New & Used Tires",0,12520,110 Ave,V3V3J8,6045801766,4,WTC,Commercial/Industrial,2013,-122.87539,49.20252
Royal Bank Of Canada,Bank,0,17931,56 Avenue,V3S1E2,6045765550,18,CTC,Commercial/Industrial,2013,-122.72583,49.10425
Yao Inc Dr Y O,Orthopaedic Surgeon,308,1676,Martin Dr,V4A6E7,6045361446,4,SSTC,Commercial/Industrial,2013,-122.80462,49.03311
Billa Silk Sarees & Fabric Ltd,Retail Sales - Fabrics,8,8430,128 St,V3W4G3,6045729911,1,NTC,Commercial/Industrial,2013,-122.86786,49.156
Scott Hill Convenience Store,Groceries,0,9886,120 St,V3V4C9,6045882220,2,WTC,Commercial/Industrial,2013,-122.89,49.18233
Carlson Wagonlit Travel,Travel Agency,306,15988,Fraser Hwy,V4N0X8,6045720424,7,FTC,Commercial/Industrial,2013,-122.77933,49.15744
Shree Raj Travels & Tours Ltd,Travel Agency,104,8556,120 St,V3W3N5,6045181864,1,NTC,Commercial/Industrial,2013,-122.89023,49.15863
Point One Home Entertainment,Audio Video Installations,3,19089,94 Ave,V4N3S4,6044550273,1,GTC,Commercial/Industrial,2013,-122.6936,49.17348
A W Vandermeer & Associates,Professional Practitioner-Accountant,204,5752,176 St,V3S4C8,6045712060,2,CTC,Commercial/Industrial,2013,-122.73483,49.10692
Lorenzo Clothing Inc,Retail Merchant,2537,10153,King George Blvd,V3T2W1,6044965005,1,SCC,Commercial/Industrial,2013,-122.84555,49.18696
Pizza Plus Market Ltd,Take Out Pizza,0,12050,96 Ave,V3V1W3,6045515066,3,WTC,Commercial/Industrial,2013,-122.88878,49.17706
Braun Geotechnical Ltd,Professional Practitioner-Engineer,110,19188,94 Ave,V4N4X8,6045134190,4,GTC,Commercial/Industrial,2013,-122.69101,49.17329
S P Auto Services Ltd,Automotive Repair Service,216,13308,76 Ave,V3W2W1,6045965551,2,NTC,Commercial/Industrial,2013,-122.85377,49.14082
Mahek Restaurant & Lounge Panorama Ltd,Food Primary-Class B Dining Lounge,0,15133,56 Avenue,V3S9A5,6045761151,15,NTC,Commercial/Industrial,2013,-122.80562,49.10455
Leensen's Pinoy Mart & Giftshop,Retail Merchant,120,13740,72A Ave,V3W1N5,6045935587,1,NTC,Commercial/Industrial,2013,-122.84115,49.13469
Transchem Tank Lines Ltd,Dispatch Office Only - No trucks to be on site,203,17619,96 Ave,V4N4A9,7783952023,12,GTC,Commercial/Industrial,2013,-122.73392,49.17706
Hot Ice Enterprise Ltd,Film Producer,203,13049,76 Ave,V3W2V7,6045919200,2,NTC,Commercial/Industrial,2013,-122.86052,49.14105
Liang Inc Dr Garrick,Professional Practitioner-Dentist,402,15127,100 Ave,V3R0N9,7783957701,3,GTC,Commercial/Industrial,2013,-122.8031,49.18428
Cargo Care Shipping Inc,Freight Forwarding,343,8140,128 St,V3W1R1,7788367752,1,NTC,Commercial/Industrial,2013,-122.86784,49.15057
Lukasz Muc Notary Public,Professional Practitioner-Notary,105,6758,188 St,V4N6K2,7788001494,1,CTC,Commercial/Industrial,2013,-122.70156,49.12522
Forum Home Appliances Inc,Retail Merchant,102,10153,King George Blvd,V3T2W1,6049309883,5,SCC,Commercial/Industrial,2013,-122.84555,49.18696
Sushi Topia,Food Primary-Class B Dining Room,120,6350,120 St,V3X3K1,7783182560,5,NTC,Commercial/Industrial,2013,-122.89025,49.11836
D M Cabinet Doors Ltd,Cabinet Doors,7,8311,129 St,V3W0A6,6045076898,12,NTC,Commercial/Industrial,2013,-122.86566,49.15388
Bowring,Giftware,0,2382,Guildford Town Centre,V3R7B9,6049304441,12,GTC,Commercial/Industrial,2013,0,0
Golden Shield Adjusters Ltd,Insurance Adjuster,108,12888,80 Ave,V3W3A8,6045020334,3,NTC,Commercial/Industrial,2013,-122.86545,49.14807
Sachdeva Sweets & Restaurant Ltd,Indian Sweets,118,7500,120 St,V3W3N1,6045916788,3,NTC,Commercial/Industrial,2013,-122.89022,49.13907
Surrey Cricket Academy,Recreational Facility,130,7536,130 St,V3W1H8,6048896245,2,NTC,Commercial/Industrial,2013,-122.86169,49.13956
Manohar Vegetarian Bakery,Retail Bakery,167,8120,128 St,V3W1R1,6045935399,5,NTC,Commercial/Industrial,2013,-122.86784,49.15021
Blenz Coffee Cafe,Restaurant,105,9750,140 St,V3T0G9,6048073844,4,SCC,Commercial/Industrial,2013,0,0
Edenflo Pump Truck Services Ltd,Contractor - Sewer & Septic Contractor,0,5470,192 St,V3S8E5,6045751414,10,CTC,Commercial/Industrial,2013,-122.69103,49.10223
Pinnacle Petro Canada,"Auto Repair Shop & Gas Bar, Retail Merchant - Convenience Store",0,9625,King George Blvd,V3T2V3,6045850443,4,SCC,Commercial/Industrial,2013,-122.84583,49.17745
Superior Solid Oak Furniture,Manufacturer - Furniture,6,7533,135 St,V3W0N6,6045990610,1,NTC,Commercial/Industrial,2013,-122.84854,49.13965
D V C Communications Ltd,"Contractor - Data, Phone & Cable Wiring",0,5549,180 St,V3S5Y5,7788580233,14,CTC,Commercial/Industrial,2013,-122.72398,49.10321
Terasen Gas Ltd,Contractor - With Storage,0,2310,King George Blvd,V4A5A5,6045362956,20,SSTC,Commercial/Industrial,2013,-122.79141,49.044
Terasen Gas Ltd,Contractor - With Storage,0,9081,132 St,V6E4M4,6045815518,20,WTC,Commercial/Industrial,2013,-122.85702,49.16778
Club Cat Hotel Corp,Cat Boarding,0,17710,20 Ave,V3S9V2,6045413615,3,SSTC,Commercial/Industrial,2013,-122.73228,49.03837
West Coast S R D,Steel Ruled Dies,20,13340,116 Ave,V3R0R8,6049612037,1,WTC,Commercial/Industrial,2013,0,0
Cobra Tanks Inc,Contractor - General,104,2677,192 St,V3S3X1,6045419423,5,SSTC,Commercial/Industrial,2013,-122.69159,49.05092
Gateway Java,Coffee Shop,108,13401,108 Ave,V3T5T3,6045885089,3,SCC,Commercial/Industrial,2013,-122.85078,49.199
Dozyn Dezyn Properties,Contractor - General Construction,321,13290,78 Ave,V3W0H6,6045945671,1,NTC,Commercial/Industrial,2013,-122.85427,49.14444
Keystone Wildlife Research Ltd,Consultant - Wildlife,112,9547,152 St,V3R5Y5,6045881333,15,FTC,Commercial/Industrial,2013,-122.8012,49.17591
Extreme Pita The,Fast Food,2723,10153,King George Blvd,V3T2W1,6045837482,4,SCC,Commercial/Industrial,2013,-122.84555,49.18696
Bluecreek Properties Ltd,Project Management,309,19133,26 Ave,V3S0Z5,6045366770,1,SSTC,Commercial/Industrial,2013,-122.69333,49.04937
K S S Kitchen Cabinets Ltd,Kitchen Cabinents,115,13302,76 Ave,V3W2W1,7785653394,1,NTC,Commercial/Industrial,2013,-122.85393,49.14082
New Surrey Cabinet Doors Ltd,Manufacturer - Cabinets,0,7675,132 St,V3W4M8,7785785151,18,NTC,Commercial/Industrial,2013,-122.85691,49.14231
Little Caesars Pizza,Restaurant,0,12830,96 Ave,V3V6A8,6045840090,6,WTC,Commercial/Industrial,2013,-122.8669,49.17707
Popeye's Supplements,Retail - Supplements,0,10229,King George Blvd,V3T2W6,7783950052,3,SCC,Commercial/Industrial,2013,-122.84553,49.18848
Aura Office Environments,Wholesale office furniture - warehouse & assembly,102,17974,55 Ave,V3S6C8,6045768808,10,CTC,Commercial/Industrial,2013,-122.72446,49.1022
Interius Enterprises Inc,Wholesale Plant Distribution - warehouse & assembly,101,17974,55 Ave,V3S6C8,6045306631,2,CTC,Commercial/Industrial,2013,-122.72446,49.1022
Carter's OshKosh,Retail - Children's Clothing,160,12463,88 Ave,V3W1P8,6045901203,12,WTC,Commercial/Industrial,2013,-122.87727,49.1632
S N J Auto Repair Ltd,Automotive Repair Service,5,12777,76A Ave,V3W4Y8,6045127002,3,NTC,Commercial/Industrial,2013,-122.86835,49.14242
Shine Glass & Windows Ltd,Glass Installations/Sales,217,12448,82 Ave,V3W0N2,6045935537,2,NTC,Commercial/Industrial,2013,-122.87736,49.15192
Thitsa's Market & Deli,Retail - Market & Deli,0,12171,Sullivan St,V4A3B4,6045351245,4,SSTC,Commercial/Industrial,2013,-122.8846,49.05568
Top Tire Services Ltd,Automotive Repair Service,3,13101,78A Ave,V3W9B6,6045978831,3,NTC,Commercial/Industrial,2013,-122.85902,49.14573
Bestlink Transport Services Inc,"Automotive Repair Service,Trucking & Cartage",3,13101,78A Ave,V3W9B6,6045977911,39,NTC,Commercial/Industrial,2013,-122.85902,49.14573
Pacific Aluminum Building Supply Ltd,Manufacturer & Distribution of Patio Awnings,0,7562,134A St,V3W7J1,6045909015,2,NTC,Commercial/Industrial,2013,-122.8501,49.14009
iFreedom Financial Solutions Inc,Financial Planning/Consultant,202,5460,152 St,V3S5J9,6045790133,10,NTC,Commercial/Industrial,2013,-122.80093,49.10194
Salon Couture Inc,"Hair Salon/Barber, Esthetician, Retail",104,15925,Fraser Hwy,V4N0Y3,6045935490,14,FTC,Commercial/Industrial,2013,-122.78115,49.15836
J D Coffe and Sandwich,Restaurant,0,13910,104 Ave,V3T1X2,7783955348,1,SCC,Commercial/Industrial,2013,-122.83669,49.19142
Shahid Inc Dr Riad M Orthopaedic Surgery,Orthopaedic Surgeon,306,9656,King George Blvd,V3T2V5,6045889232,2,SCC,Commercial/Industrial,2013,-122.84554,49.17787
Tobiko Sushi,Restaurant,102,15951,Fraser Hwy,V4N0Y3,6045725005,15,FTC,Commercial/Industrial,2013,-122.78035,49.15805
Bel's Grocery,Retail - Groceries,0,12817,96 Ave,V3V6V9,7783950777,2,SCC,Commercial/Industrial,2013,-122.86734,49.17726
Sandhu Sweet House Inc,Restaurant,102,15932,96 Ave,V4N2L6,6045815657,4,FTC,Commercial/Industrial,2013,-122.78092,49.17681
Group West Consortia Inc,Contractor - General & Construction Management,206,2383,King George Blvd,V4A5A4,6045382299,10,SSTC,Commercial/Industrial,2013,-122.79321,49.04517
Coast Wellness Centre,Massage Therapy (RMT),100,15129,100 Ave,V3R9P4,6045833553,1,GTC,Commercial/Industrial,2013,-122.80304,49.18428
Southridge Dental,Professional Practitioner-Dentist,103,5680,152 St,V3S3K2,6045751555,10,,Commercial/Industrial,2013,-122.80089,49.10553
Mainland Civil Works Inc,Contractor - General,207,12899,80 Ave,V3W0E6,6045915599,21,NTC,Commercial/Industrial,2013,-122.86515,49.14825
Merit Kitchens,Retail - Kitchen Cabinets,5,19335,No 10 (Langley Bypass) Hwy,V3S6K1,6045327197,3,CTC,Commercial/Industrial,2013,0,0
Oasis Pool & Spa Centre The,"Pools, Hot Tubs, Parts & Chemicals",4,6450,120 St,V3W3M5,6045997272,5,NTC,Commercial/Industrial,2013,-122.89024,49.1203
Vancouver Multicultural Counselling Centre Inc,Psychological Counselling,12,15300,105 Ave,V3R6A7,6048366568,1,GTC,Commercial/Industrial,2013,-122.79801,49.19323
Alemi,Auto Body/Painting,3,11455,132A St,V3R7S2,7788633530,2,WTC,Commercial/Industrial,2013,-122.85519,49.21107
Temptations Convenience Store,Retail Merchant,0,1712,152 St,V4A4N4,6045352399,2,SSTC,Commercial/Industrial,2013,-122.80105,49.03315
Alamfoods Inc,Import/Export,220,3388,Rosemary Heights Cr,V3S0K7,6045419489,6,SSTC,Commercial/Industrial,2013,-122.79822,49.06357
Skyline Custom Kitchen Cabinets Ltd,Kitchen cabinet manufacturing,0,12126,86 Ave,V3W3H7,6045905563,2,NTC,Commercial/Industrial,2013,-122.88658,49.15952
A & W Restaurant,Restaurant,0,2303,King George Blvd,V4A5A4,6045388807,19,SSTC,Commercial/Industrial,2013,-122.79144,49.04374
Everest White Rock Services Inc,Automotive Repair Service,0,2299,King George Blvd,V4A5A4,6045685823,8,SSTC,Commercial/Industrial,2013,-122.79135,49.04367
Victory Resources Corporation,Consultant,0,9801,King George Blvd,V3T5H5,6045809605,4,SCC,Commercial/Industrial,2013,-122.84567,49.18058
Mainland Civil Site Services Inc,Construction Office,209,12899,80 Ave,V3W0E6,6045915599,15,NTC,Commercial/Industrial,2013,-122.86515,49.14825
Bank Of Montreal,Bank,0,1626,Martin Dr,V4A6E7,6045315581,27,SSTC,Commercial/Industrial,2013,-122.80516,49.03205
M A Signs With Spirit,Vinyl Decals,0,17967,56 Avenue,V3S1E2,6045759593,1,CTC,Commercial/Industrial,2013,-122.72487,49.10425
Gear Centre The,Automotive Repair Service,3,18763,96 Ave,V4N3M5,7904528800,1,GTC,Commercial/Industrial,2013,-122.7027,49.17709
Van Kam Freightways Ltd,Trucking & Cartage,0,10155,Grace Rd,V3V3V7,6045827451,190,WTC,Commercial/Industrial,2013,-122.89811,49.18689
Minhas BSc DC Dr Satrup,Professional Practitioner-Chiropractor,2,9989,152 St,V3R4G5,6045822727,1,GTC,Commercial/Industrial,2013,-122.80106,49.18399
Best Carpet Ltd The,Wholesale and Installation of Floor Coverings,104,12677,80 Ave,V3W3A6,6045922100,1,NTC,Commercial/Industrial,2013,-122.87128,49.14831
Port Moody Auto Parts Ltd,"Automotive Parts Sales, Automotive Repair",2,10509,135A St,V3T4C9,6045815464,4,SCC,Commercial/Industrial,2013,-122.84702,49.19355
Song Yong Sung Institute of English,Business School,622,10833,160 St,V4N1P3,6045812395,1,GTC,Commercial/Industrial,2013,-122.77881,49.19925
Cactus Creek Manufacturing Ltd,Mfg. - Sporting Goods,116,14620,64 Ave,V3S1X7,6045970737,7,NTC,Commercial/Industrial,2013,-122.81709,49.11904
Pier Imports #1102,Retail - Home Furnishings and Crafts,360,3091,152 St,V4P3K1,6045313906,15,SSTC,Commercial/Industrial,2013,-122.80134,49.05826
Cobs Bread Semiahmoo,Bakery,0,1711,152 St,V4A4N3,6045359338,10,SSTC,Commercial/Industrial,2013,-122.80132,49.03315
Jersey City,Retail - Clothing,0,1388,Guildford Town Centre,V3R7B7,6045884121,8,GTC,Commercial/Industrial,2013,-122.80245,49.19212
Sharon Buzik Registered Massage Therapist,Massage Therapy (RMT),0,9631,137 St,V3T4G8,6045886505,1,SCC,Commercial/Industrial,2013,-122.84351,49.17753
Asian Star Communications Inc,Newspaper Publishing,202,7028,120 St,V3W3M8,6045915423,5,NTC,Commercial/Industrial,2013,-122.89022,49.13093
Park Place Garage Co,"Contractor - Miscellaneous, Contractor - Garage Repair",3,19122,27 Ave,V3S5T1,6047853031,2,SSTC,Commercial/Industrial,2013,-122.69362,49.05095
Blenz SFU Kiosk,Restaurant,250,13450,102 Ave,V3T0A3,7787823003,10,SCC,Commercial/Industrial,2013,-122.84913,49.18811
Y L's Curry Bowl,Restaurant,0,15277,100 Ave,V3R8X2,6049301155,5,GTC,Commercial/Industrial,2013,-122.79881,49.18431
Akal Lions Tae Kwon Do,Business School,0,9547,152 St,V3R5Y5,6049519888,1,FTC,Commercial/Industrial,2013,-122.8012,49.17591
Tim Hortons,"Restaurant, Retail Merchant - 10 to 19 Employees",0,2355,160 St,V3S9N6,6045315770,14,SSTC,Commercial/Industrial,2013,-122.77935,49.04475
Economy Glass Supplier Ltd,Retail Glass,0,12627,King George Blvd,V3V3K6,6049302222,1,WTC,Commercial/Industrial,2013,-122.87246,49.20635
Jhat Pat Enterprise,Contractor - General,102,8381,128 St,V3W4G1,6045012262,2,NTC,Commercial/Industrial,2013,-122.86813,49.15488
Active Insights Health Care,Professional Practioner - Psychology,217,3388,Rosemary Heights Cr,V3S0K7,7782944295,1,SSTC,Commercial/Industrial,2013,-122.79822,49.06357
Talik Industrial Services Inc,Wholesale,102,17910,55 Ave,V3S6C8,6045754023,1,CTC,Commercial/Industrial,2013,-122.72583,49.1022
Extreme Products & Drilling Supplies Inc,Wholesale,102,17910,55 Ave,V3S6C8,6045756660,1,CTC,Commercial/Industrial,2013,-122.72583,49.1022
Impark Lot #1144,Parking Lot,0,10470,152 St,V3R0Y3,6044206446,1,GTC,Commercial/Industrial,2013,-122.80074,49.19267
Shimar Fashions,Retail,111,8166,128 St,V3W1R1,7785887088,1,NTC,Commercial/Industrial,2013,-122.86785,49.15104
Turn Key Controls Ltd,Manufacturer/Machine Shop,0,19331,Enterprise Way,V3S6J8,6045391201,4,CTC,Commercial/Industrial,2013,-122.6873,49.10908
Al Ihsan Educational Foundation,Charitable Society/Organization,0,7750,128 St,V3W0R6,7782235505,4,NTC,Commercial/Industrial,2013,-122.8678,49.14392
7 Eleven #34907,Convenience Store with Gas Station,0,13993,Fraser Hwy,V3T4E6,6045895390,15,SCC,Commercial/Industrial,2013,-122.83461,49.179
Abhi Insurance Agency Inc,Insurance Agent,302,8128,128 St,V3W1R1,6049966862,3,NTC,Commercial/Industrial,2013,-122.86784,49.15035
Good Day Sunshine Cafe Ltd,Restaurant,100,2950,King George Blvd,V4P0E5,6048605518,2,SSTC,Commercial/Industrial,2013,-122.80671,49.05635
Chop Chop Chinese Take Out Ltd,Mfg.- Food Manufacturing,204,15110,54A Ave,V3S5X7,7788884412,2,NTC,Commercial/Industrial,2013,-122.80366,49.10162
Align Health Professionals Inc,Professional Practioner - Chiropractor,0,10231,King George Blvd,V3T2W6,6045893828,4,SCC,Commercial/Industrial,2013,-122.84553,49.18852
Gupta & Associates Accounting Inc,Professional Practitioner-Accountant,108,13049,76 Ave,V3W2V7,6045925177,5,NTC,Commercial/Industrial,2013,-122.86052,49.14105
F & L Manufacturing 2002,"Mfg - Steel Doors, Frames & Hardware",14,13325,76 Ave,V3W2V8,6045940636,2,NTC,Commercial/Industrial,2013,-122.85332,49.14099
Ken's Tea House,Bubble Tea/Fast Food,0,10692,135A St,V3T4E2,6045888340,1,SCC,Commercial/Industrial,2013,-122.8468,49.19724
Plett & Associates,Professional Practitioner-Accountant,109,2626,Croydon Dr,V3S0S8,6045916855,1,SSTC,Commercial/Industrial,2013,-122.78948,49.05003
Cash Store The,"Financial Agent,Cheque Cashing Centre",0,8920,152 St,V3R4E4,6045814729,4,FTC,Commercial/Industrial,2013,-122.80131,49.16463
Wrap Zone,Restaurant - Fast Food,0,1726,152 St,V4A4N4,6045416477,8,SSTC,Commercial/Industrial,2013,-122.80105,49.03341
Select Pizza,Restaurant -Take Out,110,8434,120 St,V3W7S2,6045913344,4,NTC,Commercial/Industrial,2013,-122.89023,49.15647
Sprott Shaw Community College,Business School,217,9801,King George Blvd,V3T5H5,6045831004,15,SCC,Commercial/Industrial,2013,-122.84567,49.18058
Sky Dental Ceramic Ltd,Dental Lab,14,15300,105 Ave,V3R6A7,6048380269,4,GTC,Commercial/Industrial,2013,-122.79801,49.19323
Antony and Sons,Retail - Produce,202,14016,32 Ave,V4P2J2,6045388289,1,SSTC,Commercial/Industrial,2013,-122.83395,49.06016
Music Makers,Recreational Facility,26,8333,130 St,V3W7X4,7785657668,2,NTC,Commercial/Industrial,2013,-122.86243,49.154
Daytona Auto Sales,"Vehicle Sales - Used 

Sales and rentals of vehicles less than 5,000 kilograms [11,023 lbs.] G.V.W.",0,16090,Fraser Hwy,V4N0G3,6046440049,2,FTC,Commercial/Industrial,2013,-122.77681,49.15646
Gallery 7 Photography Inc,Photographer/Videographer,175,13450,102 Ave,V3T5X3,7789914462,1,SCC,Commercial/Industrial,2013,-122.84913,49.18811
Desi Junction 2 Go,Restaurant,0,13745,72 Ave,V3W2P2,6045935339,3,NTC,Commercial/Industrial,2013,-122.84093,49.13367
Fix N Go Auto Services Ltd,"Automobile Cleaning/Car Wash/Detailing,Automotive Repair Service",107,13302,76 Ave,V3W2W1,7788786596,3,NTC,Commercial/Industrial,2013,-122.85393,49.14082
Sushi Castle,Restaurant,102,15785,Croydon Dr,V3S2L6,6045389335,12,SSTC,Commercial/Industrial,2013,-122.78529,49.04688
Jeff Ludovici RMT,Massage Therapy (RMT,143,12080,Nordel Way,V3W1P6,7788780943,1,NTC,Commercial/Industrial,2013,-122.88729,49.16184
Main Choice chinese Restaurant,Restaurant,0,13393,72 Ave,V3W2N5,6045918677,5,NTC,Commercial/Industrial,2013,-122.85147,49.13372
Surrey Delta Pro Life Society,Non Profit Organization,0,5780,176A St,V3S4H3,6045740225,1,CTC,Commercial/Industrial,2013,-122.73355,49.10743
A & S Insurance Services Ltd,Insurance Agency,0,8294,120 St,V3W3N4,6045913700,2,NTC,Commercial/Industrial,2013,-122.89023,49.15403
Bridgeview Bottle Depot,Recycling Depot,18,12332,Pattullo Pl,V3V8C3,6045875557,2,WTC,Commercial/Industrial,2013,-122.88018,49.20356
Davidsonashe Inc,"Business Valuations, Sales & Acquisitions",402,19292,60 Ave,V3S3M2,6045141007,1,CTC,Commercial/Industrial,2013,-122.68848,49.1112
Newton Crossing Learning Centre,After School Math & Reading Program,140,13737,72 Ave,V3W2P2,6045951468,18,NTC,Commercial/Industrial,2013,-122.84124,49.13366
Pat's Driveline Specialty & Machine Ltd,Automotive Repair Service,4,18771,96 Ave,V4N3P5,6048810233,5,GTC,Commercial/Industrial,2013,-122.70242,49.17709
M T D Beverage Brokers Inc,Wholesale,109,18568,96 Ave,V4N3P9,6048823552,6,GTC,Commercial/Industrial,2013,-122.70847,49.17691
"Shepell fgi, a division of HRCO Inc",Consultant - Health Care,0,7164,120 St,V3W3M8,6046693079,1,NTC,Commercial/Industrial,2013,-122.89022,49.13337
Orbital Marketing Inc,Marketing,203,1688,152 St,V4A4N2,6045016990,1,SSTC,Commercial/Industrial,2013,-122.80104,49.03271
Top Choice Barber and Beauty Salon,Hair Salon/Barber,235,7093,King George Blvd,V3W5A2,6043460310,4,NTC,Commercial/Industrial,2013,-122.84572,49.13143
Amari Medical Practice,Professional Practitioner-Medical,102,13805,104 Ave,V3T1W7,6045942714,3,SCC,Commercial/Industrial,2013,-122.83959,49.19164
Co Operators The,Insurance Agent,110,7320,King George Blvd,V3W5A5,6045925454,6,NTC,Commercial/Industrial,2013,-122.84546,49.13567
Choices Pharmacy Ltd,Retail,110,13588,88 Ave,V3W3K8,6045935322,4,NTC,Commercial/Industrial,2013,-122.84615,49.16267
White Rock Supplements Ltd,"Retail ,Restaurant",1,1990,152 St,V4A4N6,6045429888,6,SSTC,Commercial/Industrial,2013,-122.80105,49.03816
Affordable Housing Charitable Association,Charitable Society/Organization,0,12615,72 Ave,V3W1E8,6045210818,1,NTC,Commercial/Industrial,2013,-122.87292,49.13401
Alchemist Specialty Carriers Inc,Trucking & Cartage,0,9697,190 St,V4N3M8,6048821518,5,GTC,Commercial/Industrial,2013,-122.69614,49.17877
Northwest Powertrain,Automotive Repair Service,3,19080,96 Ave,V4N3R3,6048817188,4,GTC,Commercial/Industrial,2013,-122.69379,49.17691
Village Centre Yoga,Yoga Instructor,74,15515,24 Ave,V4A2J4,6045352474,3,SSTC,Commercial/Industrial,2013,-122.79259,49.04568
Quality Dry Cleaners,Dry Cleaner/Laundry Service,0,10155,153 St,V3R9V8,6045853853,3,GTC,Commercial/Industrial,2013,-122.79826,49.18713
Live Well Exercise Clinic Inc,Professional Practitioner-Medical,306,1676,Martin Dr,V4A6E7,6045412846,3,SSTC,Commercial/Industrial,2013,-122.80462,49.03311
