BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,SURREY_POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,NAIC,LONGITUDE,LATITUDE
HollisWealth,Financial Planning/Consultant,202,15252,32 Ave,V3S0R7,6045418593,1,SSTC,541611,-122.7984696,49.06101028
JEM Beauty Supply,Retail,4,13890,104 Ave,V3T1W9,6049518889,3,SCC,446120,-122.8372012,49.19135352
Gap #7611,Retail Clothing,106,15735,Croydon Dr,V3S2L5,5054620036,28,SSTC,448199,-122.7864135,49.04755305
Banana Republic #1918,Retail,108,15735,Croydon Dr,V3S2L5,5054620036,27,SSTC,448199,-122.7864135,49.04755305
Steele's Garage,Automotive Repair Service,103,13463,78 Ave,V3W0A8,6045944222,2,NTC,811111,-122.8492779,49.14465788
Yankee Hair Art,Hair Salon/Barber,105,17767,64 Ave,V3S1Z2,6045754800,2,CTC,812115,-122.7302435,49.11898358
Dhesi Meat Shop Ltd,Retail meat shop,104,15933,Fraser Hwy,V4N0Y3,6045935222,1,FTC,445210,-122.78079,49.15909621
Jerusalem Grill,Restaurant,105,15933,Fraser Hwy,V4N0Y3,6042000610,1,FTC,722110,-122.78079,49.15909621
Sham Video Productions,Photographer/Videographer,207,7928,128 St,V3V4E8,6045066012,1,NTC,541920,-122.8676651,49.14675376
Giffels Westpro Constructors Inc,Contractor - General,0,8241,129 St,V3W0A6,6045929767,15,NTC,231230,-122.8657471,49.15244093
Rob's Columbia Autoworld Ltd,Automobile Dealer/Rebuilder,101,7945,132 St,V3W4N2,6045968222,9,NTC,441120,-122.8570565,49.14705123
Dawn Registered Massage Therapy Clinic,Massage Therapy (RMT),104,8501,162 St,V4N1B2,6045936653,1,FTC,621370,-122.7735478,49.15718299
Kingstons Pharmacy B C Ltd,Retail - Pharmacy,0,10051,Whalley Blvd,V3T4G1,6045850525,2,SCC,446110,-122.8434758,49.18526457
K T W Construction Inc,"Contractor - General,Contractor - Commercial General",2,19122,27 Ave,V3S5T1,6045351133,1,SSTC,231230,-122.6939064,49.05087145
Shri Durga Bhameshwari Mandir Society,Non Profit Organization,210,7750,128 St,V3W0R6,6045940093,1,NTC,813990,-122.8676534,49.14358109
Visionquest Recovery Society,Charitable Society/Organization,202,15388,24 Ave,V4A2J2,6046376356,1,SSTC,813990,-122.7964038,49.0454164
Seed International Mission of Canada,Education Service,0,12969,Crescent Rd,V4P1J6,6045351800,2,SSTC,611690,-122.8631422,49.05502583
Fone Eleven Communications Ltd,"Retail,Retail Merchant - Cell phone accesories",0,2695,Guildford Town Centre,V3R7C1,6045843663,1,GTC,443110,-122.80271,49.192497
Nav Sweets & Restaurant Ltd,Restaurant,101,8140,120 St,V3W3N3,7785655572,6,NTC,722110,-122.8900665,49.15114002
Exclusive Motors,Used Car Lot,0,19368,Fraser Hwy,V3S6K6,6045105060,3,CTC,441120,-122.6864558,49.1166651
Villa Kitchen Concept Inc,Manufacturer/Machine Shop,304,14640,64 Ave,V3S1X7,6045935195,1,NTC,332710,-122.8167391,49.11892557
Nordel Kitchen,Restaurant,138,12080,Nordel Way,V3W1P6,6045981268,4,NTC,722110,-122.8886041,49.16109806
Yolo Medical Inc,Sales/Marketing Office,245,1959,152 St,V4A9E3,6045422200,7,SSTC,541611,-122.8014669,49.03727504
Gemini Visuals,Photographer,20,15531,24 Ave,V4A2J4,6043126330,1,SSTC,541920,-122.7920343,49.04577186
Vayusha Yoga Inc,Yoga studio,1,15531,24 Ave,V4A2J4,6049616073,5,SSTC,713940,-122.7920343,49.04577186
B C Fiberglass,Small structure,0,12251,Industrial Rd,V3V3S1,6047151606,1,WTC,332999,-122.8829602,49.2086982
Coast Freight Systems Inc,Trucking company - dispatch office only,0,17667,65A Ave,V3S1Z8,6045944319,3,CTC,541611,-122.7329212,49.12133167
Grasbys,Retail - Mens Wear,980,15033,32 Ave,V4P0A2,6045388155,5,SSTC,448110,-122.8059199,49.06028249
Credit Counselling Society,Credit Counselling,228,7164,120 St,V3W3M8,6046360239,1,NTC,813990,-122.8898254,49.13337918
Guildford Family Resource Program,Social Services,0,10310,154 St,V3R5Y7,6045845811,8,GTC,813990,-122.7950441,49.18936699
Semiahmoo House Society,Non Profit Agency,0,13550,77 Ave,V3W6Y3,6045361242,25,NTC,813990,-122.8480599,49.14254567
Indo Canadian Voice,Printing & Publishing,102,9360,120 St,V3V4B9,6042579456,15,WTC,511110,-122.8898247,49.17313608
New World Distributors Ltd,Wholesale,114,19097,26 Ave,V3S3V7,6045359582,3,SSTC,418990,-122.6950926,49.04945172
Legacy Fire & Safety Inc,"Fire Protection Cont.,Contractor - Fire Protection",1,19248,94 Ave,V4N4E3,6045969757,7,GTC,232530,-122.6893138,49.17333639
Thomas Fresh Inc,Wrhse . Produce,109,2365,192 St,V3S3X2,6045351616,5,SSTC,493190,-122.6918849,49.04459836
Urban Pet Salon,Dog Grooming,0,10712,141A St,V3T4R7,7782290761,1,SCC,812910,-122.8296944,49.19725239
P B L West Inc,Wholesale - Paintball Supplies,0,13375,72 Ave,V3W2N5,6045010903,3,NTC,418990,-122.8527922,49.13383265
Northwest Wall Tents,Manufacturer/Machine Shop,12,8236,128 St,V3W4G2,7782300972,1,NTC,332710,-122.8676906,49.15216697
G R Jewellery Clinic,Jewelry Repair,0,10383,150 St,V3R4B1,6045841617,3,GTC,811490,-122.8066383,49.19076083
Sandale Utility Products,Wholesale,0,19438,96 Ave,V4N4C2,6048822080,8,GTC,418990,-122.6840443,49.17680952
All Access Screen Printing,Printer/Publisher,119,12827,76 Ave,V3W2V3,6045980996,2,NTC,541430,-122.867155,49.14117557
Z Tec Automation Systems Inc,Mfg. - Industrial Automation/Marking & Coding,240,19358,96 Ave,V4N4C1,6048812203,7,GTC,332710,-122.686029,49.17678045
McCune Millwork & Installations,Manufacturer/Machine Shop,112,19110,24 Ave,V3S3S9,6045411081,4,SSTC,332710,-122.6944424,49.04545194
Keso A Cheese Specialty Shop,Retail Merchant,100,2982,152 St,V4P3N7,7782940775,2,SSTC,445299,-122.8009631,49.05569692
Kostolowski Kondysar Dr M H,Professional Practitioner-Psychiatry,303,1676,Martin Dr,V4A6E7,6045605660,1,SSTC,621330,-122.8050671,49.0323296
Coastal Pacific Xpress Inc,Trucking & Cartage,0,9697,190 St,V4N3M8,6045750983,12,GTC,484120,-122.6962971,49.17867472
Vancouver Auto Liquidation South Inc,Automobile Dealer/Rebuilder,0,12827,King George Blvd,V3T2T1,7783952132,2,WTC,811111,-122.8666727,49.2067245
K & K Firearm Training Centre Inc,Safety Training,212,17655,57 Ave,V3S1H1,6046715523,4,CTC,611510,-122.7333389,49.10610498
Agnihotri Immigration Consultanting Inc,Immigration Consultant,204,12788,76A Ave,V3W1S9,6045972284,1,NTC,541613,-122.8685586,49.14218908
Power Civil Contractors Ltd,Contractor - Excavation/Power shotcrete,109,8918,Holt (120a St) Rd,V3V4H2,6045971112,10,WTC,232110,-122.888934,49.16526384
Broadway Camera Ltd,Retail Merchant,1063,10153,King George Blvd,V3T2W1,6045889282,7,SCC,443130,-122.8458478,49.18592247
Happpiness At Home Healthcare Inc,Miscellaneous,202,15388,24 Ave,V4A2J2,6043750034,5,SSTC,624190,-122.7964038,49.0454164
Intact Immigration,Immigration Consultant,201,8356,120 St,V3W3N4,7785937535,2,NTC,541613,-122.8900736,49.15508322
Amex Kitchen Art Inc,Kitchen cabinets,305,7728,128 St,V3W1L3,6045979097,1,NTC,332710,-122.8676693,49.1427663
Top In Town Pizza,Restaurant,102,12788,76A Ave,V3W1S9,6045972838,5,NTC,722110,-122.8685586,49.14218908
Direct Canadian Immigration Services Inc,Immigration Consultant,207,15299,68 Ave,V3S2C1,6045972042,1,NTC,541613,-122.7992341,49.12656472
C S Diamond Jewellers Ltd,Retail Merchant,0,10220,152 St,V3R6N7,6045897288,1,GTC,448310,-122.8006362,49.18841335
Prism Hair Design,Facial & threading,3,13791,72 Ave,V3W9Y9,6045906363,2,NTC,812115,-122.8390605,49.13426937
Oneflatfee.ca,Real estate brokerage office,213,7928,128 St,V3W4E8,6047251000,3,NTC,531210,-122.8676651,49.14675376
Singham Inc Dr Janakie,Professional Practitioner-Medical,305,13798,94A Ave,V3V1N1,6045859889,3,WTC,621110,-122.8405397,49.17452324
Days Inn Surrey,Hotel/Motel,0,13373,King George Blvd,V3T2T5,6045852300,5,SCC,721111,-122.8513065,49.20317971
Days Inn Surrey,Hotel/Motel,0,13373,King George Blvd,V3T2T5,6045852300,5,SCC,721114,-122.8513065,49.20317971
Pharmasave #71,Retail Pharmacy,110,6350,120 St,V3X3K1,6045073999,10,NTC,446110,-122.8900634,49.11815677
Sewa Enterprises Ltd,Import/export produce,102,13137,82A Ave,V3W9Y6,6045076636,4,NTC,419199,-122.8587549,49.15260612
L M Equipment Co Ltd,Manufacturer/Machine Shop,0,5278,185A St,V3S7A4,6045760088,6,CTC,332710,-122.7084068,49.09825126
Thai Express Central City,Restaurant,708,10153,King George Blvd,V3T2W1,6045811889,7,SCC,722110,-122.8458478,49.18592247
Panorama Village Dental,Professional Practitioner-Dentist,102,15149,No 10 (56 Ave) Hwy,V3S9A5,6045790144,4,NTC,621210,-122.8036885,49.10508297
Semiahmoo Barber Shop,Hair Salon/Barber,110,1656,Martin Dr,V4A6E7,6045317212,2,SSTC,812114,-122.8050313,49.03206461
Impark Lot #1530,Parking Lot,0,9750,140 St,V3R0Z7,6043293047,1,SCC,812930,-122.8338248,49.1797256
Blenz Coffee,Restaurant,103,9750,140 St,V3T0G9,6045834248,4,SCC,722110,-122.8338248,49.1797256
Bedford Industries Ltd,Painting & Flooring,1,9452,193A St,V4N4N4,6045135855,2,GTC,232450,-122.6856238,49.17460339
Babco Sales Ltd,Equipment & Supply,0,8342,130 St,V3W8J9,6045725666,7,NTC,417930,-122.8620492,49.15395431
Jassal Signs Ltd,"Signs Installation, Contractor - Signs",5,8236,128 St,V3W4G2,6047240263,5,NTC,541899,-122.8676906,49.15216697
A 1 Granite Limited,"Slabs, Granite, Tiles, Stone",0,14747,64 Ave,V3W1N9,6045974412,2,NTC,418990,-122.8134691,49.11928618
Bella Beauty & Hair Inc,Hair Salon/Barber,107,15122,72 Ave,V3S2G2,6045994004,3,NTC,812115,-122.8026091,49.13351251
Sanjana Khaira Law Corporation,Professional Practitioner-Lawyer,273,8128,128 St,V3W1R1,6046308767,3,NTC,541110,-122.8666012,49.14980485
Dragon Black Belt Academy,Recreational Facility,0,12895,85 Ave,V3W0K8,6045921118,1,NTC,713940,-122.8650054,49.15761124
Morgan Crossing Sports Medicine Clinic Ltd,Professional Practitioner-Medical,0,15850,26 Ave,V3S2N6,6045605656,10,SSTC,621390,-122.7832957,49.04898954
Willowbrook Dental Lab Ltd,Dental lab,4,17942,55 Ave,V3S6C8,6048253018,1,CTC,621510,-122.7257361,49.10215439
Wind Mobile,Retail Cellular phone & service,2265,10355,152 St,V3R7C1,8874595377,7,GTC,443110,-122.8014023,49.18981199
C & C Learning Center,Tutoring,101,16055,Fraser Hwy,V4N0G2,6048185708,1,FTC,611650,-122.7771027,49.1569391
All Care Medical Centre,Pharmacy,101,12827,76 Ave,V3W2V3,6045900443,24,NTC,446110,-122.867155,49.14117557
Polybottle Group Limited,Manufacturer - Plastic Bottles,0,7464,132 St,V3W4M7,6045944999,40,NTC,332710,-122.8564703,49.13888933
Bonanza Motel Ltd,Hotel/Motel,0,9163,King George Blvd,V3V5W1,6045966077,3,WTC,721114,-122.8461685,49.16942347
Hazelmere Golf & Tennis Club Ltd,"Lounge,Dining Lounge,Golf Course & Tennis Facilities,Retail Merchant - Golf & Tennis Supplies",0,18150,8 Ave,V3S9R9,6045381212,1,SSTC,451110,-122.7191482,49.01621711
Hazelmere Golf & Tennis Club Ltd,"Lounge,Dining Lounge,Golf Course & Tennis Facilities,Retail Merchant - Golf & Tennis Supplies",0,18150,8 Ave,V3S9R9,6045381212,1,SSTC,713910,-122.7191482,49.01621711
Hazelmere Golf & Tennis Club Ltd,"Lounge,Dining Lounge,Golf Course & Tennis Facilities,Retail Merchant - Golf & Tennis Supplies",0,18150,8 Ave,V3S9R9,6045381212,1,SSTC,713940,-122.7191482,49.01621711
Hazelmere Golf & Tennis Club Ltd,"Lounge,Dining Lounge,Golf Course & Tennis Facilities,Retail Merchant - Golf & Tennis Supplies",0,18150,8 Ave,V3S9R9,6045381212,1,SSTC,722110,-122.7191482,49.01621711
Hazelmere Golf & Tennis Club Ltd,"Lounge,Dining Lounge,Golf Course & Tennis Facilities,Retail Merchant - Golf & Tennis Supplies",0,18150,8 Ave,V3S9R9,6045381212,1,SSTC,722410,-122.7191482,49.01621711
Diversified Products,Warehouse - Hardware,0,12208,86 Ave,V3W3H7,6045995832,2,NTC,493190,-122.8839893,49.15947633
Minit Tune,Automotive Repair Service,0,8832,120 St,V3V4B4,6045918884,4,WTC,811111,-122.8901189,49.16380727
Barnes Wheaton Chevrolet Buick GMC Ltd,Auto Sales new and used,5,3050,King George Blvd,V4P1A2,6045367661,36,SSTC,441110,-122.8081022,49.05807362
Barnes Wheaton Chevrolet Buick GMC Ltd,Auto Sales new and used,5,3050,King George Blvd,V4P1A2,6045367661,36,SSTC,441120,-122.8081022,49.05807362
Parkbridge Lifestyle Communities Inc,Mobile Home Park,0,7790,King George Blvd,V3W5Y4,6045948112,1,NTC,541619,-122.8453291,49.14429615
Parkbridge Lifestyle Communities Inc,Mobile Home Park - 192 Spaces,0,7790,King George Blvd,V3W5Y4,6045948112,3,NTC,721211,-122.8453291,49.14429615
Coastland Engineering & Surveying Ltd,Professional Practitioner-Engineer,101,19292,60 Ave,V3S3M2,6045329700,6,CTC,541330,-122.6893519,49.11114739
Mason Locksmiths Inc,Locksmith,0,10596,King George Blvd,V3T2X3,6045841511,3,SCC,561622,-122.8441922,49.19564128
Pearl Photo & Printing,Dry Cleaners,2151,10151,King George Blvd,V3T5H9,6045845886,3,SCC,812320,-122.8464032,49.18696366
A S N Carpet World Ltd,"Wholesale - Carpets, Contractor - Flooring",1,8236,128 St,V3W4G2,6045728877,3,NTC,414320,-122.8676906,49.15216697
Hi Lane Plasma Steel Cutting Inc,Steel Cutting,0,12294,104 Ave,V3V3H3,6045835705,6,WTC,332710,-122.8815572,49.19163783
Armtec Limited Partnership,Mfg.- Concrete Precast Products,0,5353,192 St,V3S8E5,6045761808,70,CTC,332710,-122.6915608,49.10023419
Airgas Canada Inc,Welding & Industrial Supplies,103,13070,115 Ave,V3R2T9,6045803000,6,WTC,453999,-122.8598429,49.21102749
Postle Owen Corporation,Grinding Wheel Distributor,0,11531,132A St,V3R7S2,6045801126,7,WTC,417230,-122.8552389,49.21213864
Super Pawn & Second Hand Store Inc,Pawn Broker,0,13541,King George Blvd,V3T2V1,6049292836,4,SCC,522299,-122.8467689,49.20016605
Action Auto Wrecking 1984 Ltd,Auto Wrecking Yard,0,10559,120 St,V3V4G4,6045846444,5,WTC,418110,-122.848899,49.191464
Blackwell Distributors,Transmission Repair Service,0,10894,Scott Rd,V3V4G9,6045801787,2,WTC,811199,-122.8803747,49.20062643
Real West Aluminium Co Ltd,Manufacturer - Aluminum Hand Rails,309,7728,128 St,V3W1L3,6045726955,1,NTC,332710,-122.8676693,49.1427663
Mark's Work Wearhouse,Retail Merchant - Clothing & Footwear,0,10191,152 St,V3R4G6,6045820422,17,GTC,448199,-122.8012983,49.18765337
Woodland Supplies Ltd,Wholesale - Forestry Products,107,19292,60 Ave,V3S3M2,6045342126,8,CTC,417990,-122.6893519,49.11114739
Deluxe Solid Oak Furniture,Manufacturer - Furniture,0,13305,72 Ave,V3W2N5,6045724655,2,NTC,332710,-122.854204,49.13423041
M P B Construction Ltd,General Construction Contractor,62,15515,24 Ave,V4A2J4,6045389622,8,SSTC,231230,-122.7926614,49.04577262
British Columbia Conservation Foundation,Non-Profit Organization,206,17564,56A Ave,V3S1G3,6045761433,4,CTC,813990,-122.7361661,49.10494285
Dr T Suleiman Inc,Professional Practitioner-Medical,102,8585,160 St,V4N1G4,6045935085,4,FTC,621110,-122.7791768,49.15870391
S A F Holland Canada Limited,Manufacturer - Truck & Trailer Equipment,0,17909,Roan Pl,V3S5K1,6045747491,13,CTC,332710,-122.7265722,49.10110131
W D Luk Md Inc,Medical Office,23,15300,105 Ave,V3R6A7,0,1,GTC,621110,-122.7977179,49.19317507
Able Autobody Surrey Ltd,Autobody Repair,0,8253,132 St,V3W4N6,6045943737,24,NTC,811111,-122.8570656,49.15279277
Dr J T Wang Inc,Professional Practitioner-Medical,5,10330,152 St,V3R4G8,6045888811,3,GTC,621110,-122.8001306,49.19012695
Dell Lanes Ltd,Bowling Alley,0,10576,King George Blvd,V3T2X3,6045818230,4,SCC,713950,-122.8449254,49.1952329
Peterson Stark Scott,Law Office,300,10366,136A St,V3T5R3,6045889321,24,SCC,541110,-122.8430997,49.19098569
Pacific Salmon Industries Inc,Wholesale - Seafood,0,8305,128 St,V3W4G1,6045017600,5,NTC,413140,-122.8683283,49.15348155
Grosvenor Arms Apartments,Apartment Rentals,0,10425,150 St,V3R4B2,6042787427,2,GTC,531111,-122.8066845,49.19190025
Grosvenor Place Apartments,Apartment Rentals,0,10463,150 St,V3R4B3,6042787427,2,GTC,531111,-122.8066809,49.19256312
Walia Insurance Agencies Ltd,Insurance Agency,904,7380,King George Blvd,V3W5A5,6045999293,2,NTC,524210,-122.8452107,49.13673593
Bay The,Retail Merchant - Department Store,1400,10355,152 St,V3R7B7,6045882111,152,GTC,452110,-122.8014023,49.18981199
"Dr Michael Frankel, M B B CH Inc",Medical Office,106,19475,Fraser Hwy,V3S6K7,6045335051,5,CTC,621110,-122.6827788,49.11542665
Dr Glen Kielland Ward Inc,Professional Practitioner-Medical,211,1676,Martin Dr,V4A6E7,6045317707,4,SSTC,621110,-122.8050671,49.0323296
Brite Sheetmetal Ltd,Contractor - Sheetmetal Installation,1,11405,132A St,V3R7S2,6045800216,1,WTC,232330,-122.8551825,49.21024088
N Wallace & Company Ltd,"Contractor - General, Contractor - Construction",8,17675,66 Ave,V3S7X1,6045760999,20,CTC,231230,-122.7326442,49.12252372
Arrow Woodcraft Ltd,Architectural Millwork Contractor,111,8484,162 St,V4N1B4,6045974585,5,FTC,232990,-122.7730625,49.15708695
Technicut Industrial Supply Inc,Wholesale - Industrial Distribution,201,9466,189 St,V4N4W7,6048884052,1,GTC,417990,-122.6986251,49.17444057
New World Screen Printing Ltd,Printer,210,17667,65A Ave,V3S1Z8,6045751812,25,CTC,511190,-122.7329212,49.12133167
Walton Kitchens,Retail - Bathroom & Kitchen Cabinets,34,3033,King George Blvd,V4P1B8,6045354122,2,SSTC,444190,-122.8081268,49.0568465
Crown Dental Studio,Dental Labratory,201,13541,102 Ave,V3T4X8,6045880099,20,,621510,-122.8469314,49.18801069
Craftsman Collision 1981 Ltd,Autobody Repair Service,12,19335,No 10 (Langley Bypass) Hwy,V3S6K1,6045347434,13,CTC,811111,-122.683812,49.106731
Semiahmoo Glass Ltd,"Glass Installation, Glazing Installation",119,12414,82 Ave,V3W3E9,6045962229,12,NTC,444190,-122.8785309,49.15186633
Imasco Minerals Inc,Manufacturer - Limestone Products,0,19287,98A Ave,V4N4C8,6048883848,16,GTC,332710,-122.6871978,49.18197902
Pick N Pull,Warehouse - Core Dismantler,0,10535,Scott Rd,V3V4G4,6045805479,10,WTC,493190,-122.8895371,49.19392043
Boyd Autobody,Auto Body & Glass Repair Service,0,9666,King George Blvd,V3T2V4,6045882693,11,SCC,811111,-122.8452586,49.17871821
Boyd Autobody,Auto Body & Glass Repair Service,0,9666,King George Blvd,V3T2V4,6045882693,11,SCC,811122,-122.8452586,49.17871821
Trial Lawyers Advocacy Group,Law Firm,200,8459,160 St,V4N0V6,6046351330,9,FTC,541110,-122.7790908,49.15657231
Sunrise Trailer Sales Ltd,Retail Merchant - Utility Trailers,0,17982,No 10 (56 Ave) Hwy,V3S1C7,6045742097,3,CTC,441220,-122.7242117,49.10399186
Analytic Systems Ware Ltd,Manufacturer - Electronics,112,12414,82 Ave,V3W3E9,6045437378,7,NTC,332710,-122.8785309,49.15186633
She's Fit Health Club (White Rock) Ltd,Fitness Club,251,1959,152 St,V4A9E3,6045355411,6,SSTC,713940,-122.8014669,49.03727504
Sharons Credit Union Surrey Office,Financial Institution,0,10541,King George Blvd,V3T2X1,6045827272,5,SCC,522111,-122.8455962,49.19419289
ESC Automation Inc,Consulting and Technical Services,0,17850,No 10 (56 Ave) Hwy,V3S1C7,6045747790,65,CTC,541690,-122.7277503,49.10399442
Surrey Now Newspaper,Publisher - Newspaper,201,7889,132 St,V3W4N2,6045720064,35,NTC,511110,-122.8570756,49.14629384
"Toys ""R"" Us",Retail - Toys,0,10232,Whalley Blvd,V3T4H2,9056602000,17,SCC,451120,-122.8423516,49.18880783
Psychological Services,Medical Office,250,13711,72 Ave,V3W2P2,6045994999,1,NTC,621110,-122.8425601,49.13375945
Cap It Truck Accessories,Retail Merchant - Truck Accesories & Installations,10,7533,135 St,V3W0N6,6045991329,5,NTC,484120,-122.8486103,49.13969941
Fresh and More Market,"Retail - Produce, Meat",0,12830,96 Ave,V3V6A8,6045837288,14,WTC,445210,-122.8670944,49.17696905
Fasteel Industries Ltd,Warehouse - Steel,0,19176,21 Ave,V3S3M3,6045428881,16,SSTC,493190,-122.6921185,49.04003215
Jennings Place,Charitable Social Housing Society,0,7775,120A St,V3W0T5,6045210818,1,NTC,813990,-122.887761,49.14451437
Johnston Court,Charitable  Social Housing Society,0,9699,152B St,V3R0G5,6045210818,1,GTC,813990,-122.7997509,49.17831879
Friendship Village,Non Profit Social Housing Society,6502,6543,King George Blvd,V3W4Z4,6045210818,1,NTC,813990,-122.845889,49.12138563
Khalsa Credit Union,Financial Institution,102,7288,137 St,V3W1A3,6045725500,8,NTC,522130,-122.8425817,49.1351818
Dr Bruce W Donaldson,Professional Practitioner-Medical,204,1676,Martin Dr,V4A6E7,6045362188,2,SSTC,621110,-122.8050671,49.0323296
Target Land Surveying Ltd,"Land Surveying Office, Contractor - Land Surveying Services",104,10415,168 St,V4N0W7,6045976161,3,GTC,54137,-122.7566855,49.19189176
Target Land Surveying Ltd,"Land Surveying Office, Contractor - Land Surveying Services",104,10415,168 St,V4N0W7,6045976161,3,GTC,541370,-122.7566855,49.19189176
Price Smart,Retail Merchant - Supermarket,0,1711,152 St,V4A4N3,6045364522,163,SSTC,445110,-122.801669,49.0331143
Johl Developments,General Construction Contractor,201,12837,76 Ave,V3W2V3,6045942040,5,NTC,231210,-122.8666709,49.141185
Magnum Fabricators Ltd,Manufacturer - Steel Fabrication,0,12294,104 Ave,V3V3H3,6045899191,20,WTC,332710,-122.8815572,49.19163783
Brewing Experience The,Retail - Brew Store,15,3033,King George Blvd,V4P1B8,6045357200,2,SSTC,312120,-122.8081268,49.0568465
Classy Cuts,Beauty Salon,106,8434,120 St,V3W7S2,6045430124,1,NTC,812115,-122.8900795,49.15659098
Trans Pacific Hardware Inc,Wholesale - Wire Rope,0,19355,Enterprise Way,V3S6J8,6045300209,9,CTC,416110,-122.6867859,49.10943123
Sunshine Air Conditioning Ltd,Air Conditioning Contractor,6,18812,96 Ave,V4N3R1,6048817051,2,GTC,232520,-122.7008886,49.17684416
Golden Touch Auto Centre,Auto Repair & Sales,0,13549,Bentley Rd,V3R5B8,6045821237,5,SCC,441120,-122.8466659,49.20063646
Golden Touch Auto Centre,Auto Repair & Sales,0,13549,Bentley Rd,V3R5B8,6045821237,5,SCC,811111,-122.8466659,49.20063646
Maximum Collision,Autobody Repair Shop,0,15026,32 Ave,V4P1A3,6045359228,26,SSTC,811111,-122.8065548,49.05994924
T H Solid Wood Furnture Inc,Manufacturer - Furniture,19,8125,130 St,V3W7X4,6045906062,5,NTC,221210,-122.8624999,49.1498543
T H Solid Wood Furnture Inc,Manufacturer - Furniture,19,8125,130 St,V3W7X4,6045906062,5,NTC,332710,-122.8624999,49.1498543
Unico Kitchen Cabinets Ltd,Manufacturer - Cabinet Maker,108,12975,84 Ave,V3W1B3,6045436266,7,NTC,332710,-122.8631065,49.15557181
Mcbride School Of Dancing,Recreational Fitness Instruction,102,12975,84 Ave,V3W1B3,6045965333,4,NTC,611610,-122.8631065,49.15557181
M & M Glass Surrey,Glass Installations,109,10439,173 St,V4N5H3,6045887277,5,GTC,444190,-122.7432689,49.19265547
Big Ridge Liquor Store,Retail - Liquor Licensee,1,15250,No 10 (56 Ave) Hwy,V3S5K7,6046880039,1,NTC,445310,-122.7988253,49.10418486
Yee's Grocery,Retail Merchant - Grocery Store,0,13208,80 Ave,V3W3B3,6045961465,1,NTC,445110,-122.8564696,49.14802659
D S Timber Mill Ltd,Remanufacturing - Lumber,0,13522,116 Ave,V3R9W4,6045837242,14,WTC,332710,-122.848899,49.191464
Il Uk Jo Restaurant,Dining Lounge,0,15188,Fraser Hwy,V3R3P1,6045839622,10,FTC,722110,-122.8020339,49.16616158
Premier Cabinets,Manufacturer - Wood Products,11,12312,82A Ave,V3W0T7,6045436525,2,NTC,332710,-122.8813538,49.15303894
Nail Fetish Salon Inc,Nails Salon,0,7380,King George Blvd,V3W5A5,6048037163,1,NTC,812115,-122.8452107,49.13673593
International Shooting Supplies Ltd,Retail Merchant - Sporting Goods,0,14904,104 Ave,V3R1M7,6045843006,2,GTC,451110,-122.8088719,49.19134313
Hair Art Academy,Beauty Salon,104,15585,24 Ave,V4A2J4,6045411541,4,SSTC,611690,-122.7907156,49.04612516
Hair Art Academy,Beauty Salon,104,15585,24 Ave,V4A2J4,6045411541,4,SSTC,812115,-122.7907156,49.04612516
B B S Industries Ltd,Machine Shop,23,14722,64 Ave,V3S1X7,6045900933,2,NTC,332710,-122.8146232,49.11893399
Ricky's All Day Grill #22,Dining Room,0,3189,King George Blvd,V4P1B8,6045351789,25,SSTC,722110,-122.8116169,49.05963853
Workforce Temporary Services Ltd,Business Services Office,0,10253,King George Blvd,V3T2W6,6045849675,3,SCC,561430,-122.8457493,49.18907307
Dr Paul C Lee Inc,Professional Practitioner-Dentist,104,15225,104 Ave,V3R6Y8,6045857373,3,GTC,621210,-122.8000452,49.19169535
Coast Building Supplies Ltd,"Drywall, Stucco, Insulation, T-bar Ceiling, Steel-Stud & Scaffolding Contractors",100,8484,128 St,V3W4G3,6045900055,15,NTC,232310,-122.8677499,49.15692515
McGurrin Enterprises Ltd,Lubricants,207,8322,130 St,V3W8J9,6045027222,1,NTC,415290,-122.8620364,49.15374911
Hari Stones Ltd,"Granite, slate, marble tiles",0,13042,84 Ave,V3W1L2,6045994274,23,NTC,493190,-122.8610077,49.15519578
Russell A Farrow Ltd,Customs Broker Office,214,17637,1 Ave,V3S9S1,6045355220,1,SSTC,488519,-122.7338262,49.00414157
Revelstoke Home Centre,Retail Merchant - Building Supplies,0,3165,King George Blvd,V4P1B8,6045359888,40,SSTC,444110,-122.8109565,49.05915897
G C M P Hairclips Inc,Hair Salon,180,8066,120 St,V3W3N3,6044696413,1,NTC,812115,-122.8900699,49.14962661
Mountain Magic Ltd,"Retail Sales - Camping Gear, Pepper Spray Vendor",0,2393,King George Blvd,V4A5A4,6045355182,3,SSTC,451110,-122.7944866,49.04507845
Mountain Magic Ltd,"Retail Sales - Camping Gear, Pepper Spray Vendor",0,2393,King George Blvd,V4A5A4,6045355182,3,SSTC,453999,-122.7944866,49.04507845
Maye Transport Inc,Trucking & Cartage,0,8527,132 St,V3W4N8,6045962931,2,NTC,484120,-122.8584926,49.15798721
A S Bubber & Associates Inc,Chartered Accountant,208,8120,128 St,V3W1R1,6045997262,10,NTC,541212,-122.8660477,49.14939795
