BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,YEAR,LONGITUDE,LATITUDE
High Caliber Line of Canada Inc,Whlse. Promotion Items,200,19072,26 Ave,V3S3V7,6045363833,20,SSTC,Commercial/Industrial,2011,-122.69493,49.0492
High Point Animal Hospital,Professional Practitioner-Veterinarian,0,9666,King George Blvd,V2T2V4,6045857387,2,SCC,Commercial/Industrial,2011,-122.84553,49.17801
High Score Learning Inc,Business School,250,8138,128 St,V3W1R1,6045920350,1,NTC,Commercial/Industrial,2011,-122.86784,49.15053
Highgrove Home Interiors,Retail furniture,10,16041,24 Ave,V3S9H7,7782946801,1,SSTC,Commercial/Industrial,2011,-122.77811,49.04564
Highland Contracting & Services Ltd,General Cont.,8,12950,80 Ave,V3W3B2,6044384999,10,NTC,Commercial/Industrial,2011,-122.86375,49.14807
Highland Motorcars Ltd,Automobile Dealer/Rebuilder,0,16074,Fraser Hwy,V4N0G3,6045995101,1,FTC,Commercial/Industrial,2011,-122.77717,49.1566
Highlander Fence and Gate The,"Mfg. - Fencing, Gates",202,12451,82 Ave,V3W3E8,6048025362,1,NTC,Commercial/Industrial,2011,-122.87724,49.15209
Highlight Pacific Construction Ltd,Telecom,1,18925,94 Ave,V4N4X5,6045342727,16,GTC,Commercial/Industrial,2011,-122.69879,49.17348
Highspeed Auto Collision Ltd,Auto Body Repair,115,12465,82 Ave,V3W3E8,6045723384,2,NTC,Commercial/Industrial,2011,-122.87683,49.15208
Highway 1 Motors Ltd,Auto Sales,0,15288,Fleetwood Dr,V3R1B5,6045515426,1,FTC,Commercial/Industrial,2011,-122.79901,49.16446
Highway Auto Sales,Automobile Dealer/Rebuilder,3,16050,Fraser Hwy,V4N0G3,6047279298,1,FTC,Commercial/Industrial,2011,-122.77771,49.15681
Hillcrest Decorating Centre,Retail Merchant,106,2055,152 St,V4A4N7,6045313811,3,SSTC,Commercial/Industrial,2011,-122.80133,49.0394
Hillcrest Dental Group,Professional Practitioner-Dentist,308,18690,Fraser Hwy,V3S7Y4,6045751233,2,CTC,Commercial/Industrial,2011,-122.70459,49.12488
Hillcrest Plumbing & Heating,Retail Plumbing & Electrical Hardware,0,7815,King George Blvd,V3W5B1,6045961077,5,NTC,Commercial/Industrial,2011,-122.8458,49.14479
Hillcrest Plumbing & Heating Ltd,Plumbing Cont.,0,7815,King George Blvd,V3W5B1,6045961077,5,NTC,Commercial/Industrial,2011,-122.8458,49.14479
Hillside Products Ltd,Mfg. - Food Products,102,13483,78 Ave,V3W0A8,6045973020,4,NTC,Commercial/Industrial,2011,-122.84911,49.1446
Hilltop Security Academy (#119),"Security Training,Security Training School",119,9801,King George Blvd,V3T5H5,6049308377,7,SCC,Commercial/Industrial,2011,-122.84567,49.18058
Hilton Security Group Inc,Trade School,203,8363,128 St,V3W4G1,6045912122,1,NTC,Commercial/Industrial,2011,-122.86813,49.15456
Himalya Dairy,Dairy production,313,14640,64 Ave,V3S1X7,6047157359,3,NTC,Commercial/Industrial,2011,-122.81656,49.11904
Hiralal Inc Dr Rajesh,Professional Practitioner-Medical/Cardiology Clinic,117,13798,94A Ave,V3V1N1,6045885598,1,WTC,Commercial/Industrial,2011,-122.84015,49.17462
Hird Dr Alexander,Professional Practitioner-Dentist,207,1656,Martin Dr,V4A6E7,6045367606,1,SSTC,Commercial/Industrial,2011,-122.80482,49.03285
Hiro Sushi,Japanese Restaurant,0,19537,Fraser Hwy,V3S6K7,6045335250,2,CTC,Commercial/Industrial,2011,-122.68134,49.11468
Hitech Service Group Ltd,"Whlse. Refurbished Electronics, Computer Products",64,7789,134 St,V3W9E9,6045997832,3,NTC,Commercial/Industrial,2011,-122.85136,49.1443
Hoang Oanh 8,Video Rental,0,10218,152 St,V3R6N7,6045820012,1,GTC,Commercial/Industrial,2011,-122.80076,49.18815
Holiday Inn,Hotel/Motel,0,17530,64 Ave,V3S1Y9,6045768862,12,CTC,Commercial/Industrial,2011,-122.73704,49.1187
Holiday Inn Express Hotel & Suites,Hotel/Motel,0,15808,104 Ave,V4N5L2,6049308517,1,GTC,Commercial/Industrial,2011,-122.78389,49.19147
Holly Park Dental Group,Professional Practitioner-Dentist,0,10752,148 St,V3R3X6,6045810414,1,GTC,Commercial/Industrial,2011,-122.81234,49.19785
Hollywood Nails,Nail Salon,0,10216,152 St,V3R6N7,6045853661,1,GTC,Commercial/Industrial,2011,-122.80076,49.18812
Holo Holdings Ltd,Property Mgmt.,202,155,176 St,V3S9S4,6045383222,1,SSTC,Commercial/Industrial,2011,-122.73544,49.00486
Holy Smoke Coffee,Portable Food Vendor - Coffee,0,3418,King George Blvd,V4P1A8,6045311033,1,SSTC,Commercial/Industrial,2011,-122.81717,49.06479
Home Again Home Again Design Group Ltd,Retail - Home DÚcor,126,1711,152 St,V4A4N3,6045423014,2,SSTC,Commercial/Industrial,2011,-122.80132,49.03315
Home Depot,Retail Merchant - Home Hardware,0,7350,120 St,V3W3M9,0,154,NTC,Commercial/Industrial,2011,-122.89022,49.13654
Home Depot (160 St),Retail & Whlse. Building Materials,0,2525,160 St,V3S0C8,6046323350,80,SSTC,Commercial/Industrial,2011,-122.77934,49.04784
Home Hardware Ltd,"Hardware,Retail Merchant",101,1645,140 St,V4A4H1,6045366564,6,SSTC,Commercial/Industrial,2011,-122.83448,49.03206
Homecraft Manufacturing Corp,"Light Metal Fabrication, CNC Equipment, Sauna Heaters & Controls and Equipment",216,9654,192 St,V4N4C6,6048883403,6,GTC,Commercial/Industrial,2011,-122.6902,49.17809
Homeless Shelter,Charitable Organization,0,10667,135A St,V3T4E3,6045898678,1,SCC,Commercial/Industrial,2011,-122.84694,49.19667
Homelife Benchmark Realty Cloverdale Corp,Real Estate Office,103,5830,176A St,V3S4H5,6045740161,5,CTC,Commercial/Industrial,2011,-122.73356,49.10833
Homelife Benchmark Realty Corp (152 St),Real Estate Office,1,1920,152 St,V4A4N6,6045311111,9,SSTC,Commercial/Industrial,2011,-122.80105,49.03693
Homelife Benchmark Realty Corp Fleetwood,Real Estate Office,0,9128,152 St,V3R4E7,6045854343,45,FTC,Commercial/Industrial,2011,-122.80118,49.1688
Homelife Benchmark Realty Fleetwood Corp,Real Estate Office,0,1134,Guildford Town Centre,V3R7B7,6045854343,3,GTC,Commercial/Industrial,2011,0,0
Homelife Benchmark Titus Realty,Real Estate,101,15385,56 Ave,V3S0X9,6045755262,51,NTC,Commercial/Industrial,2011,-122.79585,49.10449
Homelife Benchmark Titus Realty,Real Estate Office,0,1134,Guildford Town Centre,V3R7B7,6045842788,1,GTC,Commercial/Industrial,2011,0,0
Homelife Bernie Scholz Agencies,Real Estate Office,1,1920,152 St,V4A4N6,6045311111,5,SSTC,Commercial/Industrial,2011,-122.80105,49.03693
Homes 101 Construction Ltd,General Cont.,201,8383,128 St,V3W4G1,6047250409,1,NTC,Commercial/Industrial,2011,-122.86813,49.15492
Homesense # 084,Retail merchant,7,3091,152 St,V4P3K1,6045340115,50,SSTC,Commercial/Industrial,2011,-122.80134,49.05826
Homeworks Etc Designs Inc,Wholesale on line,5,19257,Enterprise Way,V3S6J8,6045322010,3,CTC,Commercial/Industrial,2011,-122.68877,49.10789
Honest Engine Auto Repair,Automotive Repair Service,0,10810,Timberland Rd,V3V3T5,6045804715,1,WTC,Commercial/Industrial,2011,-122.89431,49.19861
Honeywell Silent Witness Inc,Admin & Sales Office,0,6554,176 St,V3S4G5,6045741526,32,CTC,Commercial/Industrial,2011,-122.73481,49.12162
Hong Harry Dr,Professional Practitioner-Medical,210,13710,94A Ave,V3V1N1,6045822100,1,WTC,Commercial/Industrial,2011,-122.84227,49.17461
Hongmi,Food Primary-Class B Dining Room,100,15155,101 Ave,V3R7Z1,7783957030,1,GTC,Commercial/Industrial,2011,-122.80224,49.18622
Hook & Ladder Pub,Neighbourhood Pub,0,8593,132 St,V3W4N8,6045902251,16,NTC,Commercial/Industrial,2011,-122.85703,49.15855
Hooked Fish Bar,Food Primary-Class B Dining Lounge,0,12157,Beecher St,V4A2Z8,6045353487,20,SSTC,Commercial/Industrial,2011,-122.88478,49.05231
Hooker Craig Lum Garnett,Real Estate Appraisal,350,5620,152 St,V3S3K2,6045849573,7,NTC,Commercial/Industrial,2011,-122.8009,49.10464
Horace Engineering Ltd,Professional Practitioner-Engineer,205,18515,53 Ave,V3S7A4,6045743525,1,CTC,Commercial/Industrial,2011,-122.70985,49.09915
Horizon Law Corporation,Professional Practitioner-Lawyer,0,1675,128 St,V4A3V2,6045387074,2,SSTC,Commercial/Industrial,2011,-122.86766,49.0326
Horizonte Imports & Exports,Import - Mexican Food,0,12885,76 Ave,V3W1E6,6045975089,1,NTC,Commercial/Industrial,2011,-122.86491,49.14109
Hot Rod Corner Parts & Accessories,Whlse. Auto Parts,2,19288,Enterprise Way,V3S6J9,6045767666,3,CTC,Commercial/Industrial,2011,-122.68454,49.111
Hotway Grill,Restaurant,0,13784,104 Ave,V3T1W5,6045848885,3,SCC,Commercial/Industrial,2011,-122.84,49.19146
Houghton Realty,Property Mgmt.,0,5675,176A St,V3S4G8,6045762141,1,CTC,Commercial/Industrial,2011,-122.73382,49.10553
Howard Smith Personal Law Corp,Professional Practitioner-Lawyer,111,15272,Croydon Dr,V3S0Z5,6045257688,6,SSTC,Commercial/Industrial,2011,-122.79881,49.06002
Howard Tang Dr,Part Time Medical Practitioner,110,13588,88 Ave,V3W3K8,6045854385,1,NTC,Commercial/Industrial,2011,-122.84615,49.16267
HSBC Bank Canada,Bank,0,15150,56 Avenue,V3S1B8,6045756183,8,NTC,Commercial/Industrial,2011,-122.80442,49.10436
HSBC Securities Canada Inc,Financial Agent,204,15252,32 Ave,V3S0R7,6045416510,10,SSTC,Commercial/Industrial,2011,-122.80002,49.06149
Hub International Insurance Brokers,General Insurance & Autoplan,0,13630,72 Ave,V3W2P3,6045969571,3,NTC,Commercial/Industrial,2011,-122.84444,49.13345
Huckell Dr C,Professional Practitioner-Medical,116,13798,94A Ave,V3V1N1,6045801210,1,WTC,Commercial/Industrial,2011,-122.84015,49.17462
Hudson Madison,Retail,108,15785,Croydon Dr,V3S2L6,7782941551,4,SSTC,Commercial/Industrial,2011,-122.78529,49.04688
Hudson Mitchell & Sons Lumber Inc,Lumber Remanufacturing,0,12975,76 Ave,V3W2V3,6045963333,12,NTC,Commercial/Industrial,2011,-122.86244,49.14107
Hugh & McKinnon Realty Ltd,"Real Estate Office, Property Mgmt .",0,14007,16 Ave,V4A1P9,6045311909,45,SSTC,Commercial/Industrial,2011,-122.83398,49.03129
Hugo Video & Gift Shop,Retail Merchant - 0 to 2 Employees,0,10671,King George Blvd,V3T2X6,7788818128,1,SCC,Commercial/Industrial,2011,-122.84542,49.19651
Hui Inc & Associates Dr Jason,Professional Practitioner-Dentist,0,12831,96 Ave,V3V6V9,6045884855,5,SCC,Commercial/Industrial,2011,-122.86685,49.17725
Human Solutions Canada Inc,Psychological Health Services,41080,15388,24 Ave,V4A2J2,6046898604,1,SSTC,Commercial/Industrial,2011,-122.79602,49.04551
Humberto & Lisa Guillen,Apartment/Townhouse Rental,0,12991,100 Ave,V3T1G9,6045121479,1,SCC,Commercial/Industrial,2011,-122.8623,49.18451
Hung & Son's Auto Repair Services,Automotive accessories,0,10637,King George Blvd,V3T2X6,6045801656,1,SCC,Commercial/Industrial,2011,-122.84543,49.19592
Hunter & Hunter,Professional Practitioner-Lawyer,200,1656,Martin Dr,V4A6E7,6045318231,2,SSTC,Commercial/Industrial,2011,-122.80482,49.03285
Hunter Dickinson Services Inc,Warehouse,6,9520,192 St,V4N3R9,6046846365,1,GTC,Commercial/Industrial,2011,-122.69045,49.17553
Husky Appliances Ltd,Wholesale,353,8158,128 St,V3W1R1,7785510022,1,NTC,Commercial/Industrial,2011,-122.86784,49.15089
Husky Gas,Gasoline Station,0,7812,120 St,V3W3N2,6045970160,6,NTC,Commercial/Industrial,2011,-122.89022,49.14523
Hy Lite Block Windows Ltd,Acrylic Block Windows,0,9305,194 St,V4N4G1,6044550905,2,GTC,Commercial/Industrial,2011,-122.68511,49.17194
Hydra Steer,Whsle. Truck Parts,4,18763,96 Ave,V4N3M5,0,1,GTC,Commercial/Industrial,2011,-122.7027,49.17709
Hydraulic Supply,"Whlse. Hydraulic Hose, Couplings",180,19358,96 Ave,V4N4C1,6048823122,3,GTC,Commercial/Industrial,2011,-122.68669,49.1769
Hydraulic Technologies Inc,Machine Shop & Hydraulic Repair,0,18549,97 Ave,V4N3N9,6048829787,24,GTC,Commercial/Industrial,2011,-122.7086,49.17893
Hydrotek West,Wholesale,105,19110,24 Ave,V3S3S9,6045420612,4,SSTC,Commercial/Industrial,2011,-122.6938,49.04558
Hyland House Newton,Homeless shelter,0,6595,King George Blvd,V3W4Z4,6045998900,1,NTC,Commercial/Industrial,2011,-122.84565,49.12226
Hytech H & K Auto Repairs Ltd,Auto Repair Serv.,11,12848,85 Ave,V3W0K8,6045920380,1,NTC,Commercial/Industrial,2011,-122.86647,49.15742
Hytech Paper Products Inc,Paper converter,0,12251,Industrial Rd,V3V3S1,6042192514,1,WTC,Commercial/Industrial,2011,-122.88281,49.20873
HzEmall Customs,Contractor - Car Stereo Installation,103,18760,96 Ave,V4N3P9,6048886568,1,GTC,Commercial/Industrial,2011,-122.7028,49.17691
I & S Global Enterprise Inc,Wholesale distribution of import/export products,245,19358,96 Ave,V4N4C1,6043574777,1,GTC,Commercial/Industrial,2011,-122.68669,49.1769
I C C Integrated Construction Concepts Ltd,General Cont.,310,12960,84 Ave,V3W1K7,6045990706,15,NTC,Commercial/Industrial,2011,-122.86358,49.15529
I C I Dulux Paints,Retail Merchant,0,2255,King George Blvd,V4A5A4,7788371467,4,SSTC,Commercial/Industrial,2011,-122.79038,49.04289
I C I Paints Canada Inc,Whlse. Paints,0,7675,132 St,V3W4M8,6045901688,6,NTC,Commercial/Industrial,2011,-122.85691,49.14231
I C S Refrigeration 2004 Ltd,Commercial HVAC/Refrigeration,201,5631,176A St,V3S4G8,6042946623,1,CTC,Commercial/Industrial,2011,-122.73382,49.10472
I Design Homes,Design New Homes,384,8148,128 St,V3W1R1,6045935527,1,NTC,Commercial/Industrial,2011,-122.86784,49.15071
I Fund Diversified Lending Corp,Financial Planning/Consultant,203,3237,King George Blvd,V4P1B7,6045385771,1,SSTC,Commercial/Industrial,2011,-122.81279,49.06096
I G  House,Books & Gifts,0,12827,76 Ave,V3W2V3,6045977252,1,NTC,Commercial/Industrial,2011,-122.86637,49.1411
I G A Supermarket,Retail Merchant - Grocery Store,0,14865,108 Ave,V3R1W2,6045842616,16,GTC,Commercial/Industrial,2011,-122.81027,49.19882
I H S POS Solutions For Less Ltd,Wholesale,391,13290,78 Ave,V3W0H6,6045965200,2,NTC,Commercial/Industrial,2011,-122.85427,49.14444
I J A Trading Inc,Import/Export - Office Use Only,204,10070,King George Blvd,V3T2W4,6046441320,1,SCC,Commercial/Industrial,2011,-122.84529,49.18557
I Mart Convenience Store (2011),Retail,108,19390,68 Ave,V4N6A9,6045330009,1,CTC,Commercial/Industrial,2011,-122.68564,49.12627
I N B Operations - Kitchen Cabinets & Renovations,Kitchen cabinet installation,107,14620,64 Ave,V3S1X7,6045906001,1,NTC,Commercial/Industrial,2011,-122.81709,49.11904
I P Auto Service,"Auto Body Repair, Service & Used Auto Sales,Cars & Trucks,Automobile Dealer/Rebuilder",216,13308,76 Ave,V3W2W1,6045996433,1,NTC,Commercial/Industrial,2011,-122.85377,49.14082
I P Auto Service,"Auto Body Repair, Service & Used Auto Sales,Cars & Trucks,Automobile Dealer/Rebuilder",216,13308,76 Ave,V3W2W1,6045996433,1,NTC,Commercial/Industrial,2011,-122.85377,49.14082
I P Auto Service,"Auto Body Repair, Service & Used Auto Sales,Cars & Trucks,Automobile Dealer/Rebuilder",216,13308,76 Ave,V3W2W1,6045996433,1,NTC,Commercial/Industrial,2011,-122.85377,49.14082
I P M & Associates Property Management Inc,Property Management,101,7455,132 St,V3W1J8,6045417338,1,NTC,Commercial/Industrial,2011,-122.85687,49.13808
I Pro Nails Salon,Esthetician,0,8556,120 St,V3W3N5,7785651139,1,NTC,Commercial/Industrial,2011,-122.89023,49.15863
I S Dhaliwal & Associates Inc,Professional Practitioner-Accountant,206,13049,76 Ave,V3W2V7,6045969040,2,NTC,Commercial/Industrial,2011,-122.86052,49.14105
I S Hair Design Team & Saloon,Beauty salon,103,15957,84 Ave,V4N0W7,7785651771,1,FTC,Commercial/Industrial,2011,-122.78008,49.15556
I T T Fluid Products Canada,Whlse. Pump Distributor,200,8431,160 St,V4N0V6,6045028868,5,FTC,Commercial/Industrial,2011,-122.77898,49.15617
I T T Fluid Technology & I T T Industrial Pump Grp,"Whlse. Pumps & Parts.,Dental Lab",200,8431,160 St,V4N0V6,6045028868,4,FTC,Commercial/Industrial,2011,-122.77898,49.15617
I W I S Drive Systems Inc,"Whlse. Chains, wire rope",1,19349,94 Ave,V4N4E6,7782983622,1,GTC,Commercial/Industrial,2011,-122.68589,49.17366
I XL Masonry Supplies Ltd,Wholesale - Masonry Products,0,13240,Comber Way,V3W5V9,6045917388,9,NTC,Commercial/Industrial,2011,-122.85491,49.13648
I XL Masonry Supplies Ltd,Administration Office,201,13147,76 Ave,V3W2V7,6045917388,1,NTC,Commercial/Industrial,2011,-122.85816,49.14103
IAM CARES Society,Charitable Society,202,10070,King George Blvd,V3T2W4,6045802226,4,SCC,Commercial/Industrial,2011,-122.84529,49.18557
Ian Hayward International Ltd,Electrical Engineering Consult.,305,16088,84 Ave,V4N0V9,6045996088,6,FTC,Commercial/Industrial,2011,-122.77632,49.15537
ICICI Bank Canada,Financial Services,110,7110,120 St,V3W3M8,6046464190,7,NTC,Commercial/Industrial,2011,-122.89022,49.1324
Icon Foods,Food processing,104,8277,129 St,V3W4N2,6047604714,1,NTC,Commercial/Industrial,2011,-122.86566,49.15333
Icon Salon Systems,Whlse. Beauty Supplies,610,13361,78 Ave,V3W5B9,6045912339,6,NTC,Commercial/Industrial,2011,-122.85239,49.14461
Ideal Auctions Ltd,Wrhse.,202,9710,187 St,V4N3N6,6048314796,1,GTC,Commercial/Industrial,2011,-122.70482,49.17854
Ideal Auto Ltd,Auto dealership,0,12473,King George Blvd,V3V3K3,6048573220,1,WTC,Commercial/Industrial,2011,-122.87661,49.20635
Ideal Pool & Spa Supplies,Retail Pool Equip.,0,16040,Fraser Hwy,V4N0G3,6045972381,1,FTC,Commercial/Industrial,2011,-122.77794,49.1569
iFreedom Financial Solutions Inc,Financial Planning/Consultant,202,5460,152 St,V3S5J9,6045790133,1,NTC,Commercial/Industrial,2011,-122.80093,49.10194
Ihaw-Ihaw Filipino Cuisine,Restaurant - No Alcohol,0,13553,105A Ave,V3T2A9,6045962770,1,SCC,Commercial/Industrial,2011,-122.84676,49.19455
Ildi's Grooming Spa Inc,Dog Grooming,0,1990,152 St,V4A4N6,6045802834,1,SSTC,Commercial/Industrial,2011,-122.80105,49.03816
Illuminated Innovations Inc,Sign Design & Production,16,19272,96 Ave,V4N4C1,6048824945,5,GTC,Commercial/Industrial,2011,-122.68868,49.17691
Ilta Grain Inc,Administration Office,0,8427,160 St,V4N0V6,6045975060,2,FTC,Commercial/Industrial,2011,-122.77898,49.156
Imitating Christ Ministries Imitating Christ Training Centre,Charitable Society/Organization,0,12969,Crescent Rd,V4P1J6,6045351800,1,SSTC,Commercial/Industrial,2011,-122.8633,49.05444
Immigrant Services Society of B C,Office providing employment services to immigrants & non-immigrants and workshops,303,7337,137 St,V3W1A4,6046842561,13,NTC,Commercial/Industrial,2011,-122.84296,49.13623
Impact Ironworks Ltd,Manufacturer/Machine Shop,107,19433,96 Ave,V4N4C4,6048880851,4,GTC,Commercial/Industrial,2011,-122.68496,49.17708
Impact Plaza Medical Centre,Professional Practitioner-Medical,109,15277,100 Ave,V3R8X2,6045882744,4,GTC,Commercial/Industrial,2011,-122.79881,49.18431
Impact Sheet Metal Ltd,Commercial ventilation/sheet metal,0,19188,94 Ave,V4N4X8,6045256664,1,GTC,Commercial/Industrial,2011,-122.69101,49.17329
Impark,Parking Lot,0,1959,152 St,V4A9E3,6044206446,1,SSTC,Commercial/Industrial,2011,-122.80133,49.03761
Impark,Parking Lot,0,15300,105 Ave,V3R6A7,6044206446,1,GTC,Commercial/Industrial,2011,-122.79801,49.19323
Impark,Parking Lot,0,13695,96 Ave,V3V1Z2,6044206446,1,SCC,Commercial/Industrial,2011,-122.84348,49.17712
Impark,Parking Lot,0,9688,137A St,V3T4H9,6044206446,1,SCC,Commercial/Industrial,2011,-122.84191,49.17834
Impark,Parking Lot,0,13710,94A Ave,V3V1N1,6044206446,1,WTC,Commercial/Industrial,2011,-122.84227,49.17461
Impark,Parking Lot,0,15225,104 Ave,V3R6Y8,6044206446,1,GTC,Commercial/Industrial,2011,-122.80019,49.19157
Impark Lot # 1658,Parking Lot,0,15269,104 Ave,V3R1N5,6044206446,1,GTC,Commercial/Industrial,2011,-122.79906,49.19159
Impark Lot #1144,Parking Lot,0,10470,152 St,V3R0Y3,6044206446,1,GTC,Commercial/Industrial,2011,-122.80074,49.19267
Impark Lot #1509,Parking Lot,0,10233,153 St,V3R0Z7,6044206446,1,GTC,Commercial/Industrial,2011,-122.79825,49.18845
Impark Lot #1509,Parking Lot,0,10334,152A St,V3R0Z7,6044206446,1,GTC,Commercial/Industrial,2011,-122.79935,49.19015
Impark Lot #1530,Parking Lot,0,9750,140 St,V3R0Z7,6043293047,1,SCC,Commercial/Industrial,2011,0,0
Impark Lot 1049,Parking Lot,0,10348,King George Blvd,V3T2W5,6044206446,1,SCC,Commercial/Industrial,2011,-122.84523,49.19028
Impark Lot 1076,Parking Lot,0,12515,110 Ave,V3V3J7,6044206446,1,WTC,Commercial/Industrial,2011,-122.87548,49.2027
Impark Lot 1618,Parking Lot,0,10294,City Pky,V3T4C2,6044206446,1,SCC,Commercial/Industrial,2011,-122.84751,49.18978
Impark Lot 1857,Parking Lot,0,5500,180 St,V3S6R1,6044206446,1,CTC,Commercial/Industrial,2011,0,0
Impark Lot 1894,Parking Lot,0,10240,City Pky,V3T4C2,6044206446,1,SCC,Commercial/Industrial,2011,-122.84753,49.18793
Impark Lot 540,Parking Lot,0,9801,King George Blvd,V3T5H6,6044206446,1,SCC,Commercial/Industrial,2011,-122.84567,49.18058
Imperial Oil,Whlse. Bulk Petroleum,0,17546,57 Ave,V3S1G7,6045747404,3,CTC,Commercial/Industrial,2011,-122.73651,49.1059
Imperial Parking - Lot #3599,Parking Lot,0,11125,124 St,V3V4V1,6044206446,1,WTC,Commercial/Industrial,2011,-122.87879,49.20473
Imperial Parking - Lot 1718,Parking Lot,0,13458,107A Ave,V3T0G4,6044206446,1,SCC,Commercial/Industrial,2011,-122.84888,49.1973
Imperial Parking - Lot 1719,Parking Lot,0,10350,University Dr,V3T4B8,6044206446,1,SCC,Commercial/Industrial,2011,-122.84973,49.19078
Imperial Parking Canada Corp,Parking Lot,0,13750,96 Ave,V3V1Z2,6046817311,1,WTC,Commercial/Industrial,2011,-122.84216,49.17693
Imperial Parking Canada Corp (12666 - 72 Ave),Parking Lot,0,12666,72 Ave,V3W2M8,6045159273,1,NTC,Commercial/Industrial,2011,-122.87157,49.13382
Imperial Parking Limited,Pay Parking Management,0,9737,King George Blvd,,6046817311,1,SCC,Commercial/Industrial,2011,-122.84575,49.17901
Imperial Parking Ltd (13401 - 108 Ave),Parking Lot,0,13401,108 Ave,V3T5T3,6045159273,1,SCC,Commercial/Industrial,2011,-122.85078,49.199
Imperial Parking Ltd (135 St),Parking Lot,817,10275,135 St,V3T2W1,6046817311,1,SCC,Commercial/Industrial,2011,0,0
Imperial Parking Ltd (94A Ave),Parking Lot,0,13798,94A Ave,V3V1N1,6045159273,1,WTC,Commercial/Industrial,2011,-122.84015,49.17462
Imperial Parking Ltd (9850 King George Blvd),Parking Lot,875,9850,King George Blvd,V3T4Y3,6046817311,1,SCC,Commercial/Industrial,2011,-122.84535,49.18154
Imperial Parkside Apartment (9520 - 127 St),Apartment Rentals,0,9520,127 St,V3V5H9,6045820131,1,WTC,Commercial/Industrial,2011,-122.8707,49.17566
Imperial Parkside Apt,Apartments,0,9555,128 St,V3V5N6,6045820131,1,WTC,Commercial/Industrial,2011,-122.86817,49.17625
Imperial Pines Estates,Apartment/Townhouse Rental,0,10557,150 St,V3R4B6,6046027711,1,GTC,Commercial/Industrial,2011,-122.80647,49.19421
Imperial Place Residence Inc,Apartment Rentals,0,13853,102 Ave,V3T5P6,6045871555,1,SCC,Commercial/Industrial,2011,-122.83843,49.18785
In House Solutions Inc,Software Design/Consultant,108,7455,132 St,V3W1J8,6045721921,4,NTC,Commercial/Industrial,2011,-122.85687,49.13808
In Motion Physiotherapy,Physiotherapy,105,15252,32 Ave,V3S0R7,6045362224,3,SSTC,Commercial/Industrial,2011,-122.80002,49.06149
In Style Home Furnishings Ltd,Retail Furnishings,0,1900,Guildford Town Centre,V3R7B8,6045886622,3,GTC,Commercial/Industrial,2011,-122.80242,49.19315
In the Company of Friends,Crafts,0,17582,56A Ave,V3S1G3,6045746221,1,CTC,Commercial/Industrial,2011,-122.73552,49.10499
In Vogue Hair Design & Grewal Beauty Salon,"Hair salon,Manicures, pedicures, facials, waxing & threading",1118,7318,137 St,V3W1A3,6045999117,1,NTC,Commercial/Industrial,2011,-122.84268,49.13596
In Vogue Hair Design & Grewal Beauty Salon,"Hair salon,Manicures, pedicures, facials, waxing & threading",1118,7318,137 St,V3W1A3,6045999117,1,NTC,Commercial/Industrial,2011,-122.84268,49.13596
Incarta,Trucking & Cartage,10,12125,86 Ave,V3W3H8,6045947126,1,NTC,Commercial/Industrial,2011,-122.88659,49.1597
Incentive Access Group Corp,Consultant,2007,7495,132 St,V3W1J8,6045729548,9,NTC,Commercial/Industrial,2011,-122.85688,49.13884
Incredible Entertainment,Retail,106,13569,76 Ave,V3W2W3,6045960382,3,NTC,Commercial/Industrial,2011,-122.84599,49.14093
Independent Financial Advisor,Financial Planning Consult.,236,8138,128 St,V3W1R1,6047891555,1,NTC,Commercial/Industrial,2011,-122.86784,49.15053
Independent Respiratory Services Ltd.,Warehouse,5,19585,56 Ave,V3S6K3,6045399555,4,CTC,Commercial/Industrial,2011,-122.68003,49.10449
Indian Ex-Servicemen Society BC,Not-for-Profit Association,203,8212,128 St,V3W4G2,6045013939,1,NTC,Commercial/Industrial,2011,-122.86785,49.15186
Indian Paan Shop & Flowers,Retail,106,6977,128 St,V3W4E1,6045720786,1,NTC,Commercial/Industrial,2011,-122.86795,49.12982
Indigo Books & Music,Retail,10,2453,161A St,V3S0M6,6045358166,20,SSTC,Commercial/Industrial,2011,-122.77489,49.04663
Indo Canadian Money Exchange 2001 Inc,Money exchange,211,9250,120 St,V3V4B7,6045969700,2,WTC,Commercial/Industrial,2011,-122.8901,49.17133
Indo Canadian Money Exchange Inc,Currency Exchange,110,12830,80 Ave,V3W3A8,6045969700,1,NTC,Commercial/Industrial,2011,-122.86703,49.14807
Indo Canadian Times International Inc,Newspaper Publisher,103,12414,82 Ave,V3W3E9,6045995408,7,NTC,Commercial/Industrial,2011,-122.87837,49.15194
Indo Canadian Voice,Printing & Publishing,200,8338,120 St,V3W3N4,6042579456,5,NTC,Commercial/Industrial,2011,-122.89023,49.15481
Indo Fiji News,News paper sales & advertising office,266,8128,128 St,V3W1R1,6045801505,1,NTC,Commercial/Industrial,2011,-122.86784,49.15035
Indo Fiji Supermarket,Retail Sales - Kitchenware & Groceries,115,8334,128 St,V3W4G2,6045438817,1,NTC,Commercial/Industrial,2011,-122.86786,49.15406
