BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,SURREY_POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTR,NAIC,NAIC_DESCRIPTION,LATITUDE,LONGITUDE
Coast Distributors,Whlse. Hardware,301,9775,188 St,V4N3N2,6048825129,1,GTC,416330,Hardware Wholesaler-Distributors,49.180217,-122.701521
Rockwell Industries Ltd,Mfg. - Sawmill Machinery Parts,409,9775,188 St,V4N3N2,6048820066,4,GTC,333210,Sawmill & Woodworking Machinery Manufacturing,49.180217,-122.701521
Devbek Fabrication & Millwrighting Inc,Trades contractor,408,9775,188 St,V4N3N2,6048075466,1,GTC,232460,Finish Carpentry & Wood Flooring Work,49.180217,-122.701521
Bailey Ventures Ltd,Contractor - Topsoil Screening,,3077,188 St,V3S9V5,6045397200,1,SSTC,232990,All Other Special Trade Contracting,49.057862,-122.702876
A & A Testing Ltd,Testing Of Underground Utility Lines,,3077,188 St,V3S9V5,6043854328,1,SSTC,541690,Other Scientific & Technical Consulting Services,49.057862,-122.702876
M G Profile Burning Ltd,Manufacturer/Machine Shop,101,9780,188 St,V4N3M2,6045131530,3,GTC,332710,Machine Shops,49.180220,-122.700985
Port Kells Suspension Ltd,Automotive Repair Service,,9722,188 St,V4N3M2,6048828795,4,GTC,811111,General Automotive Repair,49.179313,-122.701075
Cloverdale Cold Storage Ltd,Warehouse - Cold Storage,,3133,188 St,V3S9V5,6045411031,4,SSTC,493120,Refrigerated Warehousing & Storage,49.058773,-122.702798
Eagle Strapping Ltd,Wholesale - Packaging,303,9775,188 St,V4N3N2,6048821194,2,GTC,417910,Office & Store Machinery & Equipment Wholesaler-Distributors,49.180217,-122.701521
Clayton Critters Ltd,Retail,102/,6820,188 St,V4N3G6,7785742772,2,CTC,812910,Pet Care (except Veterinary) Services,49.126604,-122.701433
Clayton Gate Pizza,Restaurant,107,6820,188 St,V4N3G6,6045753000,1,CTC,722110,Restaurants,49.126604,-122.701433
Clayton Heights Chiropractic,Professional Practitioner-Chiropractor,211,6820,188 St,V4N3G6,7785742629,5,CTC,621310,Offices of Chiropractors,49.126604,-122.701433
Global Insurance Agency 2008 Ltd,Insurance Agent,115/,6820,188 St,V4N3G6,6045741771,3,CTC,524210,Insurance Agencies & Brokerages,49.126604,-122.701433
Gateway Mechanical Services Inc,Contractor - Plumbing/Heating,206,9775,188 St,V4N3N2,6048887711,65,GTC,232520,"Plumbing, Heating & Air-Conditioning Installation",49.180217,-122.701521
Azure Spa Inc,Esthetician,204,6820,188 St,V4N3G6,6045753326,5,CTC,812115,Beauty Salons,49.126604,-122.701433
Denji Sushi,Food Primary-Class B Dining Room,120,6820,188 St,V4N3G6,6045743031,4,CTC,722110,Restaurants,49.126604,-122.701433
Cloverdale Top Soil Ltd,Top soil processing only,,7921,188 St,V4N4J1,6048887645,1,CTC,232990,All Other Special Trade Contracting,49.146335,-122.701813
Peak Securities Inc,Investments & financial investments,110,6758,188 St,V4N6K2,6045790223,6,CTC,541611,Administrative Management & General Management Consulting Services,49.125441,-122.701423
S V T Solutions Inc,Manufacture Representative,222,6820,188 St,V4N3G6,6045758166,3,CTC,561430,Business Service Centres,49.126604,-122.701433
Steel Craft Door Products Ltd,Wrhse.,,9727,188 St,V4N3N2,6048882550,14,GTC,493190,Other Warehousing & Storage,49.179136,-122.701526
Adanac Roofing Ltd,Contractor - Roofing/Insulation,405,9775,188 St,V4N3N2,6048881616,4,GTC,232330,Roofing & Related Work,49.180217,-122.701521
Fraser Valley Aggregates Ltd,Trucking & Cartage,,3077,188 St,V3S9V5,6045397200,6,SSTC,484120,General Freight Trucking,49.057862,-122.702876
Coastal Pacific Crane & Hoist Engineering Co Ltd,Manufacturing - Cranes & Hoists,101,9775,188 St,V4N3N2,6048888682,17,GTC,332710,Machine Shops,49.180217,-122.701521
Ashlaur Trading Inc,Log Brokerage - Office Staff Only,210,6820,188 St,V4N3G6,6045748114,4,CTC,419199,Import and/or Export or Manufacturer's Agents,49.126604,-122.701433
Irina Bartnik Notary Corporation,Professional Practitioner-Notary,105,6758,188 St,V4N6K2,6048883474,1,CTC,541120,Offices of Notaries,49.125441,-122.701423
Lukasz Muc Notary Public,Professional Practitioner-Notary,105,6758,188 St,V4N6K2,7788001494,1,CTC,541120,Offices of Notaries,49.125441,-122.701423
Meatman,Retail - Meats,104,6758,188 St,V4N6K2,6045790202,1,CTC,445210,Meat Markets,49.125441,-122.701423
Dr Colleen Poole Inc,Part Time Medical Practitioner,215,6820,188 St,V4N3G6,6045317707,1,CTC,621110,Offices of Physicians,49.126604,-122.701433
Clayton Gate Pediatrics,Professional Practitioner-Medical,215,6820,188 St,V4N3G6,7782397870,2,CTC,621110,Offices of Physicians,49.126604,-122.701433
Viva Orthodontics,Orthodontic practice,106-,6758,188 St,V4N6K2,7785748484,3,CTC,621210,Offices of Dentists,49.125441,-122.701423
Cold Logic ULC,Warehouse - Refridgeration/Storage,,3023,188 St,V3S9V5,6047648612,60,SSTC,493120,Refrigerated Warehousing & Storage,49.057005,-122.702932
Clayton Heights Family Dental,Professional Practitioner-Dentist,111,6758,188 St,V4N6K2,6045766262,4,CTC,621210,Offices of Dentists,49.125441,-122.701423
Naturally Nails & Spa,Esthetician - Manicures & Pedicures,103,6758,188 St,V4N6K2,7785742233,3,CTC,812115,Beauty Salons,49.125441,-122.701423
Fast Donairs and Falafel,Restaurant - No Alcohol,109,6820,188 St,V4N3G6,6047611954,3,CTC,722110,Restaurants,49.126604,-122.701433
Jenelle Ratcliffe RMT,Massage Therapy (RMT),211,6820,188 St,V4N3G6,7785742629,1,CTC,621370,Offices of Massage Therapists,49.126604,-122.701433
Pamela J Rowlands Law Corporation,Professional Practitioner - Law office,218,6820,188 St,V3R1J7,6043721050,3,CTC,541110,Offices of Lawyers,49.126604,-122.701433
Heartbeat Distributors Ltd,Wholesale,104/,9775,188 St,V4N3N2,6048881277,1,GTC,418990,All Other Wholesaler-Distributors,49.180217,-122.701521
Ryder Truck Rental Canada Ltd,Automobile Dealer/Rebuilder,,9616,188 St,V4N3M2,9058122413,2,GTC,811111,General Automotive Repair,49.177327,-122.701067
A W M Alliance Real Estate Group Ltd,Real Estate - 0 to 5 Employees,214,6820,188 St,V4N3G6,6046853227,4,CTC,531210,Offices of Real Estate Agents & Brokers,49.126604,-122.701433
Bodhi Tree Wellness Center,Regsistered Massage Therapist,109,6758,188 St,V4N6K2,7785741174,1,CTC,621370,Offices of Massage Therapists,49.125441,-122.701423
Mister Cutts,Barber Shop,101,6758,188 St,V4N6K2,6045392242,1,CTC,812114,Barber Shops,49.125441,-122.701423
All Valley Metals Ltd,Manufacturer/Machine Shop,201,9775,188 St,V4N3N2,6048826884,30,GTC,332710,Machine Shops,49.180217,-122.701521
Valley Yarn Ltd,Retail Merchant - Yarn Store,102,6758,188 St,V4N6K2,6043181405,2,CTC,451130,"Sewing, Needlework & Piece Goods Stores",49.125441,-122.701423
4Cats Art Studio,"Miscellaneous - Art studio, Retail Merchant - Art supplies",114,6820,188 St,V4N3G6,7785742287,1,CTC,232990,All Other Special Trade Contracting,49.126604,-122.701433
4Cats Art Studio,"Miscellaneous - Art studio, Retail Merchant - Art supplies",114,6820,188 St,V4N3G6,7785742287,1,CTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.126604,-122.701433
Collette Vacations,Tour Consultant/Tour operator,205,6820,188 St,V4N3G6,6045337077,7,CTC,561510,Travel Agencies,49.126604,-122.701433
Furfection Dog Spaw,Dog grooming,123,6820,188 St,V4N3G6,7782380450,1,CTC,812910,Pet Care (except Veterinary) Services,49.126604,-122.701433
Kerrin Giesbrecht,Massage Therapy (RMT),211,6820,188 St,V4N3G6,7785742629,1,CTC,621370,Offices of Massage Therapists,49.126604,-122.701433
B & B Heavy Civil Construction Ltd,Contractor - Heavy Civil Construction,,3077,188 St,V3S9V5,6045321990,1,SSTC,2379,Other heavy & civil engineering construction,49.057862,-122.702876
Cooper Electrical Contracting Ltd,Contractor - Electrical,308,9775,188 St,V4N3N2,6046815107,4,GTC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.180217,-122.701521
The Loft and Grill,Liquor Primary - Class A Pub,,5640,188 St,V3S4N5,6045740411,15,CTC,722410,Drinking Places,49.105449,-122.701315
L P Nail,Esthetician,111,6820,188 St,V4N3G6,6047195737,4,CTC,812115,Beauty Salons,49.126604,-122.701433
Caribbean Spoon,Restaurant - No Alcohol,122,6820,188 St,V4N3G6,7785493462,1,CTC,722512,Limited-service eating places,49.126604,-122.701433
Gold Star Learning Centre,Tutoring,105,6758,188 St,V4N6K2,7782551507,1,CTC,611650,Tutorial Services,49.125441,-122.701423
Spaces Between Counselling The,Counselling Service,109,6758,188 St,V4N6K2,6048098947,1,CTC,624190,Other Individual & Family Services,49.125441,-122.701423
The Belt Shop Ltd,Conveyor Belting & Industrial Supplies,305,9775,188 St,V4N3N2,6045331956,2,GTC,49311,General warehousing & storage,49.180217,-122.701521
Jooni Woogi Academy Langley,Learnng Center & Academy,223,6820,188 St,V4N3G6,7788996765,1,CTC,611650,Tutorial Services,49.126604,-122.701433
Stephen P Noseworthy MD,Professional Practitioner - Pediatric office,215,6820,188 St,V4N3G6,6045790270,2,CTC,621110,Offices of Physicians,49.126604,-122.701433
Peace of Mind Reflexology,Reflexology,204,6820,188 St,V4N3G6,6047689697,1,CTC,621390,Offices of Other Health Practitioners,49.126604,-122.701433
Energy Network Services Inc,Contractor - Electrical,304B,9775,188 St,V4N3N2,6047874556,1,GTC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.180217,-122.701521
Gateway Mechanical Service Inc.,Inter-Municipal Business License FV,206,9775,188 St,V4N3N2,6048887711,30,GTC,232520,"Plumbing, Heating & Air-Conditioning Installation",49.180217,-122.701521
Willow Spring Construction BC Ltd,Inter-Municipal Business License Metro,304,9775,188 St,V4N3N3,6048828198,10,GTC,231230,General Construction Contractors,49.180217,-122.701521
Fiona's Playdate Cafe,"Recreational Facility, Caf?®",104,6820,188 St,V4N3G6,6048255426,8,CTC,713940,Fitness & Recreational Sports Centres,49.126604,-122.701433
Fiona's Playdate Cafe,"Recreational Facility, Caf?®",104,6820,188 St,V4N3G6,6048255426,8,CTC,722512,Limited-service eating places,49.126604,-122.701433
Ekset Excavations & Shoring Ltd.,Contractor - Site Excavations/Sewer/Septic/water/Road Work,,3077,188 St,V3S9V5,6045397200,15,SSTC,232990,All Other Special Trade Contracting,49.057862,-122.702876
"Dr. Scarlett Cooper, ND","Retail Merchant, Professional Practitioner-Medical",109,6758,188 St,V4N6K2,7788718465,1,CTC,4461,Health & personal care stores,49.125441,-122.701423
"Dr. Scarlett Cooper, ND","Retail Merchant, Professional Practitioner-Medical",109,6758,188 St,V4N6K2,7788718465,1,CTC,621390,Offices of Other Health Practitioners,49.125441,-122.701423
Fraser Valley Aggregates 2014 Ltd,Contractor - Excavation,,3077,188 St,V3Z9V5,6047855415,30,SSTC,23891,Site preparation contractors,49.057862,-122.702876
Blake Ruscheinski Chiropractic,Professional Practitioner-Chiropractor,211,6820,188 St,V4N3G6,7782402118,1,CTC,621310,Offices of Chiropractors,49.126604,-122.701433
A R Thomson Ltd,Mfg. - Gaskets & Distributors,,3420,189 St,V3Z1A7,6045076050,30,SSTC,336390,Other Vehicle Parts Manufacturing,49.063904,-122.700228
Charger Engineering Ltd,Engineering,8,9510,189 St,V4N4W7,6048883682,27,GTC,541330,Engineering Services,49.175441,-122.698644
Keen Design & Machining Inc,Machine Shop,2,9525,189 St,V4N5L8,6048812042,3,GTC,332710,Machine Shops,49.175919,-122.699178
C B S Parts Ltd,Whlse. Heavy Duty Truck & Trailer Parts,,9505,189 St,V4N5L8,6048883507,35,GTC,418990,All Other Wholesaler-Distributors,49.175563,-122.699156
Stable Bases Sales Ltd,Whlse. Table Bases,2,9530,189 St,V4N4W7,6045139286,1,GTC,414390,Other Home Furnishings Wholesaler-Distributors,49.175892,-122.698654
Plasmatech Profile Cutting Inc,Machine Shop - Steel Cutting,206,9466,189 St,V4N4W7,6048817088,6,NTC,332710,Machine Shops,49.174441,-122.698625
Air Vac Services Canada Ltd,"Wholesale, Contractor - Ventilation Cleaning",106,9488,189 St,V4N4W7,6048829290,10,GTC,23822,"Plumbing, heating & ac contractors",49.174698,-122.698621
A Lanfranco & Associates Inc,Environment Air Testing & Engineering,101,9488,189 St,V4N4W7,6048812582,10,GTC,541330,Engineering Services,49.174698,-122.698621
Pacific Bit Of Canada Inc,Warehouse,204,9485,189 St,V4N5L8,6045134292,6,GTC,493190,Other Warehousing & Storage,49.174670,-122.699241
Westvac Industrial Ltd,Machinery/Heavy Equipment Dealer,107,9488,189 St,,6044550084,6,GTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",49.174698,-122.698621
Sunshine Golf Products Ltd,Whlse.,203,9466,189 St,V4N4W7,6045131311,2,GTC,418990,All Other Wholesaler-Distributors,49.174441,-122.698625
Digitech Enterprises Inc,Mfg.,103,9465,189 St,V4N5L8,6045883606,1,GTC,332710,Machine Shops,49.174919,-122.699240
Modern Stretch Form Inc,Machinery/Heavy Equipment Dealer,206,9485,189 St,V4N5L8,6048812363,4,GTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",49.174670,-122.699241
National Air Technologies,"Janitorial Service, Contractor - Ventilation Cleaning",108,9465,189 St,V4N5L8,6045751181,17,GTC,561722,Janitorial Services (except Window Cleaning),49.174919,-122.699240
Newtech Beverage Systems Ltd,Whlse. Coffee Carafes,205,9485,189 St,V4N5L8,6048826940,7,GTC,417930,"Professional Machinery, Equipment & Supplies Wholesaler-Distributors",49.174670,-122.699241
New Line Products Ltd,"Specialized distributor of hose, fittings and accessories",,9415,189 St,V4N5L8,6044555410,50,GTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",49.173596,-122.699104
Groeneveld,Automatic greasing systems and oil management,203,9485,189 St,V4N5L8,6048885823,5,GTC,332710,Machine Shops,49.174670,-122.699241
S E O Beauty Salon,Hair Salon/Barber,57,7155,189 St,V4N5S8,6044177110,1,CTC,812115,Beauty Salons,49.132923,-122.698838
Advance Testing Ltd,Engineering & Materials Testing,5,9525,189 St,V4N5L8,6045130316,20,GTC,232990,All Other Special Trade Contracting,49.175919,-122.699178
Technicut Industrial Supply Inc,Wholesale - Industrial Distribution,201,9466,189 St,V4N4W7,6048884052,1,GTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",49.174441,-122.698625
H & A Industries Ltd,Mfg - CNC Machining & Parts,101,9465,189 St,V4N5L8,6045139322,3,GTC,332710,Machine Shops,49.174919,-122.699240
Laura's Hair Design,Hair Salon/Barber,54,7155,189 St,V4N5S8,6045752223,1,CTC,812115,Beauty Salons,49.132923,-122.698838
Fleet Services Installation Inc,Mobile installation of emergency equipment,102,9488,189 St,V4N4W7,7782988995,3,GTC,232990,All Other Special Trade Contracting,49.174698,-122.698621
Door Crazy,Manufacturer/Machine Shop,4,9530,189 St,V4N4W7,6048884900,5,GTC,332710,Machine Shops,49.175892,-122.698654
Axis Waterproofing Ltd,Contractor - Waterproofing,204,9485,189 St,V4N5L8,7782408248,1,GTC,232990,All Other Special Trade Contracting,49.174670,-122.699241
Promax Machining Ltd,Manufacturer/Machine Shop,207,9466,189 St,V4N4W7,6045138821,1,GTC,332710,Machine Shops,49.174441,-122.698625
Moving Ahead Conductive Consulting,Consultant - Conductive Consulting,72,7233,189 St,V4N5Y8,6047164785,1,CTC,541690,Other Scientific & Technical Consulting Services,49.134052,-122.698898
One Acupuncture and Herbs Clinic,Acupuncture,57,7238,189 St,V4N5Y8,7788086930,1,CTC,621360,Offices of Acupuncturists & Acupressurists,49.134061,-122.698297
Vital Manufacturing Inc,Manufacturer/Machine Shop,103,9488,189 St,V4N4W7,6046490509,1,GTC,33271,Machine shops,49.174698,-122.698621
Iavi Distribution Canada Inc,Wholesale,1,9525,189 St,V5M3Y7,7782988334,3,GTC,4189,Other misc. whl.,49.175919,-122.699178
X T L Transport Inc,Trucking & Cartage,202,9485,189 St,V4N5L8,6048812342,72,GTC,4841,General freight trucking,49.174670,-122.699241
893535-1,Truck Shop Maintenance,202,9485,189 St,V4N5L8,6048812342,4,GTC,811118,Truck & Trailer Repair & Maintenance,49.174670,-122.699241
Penske Truck Leasing Canada Inc,"Automobile/Truck Rental - Truck leasing, rental, service and repair",,9558,189 St,V4N4W7,6042928102,10,GTC,8111,Automotive r&m,49.176289,-122.698661
Penske Truck Leasing Canada Inc,"Automobile/Truck Rental - Truck leasing, rental, service and repair",,9558,189 St,V4N4W7,6042928102,10,GTC,532190,"Passenger Car & Truck, Utility Trailer & RV (Recreational Vehicle) Rental & Leasing",49.176289,-122.698661
HSC Homeschool Canada Inc.,Retail Merchant - 0 to 2 Employees,51,7155,189 St,V4N5S8,7788093710,1,CTC,6117,Educational support services,49.132923,-122.698838
Nu Brite Industries Inc,Auto Wheel Repair & Metal Polishing,3,9535,190 St,V4N3S1,6048883630,18,GTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,49.175892,-122.696367
Precision Gutters Ltd,"Gutters & Sheet Metal Fabrication, Contractor - Construction/Gutters",7,9515,190 St,V4N3S1,6048885112,40,GTC,232330,Roofing & Related Work,49.175444,-122.696360
Brandt Tractor Ltd,Equipment Dealer,,9500,190 St,V4N3S2,6048828888,56,GTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",49.174727,-122.695742
R A S Industries Ltd,Mfg. - Conveyor Pulleys,,3388,190 St,V3S0L5,6045900404,50,SSTC,333299,All Other Industrial Machinery Manufacturing,49.063874,-122.696702
Power Wood Corp,Whlse. Cedar,,9760,190 St,V4N3M9,6048829663,20,GTC,418990,All Other Wholesaler-Distributors,49.179488,-122.695654
V C S Valley Cut Steel Corp,Whlse. Steel Plates,4,9515,190 St,V4N3S1,6048078335,4,GTC,415210,Tire Wholesaler-Distributors,49.175444,-122.696360
CorLiving Distribution Ltd,Mfg. - Furniture for Electronics,,2252,190 St,V3Z3W7,6045427650,65,SSTC,337123,Other Wood Household Furniture Manufacturing,49.042958,-122.696493
Vanga Products Plastics Inc,Mfg./Machine Shop - Plastics,102,2330,190 St,V3S3W7,6045384088,60,SSTC,332710,Machine Shops,49.044183,-122.696567
Powtran Enterprises Canada Inc,"Warehouse/Wholesale - packaging development, product sampling, cost analysis",104,2762,190 St,V3S3W6,6047897826,1,SSTC,493190,Other Warehousing & Storage,49.051506,-122.696710
Fastenal Canada Ltd,Wholesale - Fasteners & Const Supplies,,9820,190 St,V4N3M9,6048821269,4,GTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",0.000000,0.000000
Bi Pure Water Canada Inc,Manufacturer/Machine Shop,2,9790,190 St,V4N3M9,6048826650,40,GTC,332710,Machine Shops,49.180454,-122.695638
R B M HoldSolutions,Whlse. Marine vessel products,101,2762,190 St,V3S3W6,6045318333,10,SSTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",49.051506,-122.696710
Cobra Electric South Coast Ltd,Electrical Cont.,,9688,190 St,V4N3M9,6045821633,8,GTC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.178458,-122.695671
Coastal Pacific Xpress Inc,Trucking & Cartage,,9697,190 St,V4N3M8,6045750983,12,GTC,484120,General Freight Trucking,49.178675,-122.696297
Charlie Smith Machine Works Ltd,Manufacturing & Fabrication,,9800,190 St,V4N3M9,6048882769,20,GTC,332710,Machine Shops,49.180576,-122.695637
Alchemist Specialty Carriers Inc,Trucking & Cartage,,9697,190 St,V4N3M8,6048821518,5,GTC,484120,General Freight Trucking,49.178675,-122.696297
Northwest Aromatics,Manufacturer/Machine Shop,,9546,190 St,V4N3S3,6042289300,1,GTC,332710,Machine Shops,49.175608,-122.695721
Cobra Electric Ltd,Contractor - Electrical,,9688,190 St,V4N3M9,6045941633,1,GTC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.178458,-122.695671
Faiola Fabricating,Manufacturer/Machine Shop - Aluminum,5,9515,190 St,V4N3S1,6045139808,2,GTC,331313,Primary production of alumina & aluminum,49.175444,-122.696360
Velocity Chemicals Ltd,Chemicals,1,9515,190 St,V4N3S1,6048814700,6,GTC,418410,Chemical (except Agricultural) & Allied Product Wholesaler-Distributors,49.175444,-122.696360
Saginaw Enterprises Ltd,Manufacturing  - Bakery,,2520,190 St,V3S3W6,6043852520,70,SSTC,31181,Bread & bakery product mfg.,49.048001,-122.696717
1st R O W Estate Winery Ltd,Manufacturing/Machine Shop - Winery,104,2762,190 St,V3S3W6,6045425075,2,SSTC,312130,Wineries,49.051506,-122.696710
1st R O W Estate Winery Ltd,Manufacturing/Machine Shop - Winery,104,2762,190 St,V3S3W6,6045425075,2,SSTC,332710,Machine Shops,49.051506,-122.696710
Odorchem Manufacturing Corp,Manufacturer/machine shop - Odor neutralizer,1,9790,190 St,V4N3M9,6049427880,10,GTC,325999,All Other Miscellaneous Chemical Product Manufacturing,49.180454,-122.695638
N W Fuel Injection Service 1983 Ltd,Automotive Repair Service - Auto/Light Truck Repair,1,9444,190 St,V4N3S2,6048823835,3,GTC,81111,Automotive mechanical & electrical r&m,49.174028,-122.695784
N W Fuel Injection Service 1983 Ltd,Automotive Repair Service - Auto/Light Truck Repair,1,9444,190 St,V4N3S2,6048823835,3,GTC,811118,Truck & Trailer Repair & Maintenance,49.174028,-122.695784
CB Supplies Ltd,Manufacturer / Machine Shop,,3325,190 St,V3S0L5,6044315088,75,SSTC,33291,Metal valve mfg.,49.062895,-122.697384
Trowel Trades Accessories Ltd,Mfg. - Building Material,,2158,191 St,V3S3M3,6045366100,9,SSTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,49.041215,-122.694297
Quality Chain Canada Ltd,Whlse. - Tire Chains,1,2133,191 St,V3S3M3,6045079734,22,SSTC,415210,Tire Wholesaler-Distributors,49.040701,-122.694978
K G Wardstrom - Industrial Gas,Industrial Gas Services Cont.,211,9654,192 St,V4N4C6,6048882077,8,GTC,232520,"Plumbing, Heating & Air-Conditioning Installation",49.178005,-122.690017
Greenbarn Potters Supply Ltd,Retail & Whlse. Pottery Supplies,,9548,192 St,V4N3R9,6048883411,5,GTC,418990,All Other Wholesaler-Distributors,49.175978,-122.690271
Greenbarn Potters Supply Ltd,Retail & Whlse. Pottery Supplies,,9548,192 St,V4N3R9,6048883411,5,GTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.175978,-122.690271
Commander Warehouse Equipment Ltd,Warehouse - Equip.,,5225,192 St,V3S8E5,6045745797,25,CTC,493190,Other Warehousing & Storage,49.098276,-122.693446
Ron-Sons Torch Repairs Sales Ltd,Whlse. Welding Supplies & Welding Repairs,1,9677,192 St,V4N4C7,6048884481,8,GTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",49.178311,-122.690651
Ron-Sons Torch Repairs Sales Ltd,Whlse. Welding Supplies & Welding Repairs,1,9677,192 St,V4N4C7,6048884481,8,GTC,811310,Commercial & Industrial Machinery & Equipment Repair (except Automotive & Electronic),49.178311,-122.690651
Homecraft Manufacturing Corp,"Light Metal Fabrication, CNC Equipment, Sauna Heaters & Controls and Equipment",216,9654,192 St,V4N4C6,6048883403,8,GTC,332319,Other Plate Work & Fabricated Structural Product Manufacturing,49.178005,-122.690017
Cullen Diesel Power Ltd,Diesel Engine Repair & Sales,,9300,192 St,V4N3R8,6048881211,160,GTC,336310,Motor Vehicle Gasoline Engine & Engine Parts Manufacturing,49.171327,-122.690080
Cullen Diesel Power Ltd,Diesel Engine Repair & Sales,,9300,192 St,V4N3R8,6048881211,160,GTC,811111,General Automotive Repair,49.171327,-122.690080
Coastwise Fisheries Inc,Mfg. - Seafood Processing,11,9548,192 St,V4N3R9,6048881992,4,GTC,311710,Seafood Product Preparation & Packaging,49.175978,-122.690271
Laser Valley Technologies Corp,Recharge Toner Cartridges,1,9761,192 St,V4N4C7,6048887085,28,GTC,339940,Office Supplies (except Paper) Manufacturing,49.179876,-122.690633
F & G Delivery Ltd,Trucking,,9324,192 St,V4N3R8,6048885150,16,GTC,484120,General Freight Trucking,49.172313,-122.690305
Alliance Principle Ingredients Corporation,Wholesale - Pharmaceutical Goods,101,5712,192 St,V3S2V7,6045761130,7,CTC,418990,All Other Wholesaler-Distributors,49.106558,-122.690872
True Blue Wire Products Inc,"Mfg. - Light Steel & Wire Products for Industrial, Commercial & Horticultural, Contractor - Installation of Wire Products",,3072,192 St,V3S9V2,6045411176,30,SSTC,332619,Other Fabricated Wire Product Manufacturing,49.058483,-122.691238
True Blue Wire Products Inc,"Mfg. - Light Steel & Wire Products for Industrial, Commercial & Horticultural, Contractor - Installation of Wire Products",,3072,192 St,V3S9V2,6045411176,30,SSTC,416330,Hardware Wholesaler-Distributors,49.058483,-122.691238
Atlas Machines Ltd,Mfg. - Machine Shop,303,5327,192 St,V3S8E5,6045749577,3,CTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,49.099379,-122.691537
Atlas Machines Ltd,Mfg. - Machine Shop,303,5327,192 St,V3S8E5,6045749577,3,CTC,333519,Other Metalworking Machinery Manufacturing,49.099379,-122.691537
Intercontinental Truck Body BC Inc,Mfg. - Truck Body,,5285,192 St,V3S8E5,6045762971,98,CTC,336211,Motor Vehicle Body Manufacturing,49.098875,-122.691476
Smith Plywoods Ltd,Lumber Yard,,5674,192 St,V3S2V7,6045744393,5,CTC,416320,"Lumber, Plywood & Millwork Wholesaler-Distributors",49.106097,-122.690817
Commercial Truck Equipment Corp,Truck Equipment Sales And Service,,9475,192 St,V4N3R7,6048880513,25,GTC,415290,Other New Motor Vehicle Parts & Accessories Wholesaler-Distributors,49.174651,-122.690837
Art's Nursery,Nursery,,8940,192 St,V4N3W8,6048821201,8,GTC,111421,Nursery & tree production,49.165042,-122.690171
Precision Fibre Structures Inc (9426 - 192 St),Inst. of Pultruded FRP,,9426,192 St,V4N3R9,6048888015,4,GTC,232440,Insulation Work,49.173889,-122.690308
Lups Contractors Ltd,"Contractor - Underground Utility Work, Inter-Municipal Business License Metro",,5462,192 St,V3S8E5,6045766838,3,CTC,232110,Site Preparation Work,49.101863,-122.690895
Dago Diesel Inc,Heavy Duty Mechanical Repairs,109,9634,192 St,V4N4C6,6048882508,3,GTC,811111,General Automotive Repair,49.177774,-122.690027
Canadian Industrial Control Systems Ltd,Mfg. - Industrial Controls,101,5465,192 St,V3S8E5,6045761244,1,CTC,334512,"Measuring, Medical & Controlling Devices Manufacturing",49.102081,-122.691476
Public Storage,Warehouse - Mini Storage,,5555,192 St,V3S8E5,6045760716,2,CTC,493190,Other Warehousing & Storage,49.103599,-122.691438
Tomu Sushi Japanese Restaurant,Restaurant,6,9613,192 St,V4N4C7,6048886894,2,GTC,722110,Restaurants,49.177361,-122.690718
Steering Solutions Inc,Automotive Remanufacturing,102,9785,192 St,V4N4C7,6045139813,2,GTC,811119,Other Automotive Mechanical & Electrical Repair & Maintenance,49.180338,-122.690658
Armor Durashield Vinyl Decking Ltd,Whlse. Sundeck Waterproofing,304,9785,192 St,V4N4C7,6048828783,1,GTC,416320,"Lumber, Plywood & Millwork Wholesaler-Distributors",49.180338,-122.690658
Interprovincial Traffic Services Ltd,"Wholesale - Traffic Signals, Meters",1,2153,192 St,V3S3X2,6045428500,10,SSTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",49.040748,-122.691617
Westvale Industrial Supply Div Darrowby Holdings,Industrial Parts,,5454,192 St,V3S3E5,6045766800,9,CTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",49.101682,-122.690901
