BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,ADDRESS,POSTAL_CODE,PHONE,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,NAIC,NAIC_DESCRIPTION,SECTORS,LONGITUDE,LATITUDE
Karpiuk's Taekwondo Ltd,Martial Arts Instruction,,6468,King George Blvd,6468 King George Blvd,V3W4Z3,6045905425,NTC,Commercial/Industrial,611620,Athletic Instruction,,-122.845357,49.120227
Karrera International Marketing Ltd,Warehouse,302,13281,78 Ave,13281 78 Ave,V3W5B9,6045949974,NTC,Commercial/Industrial,493190,Other Warehousing & Storage,,-122.854506,49.144622
Kary Movers Ltd,Trucking & Cartage - Moving & Storage,,12373,Industrial Rd,12373 Industrial Rd,V3V3S4,6046871746,WTC,Commercial/Industrial,484120,General Freight Trucking,,-122.879553,49.211431
Karyn Chopik Studio Ltd,Jewellery,111/,19289,No 10 (Langley Bypass) Hwy,19289 No 10 (Langley Bypass) Hwy,V3S6K1,6045759318,CTC,Commercial/Industrial,332710,Machine Shops,,0.000000,0.000000
Kasa Landscape Supply Ltd,Retail Merchant - Landscape Supplies,,7400,132 St,7400 132 St,V3W4M7,6047207722,NTC,Commercial/Industrial,418990,All Other Wholesaler-Distributors,,-122.856589,49.137062
Kasa Mechanical Ltd,Wholesale - Mechanical,,13237,King George Blvd,13237 King George Blvd,V3T2T3,6045815815,SCC,Commercial/Industrial,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",,-122.855464,49.205788
Kasa Supply Ltd,Wholesale - Plumbing/Storage/Landscaping,,7400,132 St,7400 132 St,V3W4M7,6048089154,NTC,Commercial/Industrial,416120,"Plumbing, Heating & Air-Conditioning Equipment & Supplies Wholesaler-Distributors",,-122.856589,49.137062
Kashmir K Besla Counselling,Counselling Service,204B,8556,120 St,8556 120 St,V3W3N5,7782181180,NTC,Commercial/Industrial,624190,Other Individual & Family Services,,-122.890231,49.158628
Kata King Services Ltd,Cell & Shaver Products,,10236,152 St,10236 152 St,V3R6N7,6049308080,GTC,Commercial/Industrial,443110,"Appliance, Television & Other Electronics Stores",,-122.800757,49.188456
Kate Holland Landscape Accessories Ltd,Whlse. Landscape Accessories,,19154,95A Ave,19154 95A Ave,V4N4P2,6045318574,GTC,Commercial/Industrial,418990,All Other Wholesaler-Distributors,,-122.692219,49.176004
Kaul Tutorials Inc,Education,203,15299,68 Ave,15299 68 Ave,V3S2C1,6043778684,NTC,Commercial/Industrial,611650,Tutorial Services,,-122.798178,49.126438
Kaur Couture,"Design Studio, Custom Designing, Altering",304,8128,128 St,8128 128 St,V3W1R1,6045725275,NTC,Commercial/Industrial,541340,Drafting Services,,-122.867843,49.150355
Ke Cabinets Ltd,Manufacturer/Machine Shop - Cabinets,109,8173,128 St,8173 128 St,V3W4G1,6045936077,NTC,Commercial/Industrial,332710,Machine Shops,,-122.868120,49.151145
Kearney's Funeral Services,Funeral Management Office,101,5772,176 St,5772 176 St,V3S4C8,6045742603,CTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.734832,49.107274
Kearns & Company Barristers & Solicitors,Professional Practitioner-Lawyer,1850,13450,102 Ave,13450 102 Ave,V3T5X3,6045898022,SCC,Commercial/Industrial,541110,Offices of Lawyers,,-122.849125,49.188109
Keen Design & Machining Inc,Machine Shop,2,9525,189 St,9525 189 St,V4N5L8,6048812042,GTC,Commercial/Industrial,332710,Machine Shops,,-122.699044,49.175623
Keg Steak House & Bar Scott Road The,Restaurant,,7948,120 St,7948 120 St,,6045916161,NTC,Commercial/Industrial,722110,Restaurants,,-122.890221,49.147542
Keg The,Restaurant,,15180,32 Ave Div,15180 32 Ave Div,V3S3M1,6045429733,SSTC,Commercial/Industrial,722110,Restaurants,,-122.801929,49.061492
Keith Ridge Men's Apparel Ltd,Retail Merchant - Mens' Wear,122,1711,152 St,1711 152 St,V4A4N3,6045312811,SSTC,Commercial/Industrial,448110,Men's Clothing Stores,,-122.801320,49.033145
Kekinow Native Housing Society (140 St),Housing - Non Profit,,7561,140 St,7561 140 St,V3W2N5,6045915299,NTC,Commercial/Industrial,531111,Lessors of Residential Buildings & Dwellings,,-122.834639,49.140172
Kel Tech Automotive Ltd,Auto Repair Shop,201,12779,80 Ave,12779 80 Ave,V3W3A6,6045726188,NTC,Commercial/Industrial,811111,General Automotive Repair,,-122.868590,49.148259
Kelly Merrigan Law Corporation,Professional Practitioner-Lawyer,200,10388,Whalley Blvd,10388 Whalley Blvd,V3T4H4,6045803555,SCC,Commercial/Industrial,541110,Offices of Lawyers,,-122.841762,49.191335
Kelly Orcutt RMT,Massage Therapy (RMT),,8636,120 St,8636 120 St,V3W3N6,6047192290,NTC,Commercial/Industrial,621370,Offices of Massage Therapists,,-122.890228,49.160096
Kelly's Liquore Store,Liquor Primary-Class D Neighbourhood Pub,110,7218,King George Blvd,7218 King George Blvd,V3W5A5,6045435054,,Commercial/Industrial,445310,"Beer, Wine & Liquor Stores",,-122.845443,49.133826
Kelly's Liquore Store,Liquor Primary-Class D Neighbourhood Pub,110,7218,King George Blvd,7218 King George Blvd,V3W5A5,6045435054,,Commercial/Industrial,722410,Drinking Places,,-122.845443,49.133826
Kelsy Kunzli,Massage Therapy (RMT),110,15252,32 Ave,15252 32 Ave,V3S0R7,6045357705,SSTC,Commercial/Industrial,621370,Offices of Massage Therapists,,-122.800023,49.061485
Ken Rowan & Associates Inc,Bankruptcy Trustee,250,2411,160 St,2411 160 St,V3S0C8,6044304188,SSTC,Commercial/Industrial,523930,Investment Advice,,-122.779348,49.045778
Kenkoy Filipino Food Mart,Retail Merchant - Grocery Store,,13551,105A Ave,13551 105A Ave,V3T2A9,6045884538,SCC,Commercial/Industrial,445110,Supermarkets & Other Grocery (except Convenience) Stores,,-122.846822,49.194547
Kennedy Floors Ltd,Contractor - Flooring,13,18812,96 Ave,18812 96 Ave,V4N3R1,6048880233,GTC,Commercial/Industrial,232430,Carpet & Resilient Flooring Work,,-122.700970,49.176913
Kenneth James Reichling Inc,Dental Mechanics Office,126,6350,120 St,6350 120 St,V3X3K1,6045917761,NTC,Commercial/Industrial,621380,Offices of Denturists,,-122.890247,49.118362
Ken's Auto Service,Auto Repair,21,8236,128 St,8236 128 St,V3W4G2,6045969626,NTC,Commercial/Industrial,811111,General Automotive Repair,,-122.867850,49.152295
Ken's Japanese Used Auto Parts,Auto Wrecking & Salvage Yard,,10791,Scott Rd,10791 Scott Rd,V3V4G5,6045808980,WTC,Commercial/Industrial,415310,Used Motor Vehicle Parts & Accessories Wholesaler-Distributor,,-122.883069,49.198798
Ken's Japanese Used Auto Parts,Auto Wrecking & Salvage Yard,,10791,Scott Rd,10791 Scott Rd,V3V4G5,6045808980,WTC,Commercial/Industrial,418110,Recyclable Metal Wholesaler-Distributors,,-122.883069,49.198798
Ken's Tea House,Bubble Tea/Fast Food,B,10692,135A St,10692 135A St,V3T4E2,6045888340,SCC,Commercial/Industrial,722110,Restaurants,,-122.846799,49.197238
Kentru Trading,Warehouse - Automotive Parts,B,12530,110 Ave,12530 110 Ave,V3V3J8,6045807729,WTC,Commercial/Industrial,493190,Other Warehousing & Storage,,-122.875160,49.202518
Keresztes Dr Zoltan J,Professional Practitioner-Dentist,304,15230,56 Ave,15230 56 Ave,V3S5K7,6045768822,NTC,Commercial/Industrial,621210,Offices of Dentists,,-122.800187,49.104334
Kernels Popcorn,Retail Merchant - Popcorn,,1232,Guildford Town Centre,1232 Guildford Town Centre,V3R7B7,6045821566,GTC,Commercial/Industrial,445292,Confectionery & Nut Stores,,0.000000,0.000000
Kerrin Giesbrecht,Massage Therapy (RMT),211,6820,188 St,6820 188 St,V4N3G6,7785742629,CTC,Commercial/Industrial,621370,Offices of Massage Therapists,,-122.701559,49.126510
Keso A Cheese Specialty Shop,Retail Merchant,100,2982,152 St,2982 152 St,V4P3N7,7782940775,SSTC,Commercial/Industrial,445299,All Other Specialty Food Stores,,-122.801029,49.056023
Kessler Motors,Whlse. Auto,,17535,56 Ave,17535 56 Ave,V3S1C4,6045745570,CTC,Commercial/Industrial,441120,Used Car Dealers,,-122.736822,49.104173
Kevin Kaulbacks Auto Clinic Ltd,Automotive Repair,,7855,King George Blvd,7855 King George Blvd,V3W5B1,6045437176,NTC,Commercial/Industrial,811111,General Automotive Repair,,-122.845802,49.145471
Key Largo Electric Ltd,Electrical Cont.,110,18651,52 Ave,18651 52 Ave,V3S8E5,6048121947,CTC,Commercial/Industrial,232510,Electrical Contractors & Other Wiring Installation Contractors,,-122.706330,49.097193
Key West Forest Products,Lumber Yard,,12450,109 Ave,12450 109 Ave,V3V3J5,6045808805,WTC,Commercial/Industrial,416320,"Lumber, Plywood & Millwork Wholesaler-Distributors",,-122.877419,49.200713
Keypower Equipment Inc,Manufacturer/Machine Shop - Marine Equipment,308/,13281,78 Ave,13281 78 Ave,V3W5B9,6042784836,NTC,Commercial/Industrial,332710,Machine Shops,,-122.854506,49.144622
Keystone Forest Products Ltd,Whlse. Lumber,,11598,132A St,11598 132A St,V3R7S2,6045802234,WTC,Commercial/Industrial,416320,"Lumber, Plywood & Millwork Wholesaler-Distributors",,-122.854885,49.212843
Keystone Insurance Brokers Ltd,Insurance Agent,103,8077,King George Blvd,8077 King George Blvd,V3W1G5,6044843130,NTC,Commercial/Industrial,524210,Insurance Agencies & Brokerages,,-122.845843,49.149588
Keystone Wildlife Research Ltd,Consultant - Wildlife,112,9547,152 St,9547 152 St,V3R5Y5,6045881333,FTC,Commercial/Industrial,541690,Other Scientific & Technical Consulting Services,,-122.801198,49.175909
Keywest Asphalt Ltd,Contractor - Paving,202,6333,148 St,6333 148 St,V3S3C3,6045720732,NTC,Commercial/Industrial,232920,Residential & Commercial Paving Contracting,,-122.812355,49.113515
Keywest Sand & Gravel Ltd,Trucking & Cartage,202,6333,148 St,6333 148 St,V3S3C3,6045430555,NTC,Commercial/Industrial,484120,General Freight Trucking,,-122.812355,49.113515
Khalsa Bakery & Pizza,Coffee Shop,1,13136,84 Ave,13136 84 Ave,V3W1J1,6045722928,NTC,Commercial/Industrial,722320,Caterers,,-122.858639,49.155315
Khalsa Credit Union,Financial Institution,102,7288,137 St,7288 137 St,V3W1A3,6045725500,NTC,Commercial/Industrial,522130,Local Credit Unions,,-122.842676,49.135512
Khalsa Credit Union (120 St),"Admin. Office, Banking,Immigration Consultant",,8788,120 St,8788 120 St,V3W3N6,6045076400,NTC,Commercial/Industrial,522111,Personal & Commercial Banking Industry,,-122.890224,49.162247
Khalsa Credit Union (120 St),"Admin. Office, Banking,Immigration Consultant",,8788,120 St,8788 120 St,V3W3N6,6045076400,NTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.890224,49.162247
Khalsa Medical Clinic Inc,Medical Practice,4,8388,128 St,8388 128 St,V3W4G2,6045900662,NTC,Commercial/Industrial,621110,Offices of Physicians,,-122.867860,49.155026
Khalsa School Canteen CafÚ,Catering,,6933,124 St,6933 124 St,V3W3W6,6045912248,NTC,Commercial/Industrial,722320,Caterers,,-122.879157,49.128849
Khalsa Wireless Limited,"Repair Service, Retail Merchant - Wireless",344,8140,128 St,8140 128 St,V3W1R1,6045949296,NTC,Commercial/Industrial,443110,"Appliance, Television & Other Electronics Stores",,-122.867844,49.150570
Khalsa Wireless Limited,"Repair Service, Retail Merchant - Wireless",344,8140,128 St,8140 128 St,V3W1R1,6045949296,NTC,Commercial/Industrial,811210,Electronic & Precision Equipment Repair & Maintenance,,-122.867844,49.150570
Khalsa Woodcraft 2005 Ltd,Staircase Installations,3,12312,82A Ave,12312 82A Ave,V3W0T7,6045013911,NTC,Commercial/Industrial,232990,All Other Special Trade Contracting,,-122.880979,49.153096
Khan Inc Dr A M Safiqul,Professional Practitioner-Medical,203,9656,King George Blvd,9656 King George Blvd,V3T2V5,6045884858,SCC,Commercial/Industrial,621110,Offices of Physicians,,-122.845537,49.177870
Kheng Lee Ooi Law Corp,Law Office,206,15957,84 Ave,15957 84 Ave,V4N0W7,6045916887,FTC,Commercial/Industrial,541110,Offices of Lawyers,,-122.780076,49.155555
Khoobsurat Collection Ltd,"Whlse. Clothing, Costume Jewellery & Gift Items",118A,12888,80 Ave,12888 80 Ave,V3W3A8,6045907008,NTC,Commercial/Industrial,414110,Clothing & Clothing Accessories Wholesaler-Distributors,,-122.865446,49.148070
Khoobsurat Collection Ltd,"Whlse. Clothing, Costume Jewellery & Gift Items",118A,12888,80 Ave,12888 80 Ave,V3W3A8,6045907008,NTC,Commercial/Industrial,414410,Jewellery & Watch Wholesaler-Distributors,,-122.865446,49.148070
Khoobsurat Day Spa & Salon,Esthetician,121A,13745,72 Ave,13745 72 Ave,V3W2P2,6045963725,NTC,Commercial/Industrial,812115,Beauty Salons,,-122.840925,49.133666
Khosa & Associates,Professional Practitioner-Accountant,202,8185,120A St,8185 120A St,V3W3P2,6048095756,NTC,Commercial/Industrial,541212,Offices of Accountants,,-122.888651,49.151883
Khurana Inc Dr Reena,Professional Practitioner-Medical,32,15300,105 Ave,15300 105 Ave,V3R6A7,6045817692,GTC,Commercial/Industrial,621110,Offices of Physicians,,-122.798009,49.193226
Kick It Martial Arts Ltd,Recreational Facility - Martial Arts School,155,12899,80 Ave,12899 80 Ave,V3W0E6,7785655585,NTC,Commercial/Industrial,713940,Fitness & Recreational Sports Centres,,-122.865145,49.148251
Kickstart Law,Professional Practitioner-Lawyer,250,2411,160 St,2411 160 St,V3S0C8,7783713638,SSTC,Commercial/Industrial,541110,Offices of Lawyers,,-122.779348,49.045778
Kidsbooks,Retail Children's Books,960,15033,32 Ave,15033 32 Ave,V4P0A2,6045419939,SSTC,Commercial/Industrial,451210,Book Stores & News Dealers,,-122.806079,49.060220
Kikukawa Acupuncture & Herbology Clinic,Acupuncture,100,15225,104 Ave,15225 104 Ave,V3R6Y8,6045881111,GTC,Commercial/Industrial,621360,Offices of Acupuncturists & Acupressurists,,-122.800188,49.191573
Kim Anh Hair Design,Hair Salon/Barber,A,10673,King George Blvd,10673 King George Blvd,V3T2X6,6045815838,SCC,Commercial/Industrial,812114,Barber Shops,,-122.845424,49.196540
Kim Anh Hair Design,Hair Salon/Barber,A,10673,King George Blvd,10673 King George Blvd,V3T2X6,6045815838,SCC,Commercial/Industrial,812115,Beauty Salons,,-122.845424,49.196540
Kim Chi Palace Restaurant,Chinese Restaurant,,6019,196 St,6019 196 St,V3S7X4,6045309690,CTC,Commercial/Industrial,722110,Restaurants,,-122.680056,49.111627
Kim Thanh Super Market Ltd,Retail Merchant - 3 to 5 Employees,,10681,King George Blvd,10681 King George Blvd,V3T2X6,6045828836,SCC,Commercial/Industrial,445110,Supermarkets & Other Grocery (except Convenience) Stores,,-122.845423,49.196678
Kimberley Jewellers,Retail Sales - Jewellery,,1728,152 St,1728 152 St,V4A4N4,6045316626,SSTC,Commercial/Industrial,448310,Jewellery Stores,,-122.801048,49.033449
Kim's Village,Retail,,10579,King George Blvd,10579 King George Blvd,V3T2X5,6049308110,SCC,Commercial/Industrial,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),,-122.845452,49.194900
Kind Heart Home Services,Personal home services,102,8356,120 St,8356 120 St,V3W3N4,6045983332,NTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.890234,49.155131
Kinder Beauty and Hair Salon,"Esthetician - Waxing/threading/facials,Hair Salon/Barber - Beauty Hair Salon",104,8383,128 St,8383 128 St,V3W4G1,6045944449,NTC,Commercial/Industrial,812115,Beauty Salons,,-122.868134,49.154918
Kinder Beauty and Hair Salon,"Esthetician - Waxing/threading/facials,Hair Salon/Barber - Beauty Hair Salon",104,8383,128 St,8383 128 St,V3W4G1,6045944449,NTC,Commercial/Industrial,812190,Other Personal Care Services,,-122.868134,49.154918
Kinecor Inc,Hydraulic Sales & Service,,19269,96 Ave,19269 96 Ave,V4N4C4,6045130351,GTC,Commercial/Industrial,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",,-122.688740,49.177085
Kinetic Wireless,Retail - Cellular phone sales,101,7320,King George Blvd,7320 King George Blvd,V3W5A5,6045995522,NTC,Commercial/Industrial,443110,"Appliance, Television & Other Electronics Stores",,-122.845457,49.135670
King Alignment & Truck Repair Ltd,Automotive Repair Service,,11415,132A St,11415 132A St,V3R7S2,6046289500,WTC,Commercial/Industrial,811111,General Automotive Repair,,-122.855200,49.210598
King Collections Ltd,"Clothing, fabric, manufacturing & retailing",132,8166,128 St,8166 128 St,V3W1R1,7785651361,NTC,Commercial/Industrial,315299,All Other Cut & Sew Clothing Manufacturing,,-122.867845,49.151037
King Collections Ltd,"Clothing, fabric, manufacturing & retailing",132,8166,128 St,8166 128 St,V3W1R1,7785651361,NTC,Commercial/Industrial,448199,All Other Clothing Stores,,-122.867845,49.151037
King Cone Wafflecone Mfg Ltd,Bakery,111,12465,82 Ave,12465 82 Ave,V3W3E8,6045010012,NTC,Commercial/Industrial,311814,Commercial Bakeries & Frozen Bakery Product Manufacturing,,-122.876828,49.152084
King Do Seafood Restaurant,Food Primary-Class B Dining Lounge,,13922,104 Ave,13922 104 Ave,V3T1X2,6045826911,SCC,Commercial/Industrial,722110,Restaurants,,-122.836357,49.191413
King George Auto Detailing Ltd,Automobile Cleaning/Car Wash/Detailing,104,7999,King George Blvd,7999 King George Blvd,V3W5B3,6049997311,NTC,Commercial/Industrial,811192,Car Washes,,-122.845820,49.148092
King George Automotive 2005 Ltd,Automotive Repair,9,7788,132 St,7788 132 St,V3W0H5,6045967404,NTC,Commercial/Industrial,811111,General Automotive Repair,,-122.856649,49.144264
King George Esso,Retail Sales,,10416,King George Blvd,10416 King George Blvd,V3T2W8,6045850782,SCC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.845208,49.191982
King George International College,Business School,200,10522,King George Blvd,10522 King George Blvd,V3T2X2,6049305161,SCC,Commercial/Industrial,611410,Business & Secretarial Schools,,-122.845190,49.193698
King George Medical Clinic,Medical Clinic,102,9808,King George Blvd,9808 King George Blvd,V3T2V6,6045859972,SCC,Commercial/Industrial,621110,Offices of Physicians,,-122.845387,49.180696
King George Medical Clinic,Professional Practitioner-Medical,105,8056,King George Blvd,8056 King George Blvd,V3W5B5,6045935499,WTC,Commercial/Industrial,621110,Offices of Physicians,,-122.845563,49.149210
King George Mobile Home & R V Park,Mobile Home & RV Park,,8190,King George Blvd,8190 King George Blvd,V3W5B7,6045944713,WTC,Commercial/Industrial,531190,Lessors of Other Real Estate Property,,-122.845601,49.151723
King George Mobile Home & R V Park,Mobile Home & RV Park,,8190,King George Blvd,8190 King George Blvd,V3W5B7,6045944713,WTC,Commercial/Industrial,721211,RV (Recreational Vehicle) Parks & Campgrounds,,-122.845601,49.151723
King George Motors & Rentals,Automobile Dealer/Rebuilder,,6460,King George Blvd,6460 King George Blvd,V3W4Z3,6045981100,NTC,Commercial/Industrial,441120,Used Car Dealers,,-122.845356,49.120098
King George Nissan,"Automotive Repairs, Automobile Sales",,14948,32 Ave Div,14948 32 Ave Div,V4P3R5,6045363644,SSTC,Commercial/Industrial,811111,General Automotive Repair,,-122.808145,49.060048
King George Shell,Retail Merchant - Convenience Store,,3155,King George Blvd,3155 King George Blvd,V4P1B8,6045416287,SSTC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.811091,49.059595
King George Shell,Retail Merchant - Convenience Store,,3155,King George Blvd,3155 King George Blvd,V4P1B8,6045416287,SSTC,Commercial/Industrial,811192,Car Washes,,-122.811091,49.059595
King George Smoke Shop,Retail Sales - Smoke Shop,,9875,Whalley Blvd,9875 Whalley Blvd,V3T5V7,6045833111,SCC,Commercial/Industrial,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),,-122.842082,49.181815
King George Sweets & Restaurant,Restaurant,107A,13588,88 Ave,13588 88 Ave,V3W3K8,6045911950,NTC,Commercial/Industrial,722110,Restaurants,,-122.846153,49.162665
King Mark Enterprises Ltd,Kitchen Cabinets,22,12468,82 Ave,12468 82 Ave,V3W3E9,6045019483,NTC,Commercial/Industrial,337110,Wood Kitchen Cabinet & Counter Top Manufacturing,,-122.876767,49.151903
King Of Cars Ltd,Automobile Dealer/Rebuilder,,15685,Fraser Hwy,15685 Fraser Hwy,V4N0Y6,6045884555,FTC,Commercial/Industrial,811111,General Automotive Repair,,-122.787959,49.161001
King of Floors Ltd The (56 Ave),Wrhse. - Flooring,,15350,56 Ave,15350 56 Ave,V3S5K7,6045916811,NTC,Commercial/Industrial,493190,Other Warehousing & Storage,,-122.796763,49.104315
King of Floors Ltd.,Warehouse - Flooring,104,2455,192 St,2455 192 St,V3S3X1,6045916811,SSTC,Commercial/Industrial,493190,Other Warehousing & Storage,,-122.691549,49.046644
King Taj Granite,Contractor - Installation Granite,113,12677,80 Ave,12677 80 Ave,V3W3A6,6045971572,NTC,Commercial/Industrial,232990,All Other Special Trade Contracting,,-122.871283,49.148312
King Tut's Donair,Restaurant - No Alcohol,102,5662,176 St,5662 176 St,V3S4C6,6045768847,CTC,Commercial/Industrial,722110,Restaurants,,-122.734821,49.105287
Kingdom of Langley Beauty Supply Ltd,Wholesaler of Hair & Beauty Products,103,18760,96 Ave,18760 96 Ave,V4N3P9,6048828033,GTC,Commercial/Industrial,414520,"Toiletries, Cosmetics & Sundries Wholesaler-Distributors",,-122.702796,49.176913
Kingdom Truck Accessories Ltd,Truck accessories sales,C,10324,Scott Rd,10324 Scott Rd,V3V4G1,6045843722,WTC,Commercial/Industrial,441310,Automotive Parts & Accessories Stores,,0.000000,0.000000
Kingfisher Fish & Chips,Dining Room,,13569,105A Ave,13569 105A Ave,V3T2A9,6045898233,SCC,Commercial/Industrial,722110,Restaurants,,-122.846275,49.194543
King's Chicken,Restaurant,14,13775,72 Ave,13775 72 Ave,V3W9Z1,6045940001,NTC,Commercial/Industrial,722110,Restaurants,,-122.839733,49.133676
King's Den Studios,Manufacturer/Machine Shop - Music Production,20,8236,128 St,8236 128 St,V3W4G2,7788968731,NTC,Commercial/Industrial,332710,Machine Shops,,-122.867850,49.152295
King's Juice & Bubble Tea Cafe,Restaurant,102,13630,72 Ave,13630 72 Ave,,6045982832,NTC,Commercial/Industrial,722110,Restaurants,,-122.844437,49.133454
Kingston Automotive Co,Automobile Dealer/Rebuilder,104,11558,132A St,11558 132A St,V3R7S2,6042188575,WTC,Commercial/Industrial,811111,General Automotive Repair,,-122.854893,49.212247
Kingston Automotive Co,Automobile Dealer/Rebuilder,104,11558,132A St,11558 132A St,V3R7S2,6042188575,WTC,Commercial/Industrial,811121,"Automotive Body, Paint & Interior Repair & Maintenance",,-122.854893,49.212247
Kingston Construction Ltd,Contractor - General Construction,,9349,194 St,9349 194 St,V4N4G1,6048827488,GTC,Commercial/Industrial,231230,General Construction Contractors,,-122.685116,49.172657
Kingstone International Enterprise Inc,Manufacturer/Machine Shop - Marble/Granite Countertops Supplier,104,8173,128 St,8173 128 St,V3W4G1,7783001766,NTC,Commercial/Industrial,327990,All Other Non-Metallic Product Manufacturing,,-122.868120,49.151145
Kingstons Pharmacy B C Ltd,Retail - Pharmacy,,10051,Whalley Blvd,10051 Whalley Blvd,V3T4G1,6045850525,SCC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.843370,49.185229
Kink Studio Ltd,Hairdressing,102,14012,32 Ave,14012 32 Ave,V4P2J2,6045365306,SSTC,Commercial/Industrial,812115,Beauty Salons,,-122.834067,49.060162
Kin's Farm Market,Fresh Produce,,12147,72 Ave,12147 72 Ave,V3W2M1,6042722551,NTC,Commercial/Industrial,445230,Fruit & Vegetable Markets,,-122.886272,49.134126
Kin's Farm Market,Retail,2290,10153,King George Blvd,10153 King George Blvd,V3T2W1,6045813033,SCC,Commercial/Industrial,445230,Fruit & Vegetable Markets,,-122.845548,49.186961
Kin's Farm Market,Produce Retail,101,2990,152 St,2990 152 St,V4P3N7,6045386872,SSTC,Commercial/Industrial,445230,Fruit & Vegetable Markets,,-122.801030,49.056170
Kin's Farm Market,Retail -Fruit and Vegetables,,1285,Guildford Town Centre,1285 Guildford Town Centre,V3R7B7,6045836181,GTC,Commercial/Industrial,445230,Fruit & Vegetable Markets,,0.000000,0.000000
Kintec Footlabs Inc,Retail Merchant - Foot Orthotics,,13465,King George Blvd,13465 King George Blvd,V3T2T8,6047363338,SCC,Commercial/Industrial,448210,Shoe Stores,,-122.848987,49.201465
Kirans Beauty Salon,"Esthetician, Hair Salon/Barber",109,13630,72 Ave,13630 72 Ave,V3W2P3,6045010014,NTC,Commercial/Industrial,812115,Beauty Salons,,-122.844437,49.133454
Kirsten Malone,Restaurant,8,3033,King George Blvd,3033 King George Blvd,V4P1B8,6045384113,SSTC,Commercial/Industrial,722110,Restaurants,,-122.808233,49.057290
Kirtec Auto Services Ltd,Auto Repair,B,5825,136 St,5825 136 St,V3X1J2,6045980898,NTC,Commercial/Industrial,811111,General Automotive Repair,,-122.845667,49.108464
KISAE Technology Inc,Testing of Electronics,109,18677,52 Ave,18677 52 Ave,V3S8E5,6046308680,CTC,Commercial/Industrial,232990,All Other Special Trade Contracting,,-122.705737,49.097194
Kitchen Art Design,Kitchen cabinets,140,18535,53 Ave,18535 53 Ave,V3S7A4,6045945445,,Commercial/Industrial,332710,Machine Shops,,-122.709357,49.099058
Kitchen Art Design,Contractor - Cabinet Installations,102,18515,53 Ave,18515 53 Ave,V3S7A4,6045755449,CTC,Commercial/Industrial,232990,All Other Special Trade Contracting,,-122.709853,49.099155
Kitchen Garden The (24 Ave),Kitchen & Dinnerware,540,15355,24 Ave,15355 24 Ave,V4A2H9,6045366066,SSTC,Commercial/Industrial,442110,Furniture Stores,,-122.796922,49.045696
Kitchen Therapy Ltd,Retail,10,2443,161A St,2443 161A St,V3S0M6,6045366005,SSTC,Commercial/Industrial,442298,All Other Home Furnishings Stores,,-122.774798,49.046847
Kitply Industries,Import product (hardware & plywood) for warehousing and distribution,,12179,86 Ave,12179 86 Ave,V3W3H8,6042000088,NTC,Commercial/Industrial,493190,Other Warehousing & Storage,,-122.885314,49.159699
Kiwicana Applied Tech Develop Limited,Manufacturer/Machine Shop,10,13415,76 Ave,13415 76 Ave,V3W2W2,6045989209,NTC,Commercial/Industrial,332710,Machine Shops,,-122.851167,49.140976
Klassik Kollections By Sahebaan,Clothes,186,8138,128 St,8138 128 St,V3W1R1,6045941788,NTC,Commercial/Industrial,448199,All Other Clothing Stores,,-122.867843,49.150534
Klynstra & Co,Bookkeeping Office,105,14914,104 Ave,14914 104 Ave,V3R1M7,6045896185,GTC,Commercial/Industrial,541215,"Bookkeeping, Payroll & Related Services",,-122.808797,49.191399
Kman Building Services Ltd,Building Maintenance,212,12837,76 Ave,12837 76 Ave,V3W2V3,6045070833,NTC,Commercial/Industrial,561722,Janitorial Services (except Window Cleaning),,-122.866099,49.141100
Knight & Day Restaurant,Dining Lounge,,9677,King George Blvd,9677 King George Blvd,V3T2V3,6045887575,SCC,Commercial/Industrial,722110,Restaurants,,-122.845795,49.178173
Knutzen Dr Scott Podiatric Corp,Professional Practitioner-Medical/Podiatrist,204,1656,Martin Dr,1656 Martin Dr,V4A6E7,6045362033,SSTC,Commercial/Industrial,621110,Offices of Physicians,,-122.804817,49.032850
Kobelt Manufacturing Co Ltd,Mfg. - Brakes & Steering Controls for Boats,,8238,129 St,8238 129 St,V3W0A6,6045723935,NTC,Commercial/Industrial,336612,Boat Building,,-122.865383,49.152750
Kohaly Printing & Bindery Ltd,Printing & Bindery,210,12837,76 Ave,12837 76 Ave,V3W2V3,6045942324,NTC,Commercial/Industrial,323119,Other Printing,,-122.866099,49.141100
