Business Name,Products or Services,Unit,Number,Street,Postal Code,Phone Number,Town Centre,NAIC,NAIC Description,No of Employees,Latitude,Longitude,,
M P M Engineering Ltd,Professional Practitioner-Engineer,200,5465,192 St,V3S8E5,6045741397,CTC,541330,Engineering Services,12,49.1020809,-122.6914761,,
Smithon Developments Inc,General Cont.,102,5465,192 St,V3S8E5,6045751019,CTC,231230,General Construction Contractors,3,49.1020809,-122.6914761,,
Edenflo Pump Truck Services Ltd,Contractor - Sewer & Septic Contractor,,5470,192 St,V3S8E5,6045751414,CTC,232990,All Other Special Trade Contracting,10,49.10211049,-122.69084,,
Design Lighting Ltd,Wholesale Light Supply,,5499,192 St,V3S8E5,6045768733,CTC,414390,Other Home Furnishings Wholesaler-Distributors,21,49.1025235,-122.691465,,
Sterling Fleet Outfitters Inc,Commercial Vehicle Equipment Installation,,5510,192 St,V3S8E5,6045762300,CTC,232990,All Other Special Trade Contracting,16,49.1027514,-122.6908284,,
Eco Floor Store The,Whls. - Floor coverings,203,5511,192 St,V3S8E5,6045764400,CTC,414320,Floor Covering Wholesaler-Distributors,1,49.10268338,-122.6914643,,
Flint Sport & Fitness,Recreational Facility,206,5511,192 St,V3S8E5,6043084334,CTC,713940,Fitness & Recreational Sports Centres,2,49.10268338,-122.6914643,,
Valley Direct Furniture Ltd,Wholesale - Furniture,201,5511,192 St,V3S8E5,7785741300,CTC,414390,Other Home Furnishings Wholesaler-Distributors,3,49.10268338,-122.6914643,,
Westburne West a Division of Rexel Canada Electrical Inc,Electrical Supplies,101/,5521,192 St,V4N4C5,6048817882,CTC,416110,Electrical Wiring & Construction Supplies Wholesaler-Distributors,6,49.10306715,-122.6914035,,
Boss Wholesale Ltd,Wrhse. - Major appliances,201,5529,192 St,V2Z1Z7,6045751110,CTC,493190,Other Warehousing & Storage,5,49.1033052,-122.6914202,,
Public Storage,Warehouse - Mini Storage,,5555,192 St,V3S8E5,6045760716,CTC,493190,Other Warehousing & Storage,2,49.10359916,-122.6914379,,
Dowco Consultants Ltd,Consultant - Structural Steel Detailing,201,5660,192 St,V3S2V7,6046065800,CTC,541690,Other Scientific & Technical Consulting Services,22,49.10555252,-122.69081,,
Surrey MRI Services Inc,Medical Laboratory,,5660,192 St,V3S2V7,7785741610,CTC,621510,Medical & Diagnostic Laboratories,2,49.10555252,-122.69081,,
Christian Channel Inc,Miscellaneous,201,5668,192 St,V3S2V7,6045766880,CTC,812990,All Other Personal Services,1,49.10560126,-122.6900308,,
Grace Communion International Canada,Non Profit Organization,101,5668,192 St,V3S2V7,6045752705,CTC,813990,Other Membership Organizations,4,49.10560126,-122.6900308,,
Tomlinson Alliance Group Financial Ltd,Insurance Agent,102,5668,192 St,V3S2V7,6045749195,CTC,524210,Insurance Agencies & Brokerages,8,49.10560126,-122.6900308,,
True North Disability Services Ltd,Consultant,203/,5668,192 St,V3S2V7,8003170627,CTC,541611,Administrative Management & General Management Consulting Services,3,49.10560126,-122.6900308,,
Smith Plywoods Ltd,Lumber Yard,,5674,192 St,V3S2V7,6045744393,CTC,416320,"Lumber, Plywood & Millwork Wholesaler-Distributors",5,49.10609669,-122.6908169,,
Alliance Principle Ingredients Corporation,Wholesale - Pharmaceutical Goods,101,5712,192 St,V3S2V7,6045761130,CTC,418990,All Other Wholesaler-Distributors,7,49.10655777,-122.6908721,,
D Plus Pizza,Restaurant - No Alcohol,104,7228,192 St,V4N5Y4,6043723535,CTC,722512,Limited-service eating places,3,49.13415694,-122.6904717,,
Diamond Sweets & Restaurant Ltd,"Restaurant - No Alcohol, Retail Merchant - 0 to 2 Employees",102,7228,192 St,V4N5Y4,6043773214,CTC,445291,Baked Goods Stores,1,49.13415694,-122.6904717,,
Diamond Sweets & Restaurant Ltd,"Restaurant - No Alcohol, Retail Merchant - 0 to 2 Employees",102,7228,192 St,V4N5Y4,6043773214,CTC,722512,Limited-service eating places,1,49.13415694,-122.6904717,,
Alice Hair,Hair Salon,103,7228,192 St,V4N5Y8,7785545420,CTC,812115,Beauty Salons,1,49.13415694,-122.6904717,,
Fabulous Hair & Day Spa Ltd,"Hair Salon/Barber,Esthetician - Facials, waxing etc.",103,7228,192 St,V4N8Y4,6043724247,CTC,812115,Beauty Salons,2,49.13415694,-122.6904717,,
Fabulous Hair & Day Spa Ltd,"Hair Salon/Barber,Esthetician - Facials, waxing etc.",103,7228,192 St,V4N8Y4,6043724247,CTC,812190,Other Personal Care Services,2,49.13415694,-122.6904717,,
Clayton Acres Bed & Breakfast,Bed & Breakfast,,7872,192 St,V4N5S9,6048138270,CTC,721191,Bed & Breakfast,1,49.14598748,-122.6890542,,
Art's Nursery,Nursery,,8940,192 St,V4N3W8,6048821201,GTC,111421,Nursery & tree production,8,49.16504255,-122.6901705,,
Cullen Diesel Power Ltd,Diesel Engine Repair & Sales,,9300,192 St,V4N3R8,6048881211,GTC,336310,Motor Vehicle Gasoline Engine & Engine Parts Manufacturing,160,49.17132712,-122.6900802,,
Cullen Diesel Power Ltd,Diesel Engine Repair & Sales,,9300,192 St,V4N3R8,6048881211,GTC,811111,General Automotive Repair,160,49.17132712,-122.6900802,,
Western Star & Sterling Trucks of Vancouver Inc,"Sale of vehicles over 5,000 kg GVW",,9300,192 St,V4N3R8,6048820902,GTC,415120,"Truck, Truck Tractor & Bus Wholesaler-Distributors",1,49.17132712,-122.6900802,,
F & G Delivery Ltd,Trucking,,9324,192 St,V4N3R8,6048885150,GTC,484120,General Freight Trucking,16,49.17231349,-122.6903047,,
Ranger Transport,Truck Parking,,9470,192 St,V4N3R9,6048885077,GTC,812930,Parking Lots & Garages,25,49.17468889,-122.6901695,,
Commercial Truck Equipment Corp,Truck Equipment Sales And Service,,9475,192 St,V4N3R7,6048880513,GTC,415290,Other New Motor Vehicle Parts & Accessories Wholesaler-Distributors,25,49.17465101,-122.6908366,,
Auto Camping Limited,New automotive parts,1,9520,192 St,V4N3R9,6045729787,GTC,415290,Other New Motor Vehicle Parts & Accessories Wholesaler-Distributors,6,49.17557304,-122.690301,,
SKR Ventures Ltd,Automotive Repair Service,7,9520,192 St,V4N3R9,7783857279,GTC,811118,Truck & Trailer Repair & Maintenance,2,49.17557304,-122.690301,,
Coastwise Processors Inc,Mfg. - Seafood Processing,11,9548,192 St,V4N3R9,6048881992,GTC,311710,Seafood Product Preparation & Packaging,4,49.17597817,-122.690271,,
Greenbarn Potters Supply Ltd,Retail & Whlse. Pottery Supplies,,9548,192 St,V4N3R9,6048883411,GTC,418990,All Other Wholesaler-Distributors,5,49.17597817,-122.690271,,
Greenbarn Potters Supply Ltd,Retail & Whlse. Pottery Supplies,,9548,192 St,V4N3R9,6048883411,GTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),5,49.17597817,-122.690271,,
Baron's Manor Pub,Liquor Primary-Class D Neighbourhood Pub,,9568,192 St,V4N3R9,6048885551,GTC,722410,Drinking Places,20,49.17632235,-122.6901231,,
Rexs Catering Corp,Restaurant - No Alcohol,4,9613,192 St,V4N4C7,6048885202,GTC,722512,Limited-service eating places,3,49.17736128,-122.690718,,
Rexs Catering Corp,Caterer,4,9613,192 St,V4N4C7,6048885202,GTC,722320,Caterers,1,49.17736128,-122.690718,,
Song's Snack Stop & Convenience Store,Convenience Store,5,9613,192 St,V4N4C7,6048823732,GTC,445120,Convenience Stores,3,49.17736128,-122.690718,,
Tomu Sushi Japanese Restaurant,Restaurant,6,9613,192 St,V4N4C7,6048886894,GTC,722110,Restaurants,2,49.17736128,-122.690718,,
Dago Diesel Inc,Heavy Duty Mechanical Repairs,109,9634,192 St,V4N4C6,6048882508,GTC,811111,General Automotive Repair,3,49.1777739,-122.6900272,,
West Pacific Granite,Contractor - Marble & Granite Work,101,9634,192 St,V4N4C6,7782981100,GTC,232990,All Other Special Trade Contracting,1,49.1777739,-122.6900272,,
K G Wardstrom Industrial Gas,Contractor - Gas Services,211,9644,192 St,V4N4C6,6048882077,GTC,32512,Industrial gas mfg.,9,49.1778828,-122.6900241,,
Homecraft Manufacturing Corp,"Light Metal Fabrication, CNC Equipment, Sauna Heaters & Controls and Equipment",216,9654,192 St,V4N4C6,6048883403,GTC,332319,Other Plate Work & Fabricated Structural Product Manufacturing,8,49.17800549,-122.6900169,,
K G Wardstrom - Industrial Gas,Industrial Gas Services Cont.,211,9654,192 St,V4N4C6,6048882077,GTC,232520,"Plumbing, Heating & Air-Conditioning Installation",8,49.17800549,-122.6900169,,
Access Scaffold & Ladder Depot Ltd,Whlse. Scaffolding,4,9659,192 St,V4N4C7,6045139222,GTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",23,49.1778126,-122.6906791,,
Budget Scaffold Ltd,Whsle. Scaffolding,4,9659,192 St,V4N4C7,6045139222,GTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",4,49.1778126,-122.6906791,,
R S Steel Inc,Steel Manufacturing,203/,9664,192 St,V4N4C6,6048208103,GTC,332710,Machine Shops,2,49.17811971,-122.6900097,,
Ron-Sons Torch Repairs Sales Ltd,Whlse. Welding Supplies & Welding Repairs,1,9677,192 St,V4N4C7,6048884481,GTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",8,49.17831074,-122.6906507,,
Ron-Sons Torch Repairs Sales Ltd,Whlse. Welding Supplies & Welding Repairs,1,9677,192 St,V4N4C7,6048884481,GTC,811310,Commercial & Industrial Machinery & Equipment Repair (except Automotive & Electronic),8,49.17831074,-122.6906507,,
"F B M Canada GSD, Inc",Drywall Building Materials,,9698,192 St,V4N4C7,6045132211,GTC,416320,"Lumber, Plywood & Millwork Wholesaler-Distributors",30,49.17879345,-122.6900152,,
P C L Constructors Westcoast Inc,Contractor - General,,9699,192 St,V4N4C7,6042415200,GTC,231230,General Construction Contractors,1,49.17868677,-122.6906872,,
Westlund,"Pipes, valves & fittings",,9714,192 St,V4N4C6,6048825972,GTC,416120,"Plumbing, Heating & Air-Conditioning Equipment & Supplies Wholesaler-Distributors",5,49.17906365,-122.6900057,,
Acklands Grainger Inc,Industrial & Automotive Supplies,,9725,192 St,V4N4C7,6045138385,GTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",12,49.17943386,-122.6906572,,
Earls Marine Closures & Services Ltd,Manufacturer/Machine Shop,102,9725,192 St,V4N4C7,6048889498,GTC,332710,Machine Shops,6,49.17943386,-122.6906572,,
P D McLaren Limited,Contractor - Installation & Service Petroleum Equipment,104/,9725,192 St,V4N4C7,6044370616,GTC,232990,All Other Special Trade Contracting,25,49.17943386,-122.6906572,,
Laser Valley Technologies Corp,Recharge Toner Cartridges,1,9761,192 St,V4N4C7,6048887085,GTC,339940,Office Supplies (except Paper) Manufacturing,28,49.17987575,-122.690633,,
A B M Products Inc,Import/Export,207,9785,192 St,V4N4C7,6048829473,GTC,419199,Import and/or Export or Manufacturer's Agents,3,49.18033837,-122.6906583,,
Armor Deck Ltd,Contractor - Vinyl Deck Installation,304,9785,192 St,V4N4C7,6048828783,GTC,232990,All Other Special Trade Contracting,2,49.18033837,-122.6906583,,
Armor Durashield Vinyl Decking Ltd,Whlse. Sundeck Waterproofing,304,9785,192 St,V4N4C7,6048828783,GTC,416320,"Lumber, Plywood & Millwork Wholesaler-Distributors",1,49.18033837,-122.6906583,,
Braun Geotechnical Ltd,"Professional Practitioner-Engineer, Contractor - Engineering",106A,9785,192 St,V4N4C7,6045134190,GTC,541330,Engineering Services,4,49.18033837,-122.6906583,,
Bricar Industries Ltd,Contractor - General,204,9785,192 St,V4N4C7,6048880877,GTC,231230,General Construction Contractors,10,49.18033837,-122.6906583,,
Cheetah Transport Ltd,Warehouse,103,9785,192 St,V4N4C7,6048827579,GTC,493190,Other Warehousing & Storage,67,49.18033837,-122.6906583,,
Mayfair Machine & Fabricating (2011) Ltd,Machinery/Heavy Equipment Dealer - Machine & Fabricating Shop,101,9785,192 St,V4N4C7,6045138900,GTC,332710,Machine Shops,6,49.18033837,-122.6906583,,
Signature Editions Millwork Inc,"Cabinetry,Manufacturer/Machine Shop - Cabinetry",301,9785,192 St,V4N4C7,6048820511,GTC,332710,Machine Shops,6,49.18033837,-122.6906583,,
SignSource Architectural Signage Ltd,Mfg. & Install. - Signs,303,9785,192 St,V4N4C7,6048823894,GTC,541899,All Other Services Related to Advertising,7,49.18033837,-122.6906583,,
Steering Solutions Inc,Automotive Remanufacturing,102,9785,192 St,V4N4C7,6045139813,GTC,811119,Other Automotive Mechanical & Electrical Repair & Maintenance,2,49.18033837,-122.6906583,,
Moe's Auto Services Ltd,Auto Glass & Convertible Tops,305,5327,19223 St,V3S8E5,6046491775,CTC,811122,Automotive Glass Replacement Shops,5,49.09951237,-122.6923314,,
Mountainview Designs Ltd,Mfg. - Wood Windows,,9346,193 St,V4N4E8,6045134400,GTC,321911,Wood Window & Door Manufacturing,23,49.17235228,-122.6876078,,
A B C Transmissions Ltd,Transmission sales & service,,9357,193 St,V4N4E7,6048822886,GTC,811111,General Automotive Repair,12,49.17257259,-122.6883812,,
Canstar Restorations,Contractor - Restoration,,9377,193 St,V4N4E7,6049441461,GTC,231210,Residential Building Construction,18,49.17298236,-122.6880906,,
Mogil Modular Structures Corp,Manufacturing / Machine Shop,,9434,193A St,V4N4N4,6043193306,GTC,332710,Machine Shops,4,49.17417916,-122.6856204,,
M & D Tech Industries Ltd,Sheet metal spinning/machinery,4,9452,193A St,V4N4N4,6048888864,GTC,811310,Commercial & Industrial Machinery & Equipment Repair (except Automotive & Electronic),3,49.17460339,-122.6856238,,
MaX Quip Inc,Wrhse.,2,9452,193A St,V4N4N4,6045130202,GTC,493190,Other Warehousing & Storage,4,49.17460339,-122.6856238,,
Fluxwerx Illumination Inc,Manufacturer/Machine Shop,,9255,194 St,V4N4G1,6045499379,GTC,332710,Machine Shops,65,49.17062836,-122.6851988,,
Prefinish Wood Division,Painting Mouldings Cont.,,9255,194 St,V4N4G1,6048824982,GTC,232450,Building Painting & Paperhanging Work,40,49.17062836,-122.6851988,,
Pentco Industries Inc,Mfg. - Wooden Kitchen Cabinets & Bathroom Vanities,,9274,194 St,V4N4E9,6048885080,GTC,337110,Wood Kitchen Cabinet & Counter Top Manufacturing,75,49.1714608,-122.6847108,,
Dayton Superior Canada Ltd,"Wholesale- Concrete Forms, Sheet Metal",B8,9275,194 St,V4N4G1,6048810159,GTC,416210,Metal Service Centres,4,49.17164931,-122.6854222,,
iHaul Freight Ltd,Trucking & Cartage,B2,9275,194 St,V4N4G1,6045406800,GTC,484120,General Freight Trucking,40,49.17164931,-122.6854222,,
Ace Courier Services Ltd,Courier Service,A6,9305,194 St,V4N4G1,6048822025,GTC,492110,Couriers,12,49.17133143,-122.6854178,,
Sigma Safety Corporation,Wholesale,A1,9305,194 St,V4N4G1,6047575350,GTC,417930,"Professional Machinery, Equipment & Supplies Wholesaler-Distributors",2,49.17133143,-122.6854178,,
Uptime Industrial Inc,Contractor - Electrical/Mechaincal/Refrigeration,A3,9305,194 St,V4N4G1,6043605263,GTC,232990,All Other Special Trade Contracting,1,49.17133143,-122.6854178,,
West Arm Truck Lines,"Trucking Serv.,Warehouse,Acrylic Block Windows,Warehouse,Trucking & Cartage",A6,9305,194 St,V4N4G1,6048886300,GTC,484120,General Freight Trucking,24,49.17133143,-122.6854178,,
Exportconnect & Management Resources Inc,Wholesale,17,9316,194 St,V4N4E9,7788475479,GTC,418990,All Other Wholesaler-Distributors,1,49.17201315,-122.6847225,,
Lasting Impressions Holdings Ltd,Printing & Stationery,100,9323,194 St,V4N4G1,6048881012,GTC,323119,Other Printing,3,49.17210122,-122.6852201,,
Spectrate Servcies Inc,Contractor - Vactor Services,200,9323,194 St,V4N4G1,6045139694,GTC,232990,All Other Special Trade Contracting,2,49.17210122,-122.6852201,,
Kingston Construction Ltd,Contractor - General Construction,,9349,194 St,V4N4G1,6048827488,GTC,231230,General Construction Contractors,40,49.17259015,-122.6852311,,
Bevco Sales International Inc,Mfg. - Conveyor Systems,,9354,194 St,V4N4E9,6048881455,GTC,333920,Material Handling Equipment Manufacturing,16,49.17294277,-122.6847373,,
Fabco Plastics Western BC Ltd,Whlse. - Plastic Fluid Handling Equip.,,9511,194A St,V4N4G4,6048821564,GTC,417920,"Service Establishment Machinery, Equipment & Supplies Wholesaler-Distributors",5,49.17538211,-122.6846171,,
Mainland Sand & Gravel ULC,Aggregate Cont.,,9512,194A St,V4N4G5,6048825650,GTC,232220,Concrete Pouring & Finishing Work,12,49.17539313,-122.6841439,,
Nitrera Technologies Inc,Manufacturer/Machine Shop,4,9531,194A St,V4N4G4,6048818893,GTC,332710,Machine Shops,4,49.17582104,-122.684612,,
Sonny's Welding Ltd,Welding,3,9531,194A St,V4N4G4,7788987795,GTC,811310,Commercial & Industrial Machinery & Equipment Repair (except Automotive & Electronic),4,49.17582104,-122.684612,,
Champion Machining Ltd,Manufacturer/Machine Shop,,9532,194A St,V4N4G5,6048882551,GTC,332710,Machine Shops,5,49.17582445,-122.6841804,,
Bash Master Caterers Ltd,Warehouse,102,9555,194A St,V4N4G4,6046577764,GTC,493190,Other Warehousing & Storage,2,49.17622746,-122.6846166,,
Strell Machine Works Inc,Machine Shop,101,9555,194A St,V4N4G4,6048812597,GTC,332710,Machine Shops,2,49.17622746,-122.6846166,,
Noble Corporation,Wholesale,,9410,195 St,V4N4G2,6044552900,GTC,416120,"Plumbing, Heating & Air-Conditioning Equipment & Supplies Wholesaler-Distributors",34,49.17431805,-122.6820372,,
Pacific Rim Engineered Products Ltd,Mfg.& Design - Industrial Drive Trains,,9445,195 St,V4N4G3,6048828755,GTC,333299,All Other Industrial Machinery Manufacturing,80,49.17437026,-122.6825073,,
J V R Food Marketing Ltd,Manufacturer - Food Broker,,9470,195 St,V4N4G2,6048885871,GTC,419199,Import and/or Export or Manufacturer's Agents,12,49.17478511,-122.682044,,
Paul Davis Systems of Greater Vancouver,Restoration,,9470,195 St,V4N4G2,6042217575,GTC,232290,Other Building Structure Work,4,49.17478511,-122.682044,,
Peterbilt Pacific Inc,"Automotive Repair Service - Truck Repair, Administration Office",,9515,195 St,V4N4G3,6048881411,GTC,541611,Administrative Management & General Management Consulting Services,8,49.17536234,-122.6825005,,
Peterbilt Pacific Inc,"Automotive Repair Service - Truck Repair, Administration Office",,9515,195 St,V4N4G3,6048881411,GTC,811111,General Automotive Repair,8,49.17536234,-122.6825005,,
Peterbilt Pacific Inc,"Automotive Repair Service - Truck Repair, Administration Office",,9515,195 St,V4N4G3,6048881411,GTC,811118,Truck & Trailer Repair & Maintenance,8,49.17536234,-122.6825005,,
Coast Crane Ltd,Machinery Equipment  - Dealer & Rental Office,,9538,195 St,V4N4G2,6048888474,GTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",9,49.17579608,-122.6820683,,
Coast Crane Ltd,Machinery Equipment  - Dealer & Rental Office,,9538,195 St,V4N4G2,6048888474,GTC,532490,Other Commercial & Industrial Machinery & Equipment Rental & Leasing,9,49.17579608,-122.6820683,,
Rags To Riches Top Shop,"Auto Upholstery, Automotive Repair Service,Autobody / Painting",03-Jan,9556,195 St,V4N4G2,6048886652,GTC,811111,General Automotive Repair,1,49.17615231,-122.6820762,,
Rags To Riches Top Shop,"Auto Upholstery, Automotive Repair Service,Autobody / Painting",03-Jan,9556,195 St,V4N4G2,6048886652,GTC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",1,49.17615231,-122.6820762,,
Streamline Civil Contractors Ltd,Contractor-Civil Contracting,,9556,195 St,V4N4G2,6045134422,GTC,232990,All Other Special Trade Contracting,4,49.17615231,-122.6820762,,
Streamline Fencing Ltd,"General Cont.,Contractor - General",,,,,,,,,,,,,
",8,9556,195 St,V4N4G2,6045134422.000000000000000,GTC,231230,General Construction Contractors,16,-122.682076175772,49.1761523139046",,,,,,,,,,,,,,
Streamline Fencing Ltd,"General Cont.,Contractor - General",,,,,,,,,,,,,
",8,9556,195 St,V4N4G2,6045134422.000000000000000,GTC,232910,Fencing & Interlocking Stone Contracting,16,-122.682076175772,49.1761523139046",,,,,,,,,,,,,,
Kim Chi Palace Restaurant,Chinese Restaurant,,6019,196 St,V3S7X4,6045309690,CTC,722110,Restaurants,8,49.11155799,-122.6802683,,
Classic Games and Billiards Ltd,Retail Pool Tables & Games Tables,106,6039,196 St,V3S7X4,6045399890,CTC,451120,"Hobby, Toy & Game Stores",2,49.11219063,-122.680326,,
Homestar Building Corporation,Contractor - Builder,111,6039,196 St,V3S7X4,6043088251,CTC,231210,Residential Building Construction,3,49.11219063,-122.680326,,
Penfolds Roofing,Contractor - Rooofing/Renovation,103,6039,196 St,V3S7X4,6047591663,CTC,232330,Roofing & Related Work,1,49.11219063,-122.680326,,
She's Fit Health Club Langley Ltd,Ladies fitness club,101,6039,196 St,V3S7X4,6045365552,CTC,713940,Fitness & Recreational Sports Centres,7,49.11219063,-122.680326,,
T C A Enterprises Ltd,Wholesale - Mechanic Tool Box,110,6039,196 St,V3S7X4,6045100755,CTC,416330,Hardware Wholesaler-Distributors,4,49.11219063,-122.680326,,
Semiahmoo Arts,Charitable Society/Organization,,14601,20 Ave,V4A9P5,6045368333,SSTC,813990,Other Membership Organizations,5,49.03980925,-122.818622,,
South Fraser Womens Place,Charitable Society/Organization,,15318,20 Ave,V4A2A3,6045369611,SSTC,813990,Other Membership Organizations,14,49.03817959,-122.7980168,,
Forssell's Greenhouses Ltd,Wholesale Greenhouses,,17390,20 Ave,V3S9N5,6045318759,SSTC,418990,All Other Wholesaler-Distributors,3,49.03827537,-122.7412422,,
O K Tire Stores Inc,Tire Wholesale - Distributor,,19082,21 Ave,V3S3M3,6045427999,SSTC,415210,Tire Wholesaler-Distributors,67,49.04005228,-122.6949427,,
Bay Hill Contracting Ltd,Contractor - Electrical,,19122,21 Ave,V3Z3M3,6045333306,SSTC,232510,Electrical Contractors & Other Wiring Installation Contractors,50,49.04002781,-122.6941652,,
Aarc West Mechanical Insulation 2013 Inc,Contractor - Mechanical Insulation,,19131,21 Ave,V3S3M3,6045359963,SSTC,238299,All other building equipment contractors,100,49.04043331,-122.6938181,,
Aarc West Mechanical Insulation Inc,Contractor - Mechanical Insulation,,19131,21 Ave,V3S3M3,6045359963,SSTC,232440,Insulation Work,100,49.04043331,-122.6938181,,
Frost Insulation Supplies Inc,Whlse. - Insulation Supplies,,19131,21 Ave,V3S3M3,6045357272,SSTC,416120,"Plumbing, Heating & Air-Conditioning Equipment & Supplies Wholesaler-Distributors",5,49.04043331,-122.6938181,,
Tri Metal Fabricators Ltd,"Mfg. - Custom Metal Fabrication - Carbon, Steel, Aluminum",,19150,21 Ave,V3S3M3,6045315518,SSTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,55,49.04002832,-122.6930858,,
Linmark Publishing Ltd,Calendar Publishing,3,19169,21 Ave,V3S3M3,6045367300,SSTC,511190,Other Publishers,10,49.04042873,-122.69289,,
Fasteel Industries Ltd,Warehouse - Steel,,19176,21 Ave,V3S3M3,6045428881,SSTC,493190,Other Warehousing & Storage,16,49.04003215,-122.6921185,,
Campbell Heights Fabrication Inc,Manufacturer/Machine Shop,102,19286,21 Ave,V3S3M3,6048571396,SSTC,332710,Machine Shops,3,49.03996384,-122.6879131,,
D J Drilling (2004) Ltd,Contractor - Diamond Drilling,104,19286,21 Ave,V3S8M3,6048571396,SSTC,232990,All Other Special Trade Contracting,6,49.03996384,-122.6879131,,
Jedway Enterprises Ltd,"Contractor - Trucking road building, Construction",104,19286,21 Ave,V3S8M3,6048571396,SSTC,231230,General Construction Contractors,5,49.03996384,-122.6879131,,
No 13 Holdings Ltd,Contractor - Residential home construction,104,19286,21 Ave,V3S8M3,6048571396,SSTC,231210,Residential Building Construction,1,49.03996384,-122.6879131,,
Nuovo Parts Canada Inc,Air compressors & parts,107,19298,21 Ave,V3S3M3,6045425346,SSTC,417990,"All Other Machinery, Equipment & Supplies Wholesaler-Distributors",7,49.03929552,-122.6877983,,
A G L On Site Solutions Inc,Sales/Marketing Office - On-Site Gas,102,19298,21 Ave,V3Z3M3,6045415060,SSTC,541619,Other Management Consulting Services,5,49.03929552,-122.6877983,,
STS Tours Inc,Tourist Trailer Park/Campsite,17,15168,22 Ave,V4A9T4,6045382853,SSTC,721211,RV (Recreational Vehicle) Parks & Campgrounds,2,49.04183476,-122.8030659,,
Big Fat Graphic House Inc,Manufacturer/Machine Shop,102,19036,22 Ave,V3S3S6,6045386478,SSTC,332710,Machine Shops,7,49.04185281,-122.6963864,,
Big Fat Graphic House Inc,Manufacturer/Machine Shop,102,19036,22 Ave,V3S3S6,6045386478,SSTC,541430,Graphic Design Services,7,49.04185281,-122.6963864,,
Big Kahuna Sport Company,Whlsle - Sporting Goods,,19036,22 Ave,V3S3S6,6045909211,SSTC,414470,Amusement & Sporting Goods Wholesaler-Distributors,16,49.04185281,-122.6963864,,
A W C Water Solutions Ltd,Manufacturer/Machine Shop,104,19074,22 Ave,V3Z3S6,6046380760,SSTC,333310,Commercial & Service Industry Machinery Manufacturing,19,49.04183939,-122.6953115,,
Ives Training Group Inc,Printer/Publisher,102,19162,22 Ave,V3S3S6,6045424837,SSTC,323119,Other Printing,12,49.04185082,-122.6927855,,
Jacob Bros Construction Inc,Contractor - Builders,101,19162,22 Ave,V3S3S6,6045410303,SSTC,231230,General Construction Contractors,100,49.04185082,-122.6927855,,
Quadra Mechanical Ltd,"Contractor - Plumbing, Contractor - Mechanical",107,19162,22 Ave,V3S3S6,6045423388,SSTC,232520,"Plumbing, Heating & Air-Conditioning Installation",10,49.04185082,-122.6927855,,
Western Geotechnical Consultants Ltd,Professional Practitioner - Engineering,103,19162,22 Ave,V3S3S6,6048535390,SSTC,541330,Engineering Services,2,49.04185082,-122.6927855,,
HME Mobility & Accessability,Retail Merchant - 20 or More Employees,140,19288,22 Ave,V3S3S6,6048210075,SSTC,446199,All other health & personal care stores,35,49.04183911,-122.6899326,,
Vantex Enterprises Ltd,Display stands & graphic supplies,130,19288,22 Ave,V3S3S6,6045757184,SSTC,418990,All Other Wholesaler-Distributors,4,49.04183911,-122.6899326,,
Bellpark Solutions Inc,Whlse. Agricultural & Health Sector Product & Material Handling Systems,120,19288,22 Ave,V3Z3S6,6047621242,SSTC,418990,All Other Wholesaler-Distributors,7,49.04183911,-122.6899326,,
Wainbee Limited,Manufacturer/Machine Shop,100,19288,22 Ave,V3Z3S6,6042784288,SSTC,33291,Metal valve mfg.,18,49.04183911,-122.6899326,,
Wainbee Limited,Manufacturer/Machine Shop,100,19288,22 Ave,V3Z3S6,6042784288,SSTC,332710,Machine Shops,18,49.04183911,-122.6899326,,
Whiskey River Warehousing Ltd,Warehouse,180,19288,22 Ave,V3Z3X1,6047771400,SSTC,493190,Other Warehousing & Storage,1,49.04183911,-122.6899326,,
T W G Canada,Manufacturer/Machine Shop - Hydraulic Winch,,19350,22 Ave,V3S3S6,6045944444,SSTC,332710,Machine Shops,75,49.04183213,-122.6877644,,
Markem Imaje Inc,Wholesale - Industrial Printers sales/service,,19350,22 Ave,V3Z3S6,8002675108,SSTC,417310,"Computer, Computer Peripheral & Pre-packaged Software Wholesaler-Distributors",2,49.04183213,-122.6877644,,
C D Nova Ltd,Wholesale,110,19353,22 Ave,V3Z3S6,6044305612,SSTC,41912,Wholesale trade agents & brokers,11,49.04222354,-122.6882879,,
Slip Tube Enterprises Ltd,"Mfg - Greenhouses,Manufacturing--Greenhouse & shelter",103,19353,22 Ave,V3Z3S6,6045802177,SSTC,326198,All Other Plastic Product Manufacturing,7,49.04222354,-122.6882879,,
Canuel Caterers Elgin Park Secondary School,Catering,,13484,24 Ave,V4A2G5,6045752605,SSTC,722320,Caterers,6,49.04555246,-122.8485887,,
