MAIN_TITLE_CLASS,SUBTITLE_CLASS,USER_,SECONDARY_USER,SERVICE_TYPE,LOCATION,ADDRESS,CITY,PROVINCE,POSTAL_CODE,TELEPHONE,WEBSITE,TIME_,E_MAIL,LONGITUDE,LATITUDE
Activities in the LIBRARY,Children's Activities,family with children,,Storytimes,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca/programs-services/5499.aspx,,,-122.8849356,49.13739136
Activities in the LIBRARY,Preteen/Teens,children,youth,Fab Fridays,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca/programs-services/5171.aspx,,,-122.8849356,49.13739136
Activities in the LIBRARY,Preteen/Teens,children,youth,Teen Advisory Group,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/4867.aspx,,,-122.8495093,49.19075212
Activities in the LIBRARY,Preteen/Teens,children,youth,Teen Advisory Group,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,www.surreylibraries.ca/programs-services/4867.aspx,,,-122.7798372,49.1552677
Activities in the LIBRARY,Preteen/Teens,children,youth,Teen Advisory Group,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca/programs-services/4867.aspx,,,-122.8022447,49.19335798
Activities in the LIBRARY,Preteen/Teens,children,youth,Teen Advisory Group,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,www.surreylibraries.ca/programs-services/4867.aspx,,,-122.8014113,49.03515614
Activities in the LIBRARY,Preteen/Teens,children,youth,Teen Anime Club,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5540.aspx,,ajhomfeld@surrey.ca,-122.8495093,49.19075212
Activities in the LIBRARY,Preteen/Teens,children,youth,Teen Philosophers Caf,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5530.aspx,,trhockin@surrey.ca  or eywu@surrey.ca,-122.8495093,49.19075212
Education/ESL & Citizenship,Adult Education,ALL,,Internet Access,Ocean Park Library,12854 17 Ave,Surrey,BC,,Tel: 604-502-6304,www.surreylibraries.ca,,,-122.8660413,49.03253415
Education/ESL & Citizenship,Adult Education,ALL,,Internet Access,Port Kells Library,18885 88 Ave,Surrey,BC,,Tel: 604-598-7440,www.surreylibraries.ca,,,-122.6996528,49.16299363
Education/ESL & Citizenship,Adult Education,ALL,,Internet Access,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,www.surreylibraries.ca,,,-122.8014113,49.03515614
Education/ESL & Citizenship,Adult Education,ALL,,Internet Access,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca,,,-122.8849356,49.13739136
Education/ESL & Citizenship,Computer Classes,single adult,,Beginner computer classes ,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5549.aspx,,,-122.8495093,49.19075212
Education/ESL & Citizenship,Computer Classes,single adult,,Beginner computer classes ,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca/programs-services/5549.aspx,,,-122.8022447,49.19335798
Education/ESL & Citizenship,Computer Classes,single adult,,Beginner computer classes ,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,www.surreylibraries.ca/programs-services/5549.aspx,,,-122.8014113,49.03515614
Education/ESL & Citizenship,Computer Classes,single adult,,Beginner computer classes ,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca/programs-services/5549.aspx,,,-122.8849356,49.13739136
Education/ESL & Citizenship,English Language Lessons,single adult,new immigrant,DIVERSEcity ELSA program,DIVERSEcity - Newton,7330 137 St,Surrey,BC,,Tel: 604-597-0205 ext 1223,www.dcrs.ca,,,-122.8425791,49.13602606
Education/ESL & Citizenship,English Language Lessons,single adult,new immigrant,DIVERSEcity ELSA program,DIVERSEcity - Fleetwood,8855 156 St,Surrey,BC,,Tel: 604-597-0205 ext 1223,www.dcrs.ca,,,-122.7904667,49.16350597
Education/ESL & Citizenship,English Language Lessons,single adult,new immigrant,DIVERSEcity ELSA program,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-597-0205 ext 1223,www.dcrs.ca,,,-122.8495093,49.19075212
Activities in the Community,Children/Teens,children,youth,Preteen Dances,Guildford Recreation Centre,15105 105 Ave ,Surrey,BC,,Tel: 604-501-5100,www.surrey.ca/youth/106.aspx,,,-122.8022447,49.19335798
Activities in the Community,Children/Teens,children,youth,Preteen Dances,Fleetwood Recreation Centre,15996 84 Ave,Surrey,BC,,Tel: 604-501-5100,www.surrey.ca/youth/6015.aspx,,,-122.7798372,49.1552677
Activities in the Community,Children/Teens,children,youth,Preteen Dances,South Surrey Recreation Centre,14601 20 Ave,Surrey,BC,,Tel: 604-501-5100,www.surrey.ca/youth/6015.aspx,,,-122.8158748,49.03867436
Activities in the Community,Children/Teens,children,youth,Preteen Dances,Fraser Heights Recreation Centre,10588 160 St,Surrey,BC,,Tel: 604-501-5100,www.surrey.ca/youth/6015.aspx,,,-122.7779161,49.19492903
Activities in the Community,Children/Teens,children,youth,Preteen Dances,Don Christian Recreation Centre,6220 184 St,Surrey,BC,,Tel: 604-501-5100,www.surrey.ca/youth/6015.aspx,,,-122.712288,49.11536613
Activities in the Community,Children/Teens,children,youth,Preteen Dances,Newton Seniors Centre,13775 70 Ave,Surrey,BC,,Tel: 604-501-5100,www.surrey.ca/youth/6015.aspx,,,-122.8409302,49.13016114
Activities in the Community,Children/Teens,children,youth,Preteen Dances,Chuck Bailey Recreation Centre,13458 107A Ave,Surrey,BC,,Tel: 604-501-5100,www.surrey.ca/youth/6015.aspx,,,-122.849782,49.1971863
Activities in the Community,Children/Teens,children,youth,Preteen Dances,Bridgeview Community Centre,11475 126A St,Surrey,BC,,Tel: 604-501-5100,www.surrey.ca/youth/6015.aspx,,,-122.8710549,49.2114071
Activities in the Community,Senior's Activities,senior,,Seniors Drop-in Centre,Chuck Bailey Recreation Centre,13458 107A Ave,Surrey,BC,,,www.surrey.ca/culture-recreation/1774.aspx,,,-122.849782,49.1971863
Activities in the Community,Senior's Activities,senior,,Seniors Drop-in Centre,Cloverdale Recreation Centre,6188 176 St,Surrey,BC,,,www.surrey.ca/culture-recreation/1774.aspx,,,-122.7344604,49.11519194
Activities in the Community,Senior's Activities,senior,,Seniors Drop-in Centre,Guildford Recreation Centre,15105 105 Ave,Surrey,BC,,,www.surrey.ca/culture-recreation/1774.aspx,,,-122.8022447,49.19335798
Activities in the Community,Senior's Activities,senior,,Seniors Drop-in Centre,Newton Recreation Centre,13775 70 Ave,Surrey,BC,,,www.surrey.ca/culture-recreation/1774.aspx,,,-122.8409302,49.13016114
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca,,,-122.8495093,49.19075212
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic,Cloverdale Library,5642 176A St,Surrey,BC,,Tel: 604-598-7320,www.surreylibraries.ca,,,-122.7334831,49.10489095
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,www.surreylibraries.ca,,,-122.7798372,49.1552677
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca,,,-122.8022447,49.19335798
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,www.surreylibraries.ca,,,-122.8394654,49.13012348
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic,Ocean Park Library,12854 17 Ave,Surrey,BC,,Tel: 604-502-6304,www.surreylibraries.ca,,,-122.8660413,49.03253415
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic,Port Kells Library,18885 88 Ave,Surrey,BC,,Tel: 604-598-7440,www.surreylibraries.ca,,,-122.6996528,49.16299363
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,www.surreylibraries.ca,,,-122.8014113,49.03515614
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca,,,-122.8849356,49.13739136
Activities in the LIBRARY,Children's Activities,family with children,,Dog Tales,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7300,www.surreylibraries.ca/programs-services/5585.aspx,,,-122.8394654,49.13012348
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5547.aspx,,,-122.8495093,49.19075212
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,Cloverdale Library,5642 176A St,Surrey,BC,,Tel: 604-598-7320,www.surreylibraries.ca/programs-services/5547.aspx,,,-122.7334831,49.10489095
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,www.surreylibraries.ca/programs-services/5547.aspx,,,-122.7798372,49.1552677
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca/programs-services/5547.aspx,,,-122.8022447,49.19335798
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,www.surreylibraries.ca/programs-services/5547.aspx,,,-122.8394654,49.13012348
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,Ocean Park Library,12854 17 Ave,Surrey,BC,,Tel: 604-502-6304,www.surreylibraries.ca/programs-services/5547.aspx,,,-122.8660413,49.03253415
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,Port Kells Library,18885 88 Ave,Surrey,BC,,Tel: 604-598-7440,www.surreylibraries.ca/programs-services/5547.aspx,,,-122.6996528,49.16299363
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,www.surreylibraries.ca/programs-services/5547.aspx,,,-122.8014113,49.03515614
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca/programs-services/5547.aspx,,,-122.8849356,49.13739136
Activities in the LIBRARY,Children's Activities,family with children,,Family Craft Hour,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5431.aspx,,,-122.8495093,49.19075212
Activities in the LIBRARY,Children's Activities,family with children,,Games Kiosk,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5215.aspx,,,-122.8495093,49.19075212
Activities in the LIBRARY,Children's Activities,family with children,,Games Kiosk,Cloverdale Library,5642 176A St,Surrey,BC,,Tel: 604-598-7320,www.surreylibraries.ca/programs-services/5215.aspx,,,-122.7334831,49.10489095
Activities in the LIBRARY,Children's Activities,family with children,,Games Kiosk,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,www.surreylibraries.ca/programs-services/5215.aspx,,,-122.7798372,49.1552677
Activities in the LIBRARY,Children's Activities,family with children,,Games Kiosk,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca/programs-services/5215.aspx,,,-122.8022447,49.19335798
Activities in the LIBRARY,Preteen/Teens,children,youth,Teen Writers Circles,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5449.aspx,,trhockin@surrey.ca (City Centre)   or lagawthrop@surrey.ca (Ocean Park),-122.8495093,49.19075212
Activities in the LIBRARY,Preteen/Teens,children,youth,Teen Writers Circles,Ocean Park Library,12854 17 Ave,Surrey,BC,,Tel: 604-502-6304,www.surreylibraries.ca/programs-services/5449.aspx,,trhockin@surrey.ca (City Centre)   or lagawthrop@surrey.ca (Ocean Park),-122.8660413,49.03253415
Activities in the LIBRARY,Preteen/Teens,children,youth,Wacky Wednesdays,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,www.surreylibraries.ca/programs-services/5170.aspx,Wednesday: 3 pm to 5 pm.,,-122.8394654,49.13012348
Activities in the LIBRARY,Adults,ALL,,Book Clubs,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,www.surreylibraries.ca/programs-services/5451.aspx,,,-122.8495093,49.19075212
Activities in the LIBRARY,Adults,ALL,,Book Clubs,Cloverdale Library,5642 176A St,Surrey,BC,,Tel: 604-598-7320,www.surreylibraries.ca/programs-services/5451.aspx,,,-122.7334831,49.10489095
Activities in the LIBRARY,Adults,ALL,,Book Clubs,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,www.surreylibraries.ca/programs-services/5451.aspx,,,-122.7798372,49.1552677
Activities in the LIBRARY,Adults,ALL,,Book Clubs,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,www.surreylibraries.ca/programs-services/5451.aspx,,,-122.8022447,49.19335798
Activities in the LIBRARY,Adults,ALL,,Book Clubs,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,www.surreylibraries.ca/programs-services/5451.aspx,,,-122.8394654,49.13012348
Activities in the LIBRARY,Adults,ALL,,Book Clubs,Ocean Park Library,12854 17 Ave,Surrey,BC,,Tel: 604-502-6304,www.surreylibraries.ca/programs-services/5451.aspx,,,-122.8660413,49.03253415
Activities in the LIBRARY,Adults,ALL,,Book Clubs,Port Kells Library,18885 88 Ave,Surrey,BC,,Tel: 604-598-7440,www.surreylibraries.ca/programs-services/5451.aspx,,,-122.6996528,49.16299363
Activities in the LIBRARY,Adults,ALL,,Book Clubs,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,www.surreylibraries.ca/programs-services/5451.aspx,,,-122.8014113,49.03515614
Activities in the LIBRARY,Adults,ALL,,Book Clubs,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,www.surreylibraries.ca/programs-services/5451.aspx,,,-122.8849356,49.13739136
Activities in the LIBRARY,Adults,single adult,,Crafters Club,Port Kells Library,18885 88 Ave,Surrey,BC,,Tel: 604-598-7440,www.surreylibraries.ca/programs-services/5594.aspx,,,-122.6996528,49.16299363
Food,Free or Low Cost Meals,women,,Hot Lunch,Sources Womens Place,15318 20 Ave,Surrey,BC,,Tel: 604-536-9611 ext 1801,www.sourcesbc.ca/index.php?option=com_content&view=article&id=178&Itemid=235,Hot nutritious lunch: Tuesday to Friday 12 pm to 1:30 pm for women and children.,,-122.7980168,49.03817959
Food,Low  Cost Groceries,ALL,,Community Gardens,Dunsmuir Garden,2900 Dunsmuir Rd,Surrey,BC,,Tel: 604-501-5050,www.surrey.ca/culture-recreation/7108.aspx,,parksrecculture@surrey.ca,-122.8803236,49.05562134
Food,Low  Cost Groceries,ALL,,Community Gardens,Hazelnut Meadows Garden,14069 68 Ave,Surrey,BC,,Tel: 604-501-5050,www.surrey.ca/culture-recreation/7108.aspx,,parksrecculture@surrey.ca,-122.8323638,49.12639115
Food,Low  Cost Groceries,ALL,,Community Gardens,Holly Park,10706 148 St,Surrey,BC,,Tel: 604-501-5050,www.surrey.ca/culture-recreation/7108.aspx,,parksrecculture@surrey.ca,-122.8121047,49.19706791
Food,Low  Cost Groceries,ALL,,Community Gardens,North Surrey Organic Garden,10222 141 St,Surrey,BC,,Tel: 604-501-5050,www.surrey.ca/culture-recreation/7108.aspx,,parksrecculture@surrey.ca,-122.8311474,49.18825671
Food,Low  Cost Groceries,ALL,,Harvest Boxes,Fleetwood Community Centre,15996 84 Ave,Surrey,BC,,Tel: 604-501-5030,tinyurl.com/cxjr2bm,,,-122.7798372,49.1552677
Food,Low  Cost Groceries,ALL,,Harvest Boxes,Fraser Heights Recreation Centre,10588 160 Ave,Surrey,BC,,Tel: 604-592-6920,tinyurl.com/cxjr2bm,,,-122.7779161,49.19492903
Food,Low  Cost Groceries,ALL,,Harvest Boxes,Guildford Recreation Centre,15105 105 Ave,Surrey,BC,,Tel: 604-502-6360,tinyurl.com/cxjr2bm,,,-122.8022447,49.19335798
Food,Low  Cost Groceries,ALL,,Harvest Boxes,Newton Community Centre,7120 136B Ave,Surrey,BC,,Tel: 604-501-5040,tinyurl.com/cxjr2bm,,,-122.8432119,49.13202916
Food,Low  Cost Groceries,ALL,,Harvest Boxes,South Surrey Recreation Centre,14601 20 Ave,Surrey,BC,,Tel: 604-592-6970,tinyurl.com/cxjr2bm,,,-122.8158748,49.03867436
Food,Low  Cost Groceries,ALL,,Harvest Boxes,Newton Seniors Centre,13775 70 Ave,Surrey,BC,,Tel: 604-501-5010,tinyurl.com/cxjr2bm,,,-122.8409302,49.13016114
Activities in the LIBRARY,Getting a Library Card,ALL,,Library Card,City Centre Library,10350 University Dr,Surrey,BC,,Tel: 604-598-7420,,,,-122.8495093,49.19075212
Activities in the LIBRARY,Getting a Library Card,ALL,,Library Card,Cloverdale Library,5642 176A St,Surrey,BC,,Tel: 604-598-7320,,,,-122.7334831,49.10489095
Activities in the LIBRARY,Getting a Library Card,ALL,,Library Card,Fleetwood Library,15996 84 Ave,Surrey,BC,,Tel: 604-598-7340,,,,-122.7798372,49.1552677
Activities in the LIBRARY,Getting a Library Card,ALL,,Library Card,Guildford Library,15105 105 Ave,Surrey,BC,,Tel: 604-598-7360,,,,-122.8022447,49.19335798
Activities in the LIBRARY,Getting a Library Card,ALL,,Library Card,Newton Library,13795 70 Ave,Surrey,BC,,Tel: 604-598-7400,,,,-122.8394654,49.13012348
Activities in the LIBRARY,Getting a Library Card,ALL,,Library Card,Ocean Park Library,12854 17 Ave,Surrey,BC,,Tel: 604-502-6304,,,,-122.8660413,49.03253415
Activities in the LIBRARY,Getting a Library Card,ALL,,Library Card,Port Kells Library,18885 88 Ave,Surrey,BC,,Tel: 604-598-7440,,,,-122.6996528,49.16299363
Activities in the LIBRARY,Getting a Library Card,ALL,,Library Card,Semiahmoo Library,1815 152 St,Surrey,BC,,Tel: 604-592-6900,,,,-122.8014113,49.03515614
Activities in the LIBRARY,Getting a Library Card,ALL,,Library Card,Strawberry Hill Library,7399 122 St,Surrey,BC,,Tel: 604-501-5836,,,,-122.8849356,49.13739136
Activities in the Community,Leisure Access Program,ALL,,Leisure Access Program,Cloverdale Recreation Centre,6188 176 St,Surrey,BC,,Tel: 604-598-7960,www.surrey.ca/culture-recreation/1773.aspx,,,-122.7344604,49.11519194
Activities in the Community,Leisure Access Program,ALL,,Leisure Access Program,Fleetwood Community Centre,15996 84 Ave,Surrey,BC,,Tel: 604-501-5030,www.surrey.ca/culture-recreation/1773.aspx,,,-122.7798372,49.1552677
Activities in the Community,Leisure Access Program,ALL,,Leisure Access Program,Fraser Heights Recreation Centre,10588 160 St,Surrey,BC,,Tel: 604-592-6920,www.surrey.ca/culture-recreation/1773.aspx,,,-122.7779161,49.19492903
Activities in the Community,Leisure Access Program,ALL,,Leisure Access Program,Guildford Recreation Centre,15105 105 Ave,Surrey,BC,,Tel: 604-502-6360,www.surrey.ca/culture-recreation/1773.aspx,,,-122.8022447,49.19335798
Activities in the Community,Leisure Access Program,ALL,,Leisure Access Program,Newton Recreation Centre,13730 72 Ave,Surrey,BC,,Tel: 604-501-5540,www.surrey.ca/culture-recreation/1773.aspx,,,-122.8419634,49.13312332
Activities in the Community,Leisure Access Program,ALL,,Leisure Access Program,Chuck Bailey Recreation Centre,13458 107A Ave,Surrey,BC,,Tel: 604-598-5898,www.surrey.ca/culture-recreation/1773.aspx,,,-122.849782,49.1971863
Activities in the Community,Leisure Access Program,ALL,,Leisure Access Program,North Surrey Recreation Centre,10275 City Parkway,Surrey,BC,,Tel: 604-502-6300,www.surrey.ca/culture-recreation/1773.aspx,,,-122.848712,49.18937765
Activities in the Community,Leisure Access Program,ALL,,Leisure Access Program,Bridgeview Community Centre,11475 126A St,Surrey,BC,,Tel: 604-591-4080,www.surrey.ca/culture-recreation/1773.aspx,,,-122.8710549,49.2114071
Activities in the Community,Leisure Access Program,ALL,,Leisure Access Program,South Surrey Recreation Centre,14601 20 Ave,Surrey,BC,,Tel: 604-592-6970,www.surrey.ca/culture-recreation/1773.aspx,,,-122.8158748,49.03867436
Employment & Income,Employment Programs & Services,new immigrant,,Skills Connect for Immigrants,Douglas College,10060 King George Hwy,Surrey,BC,,Tel: 604-588-7772,tinyurl.com/alocj6y,,skillsconnect@douglascollege.ca,-122.8450716,49.18536694
Health Services ,Counselling ,children,youth,Sexual Abuse Counselling Centre,Options,9815 140 St,Surrey,BC,,Tel: 604-584-5811,www.scss.ca/counselling/sexual-abuse-counselling-centre ,,,-122.8346039,49.18072603
Food,Low  Cost Groceries,ALL,,Harvest Boxes,North Surrey Recreation Centre,10275 City Parkway,Surrey,BC,,Tel: 604-502-6300,tinyurl.com/cxjr2bm,,,-122.8483633,49.18940295
Food,Low  Cost Groceries,ALL,,Harvest Boxes,Sunrise Seniors Pavilion,10341 City Parkway,Surrey,BC,,Tel: 604-502-6380,tinyurl.com/cxjr2bm,,,-122.846617,49.19047641
Health Services ,Counselling ,ALL,,The Care Bus,NightShift Ministries,10635 King George Blvd,Surrey,BC,,Tel: 604-953-1114,www.nightshiftministries.org/care/the-care-bus/,Tuesday and Friday: 6:30pm to 9pm,info@nightshiftministries.org ,-122.8456864,49.19583734
Health Services ,Counselling ,ALL,,The Care Centre,NightShift Ministries,10635 King George Blvd,Surrey,BC,,Tel: 604-953-1154,www.thecarecentre.wordpress.com/,,info@nightshiftministries.org ,-122.8458216,49.1958261
Food,Free or low cost meals,new immigrant,,Burmese Specific Community Kitchen ,Oak Ave Neighbourhood Hub,12740 102 Ave,Surrey,BC,V3V 3E5,Tel: 604-582-7088,www.oanh.ca/communitykitchens.html,,info@oanh.ca,-122.8694042,49.18773579
Activities in the Community,Senior's Activities,senior,,Seniors Drop-in Tea,Oak Ave Neighbourhood Hub,12740 102 Ave,Surrey,BC,V3V 3E5,Tel: 604-582-7088,www.oanh.ca,Every 3rd Wednesday of the month: 1:00pm to 3:00pm,info@oanh.ca,-122.8692406,49.1877951
Activities in the Community,General Activities,ALL,<Null>,Multi-Cultural Cooking Club,Oak Ave Neighbourhood Hub,12740 102 Ave,Surrey,BC,V3V 3E5,Tel: 604-582-7088,www.oanh.ca,Every 1st and 3rd Thursday each month: 10:30am to 1:30pm,info@oanh.ca,-122.8692319,49.18767609
Food,Free or low cost meals,women,,Sources - Women's Place,,15318 20 Ave,Surrey,BC,V4A 2A2,Tel: 604-536-9611,http://www.sourcesbc.ca/index.php?option=com_content&view=article&id=178&Itemid=164,Hot lunch: Tues - Fri 12:00pm to 1:30 pm,,-122.7980149,49.038004
Health Services,Counselling,ALL,,SFU Surrey Counselling Centre,<Null>,9484 122 St,Surrey,BC,V3V 4M1,Tel: 604-587-7320,www.sfu.ca/education/centres-offices/sfu-surrey-counselling-centre.html,<Null>,,-122.8842088,49.17542511
Activities in the Community,Senior's Activities,senior,,TALK (Third Age Learning at Kwantlen),Kwantlen Polytechnic University,12666 72 Ave,Surrey,BC,,Tel: 604-599-3077,www.kwantlen.ca/talk.html,,,-122.8711225,49.13330849
Activities in the Community,General Activities,ALL,,Dancing,Oak Avenue Neighbourhood Hub,12740 102 Ave,Surrey,BC,V3V 3Es,Tel: 604-582-7088,www.oanh.ca,Every Wednesday from 9:30pm to 10:30am,info@oanh.ca,-122.8764774,49.18784974
Employment & Income,Employment Programs & Services,ALL,,Career Choices and Life Success,Kwantlen Univerisy,12666 72 Ave,Surrey,BC,,Tel: 604-599-3431,www.kpu.ca/calendar/2013-14/aca/ccls-cit.html,<Null>,,-122.8706023,49.13328704
Education/ESL & Citizenship,Computer Classes,Senior,,Senior's Computer Classes,Oak Avenue Neighbourhood Hub,12740 102 Ave,Surrey,BC, V3V 3E5,Tel: 604-582-7088,www.oanh.ca,,info@oanh.ca,-122.8693909,49.18762643
Education/ESL & Citizenship,Child & Teen Education,Children,,Friends of Simon Tutoring,,10350 University Drive,Surrey,BC,,Tel: 778-782-8082,http://www.sfu.ca/education/fostutor/contact.html,,sfusurrey-engage@sfu.ca,-122.8492363,49.19076873
Education/ESL & Citizenship,English Language Lessons,ALL,,ESL Studies,Kwantlen Polytechnic University,12666 72 Ave,Surrey,BC,,Tel: 604-599-3165,http://www.kpu.ca/aca/els,,ACA.Advisor@kpu.ca,-122.8700814,49.13327154
Education/ESL & Citizenship,Adult Education,Adult,,Academic & Career Preparation,Kwantlen University,12666 72 Ave,Surrey,BC,,Tel: 604-599-3165,http://www.kpu.ca/aca,,,-122.8702273,49.1329504
Education/ESL & Citizenship,Child & Teen Education,children,new immigrant,Storytimes to Help Learn English,Gilford Family Place,10310 154 St,Burnaby,BC,,Tel: 604-501-5844,www.surreylibraries.ca/programs-services/5378.aspx,,,-122.794805,49.18956902
Education/ESL & Citizenship,Child & Teen Education,children,new immigrant,Storytimes to Help Learn English,S.U.C.C.E.S.S Surrey Service Centre,#206 - 10090 152 st,Surrey,BC,,Tel:604-588-6869,www.surreylibraries.ca/programs-services/5378.aspx,,,-122.8004133,49.18575951
Education/ESL & Citizenship,Child & Teen Education,children,new immigrant,Storytimes to Help Learn English,Newton Family Place,6846 King George Blvd,Surrey,BC,,Tel: 604-598-7379,http://www.surreylibraries.ca/programs-services/5378.aspx,,,-122.8443856,49.12716531
Household Goods,Thrift Stores,ALL,,Sisters Thrift Boutique,,10635 King George Blvd,Surrey,BC,,Tel: 604-953-1155,thriftboutique.wordpress.com,,,-122.8456917,49.19590706
Education/ESL & Citizenship,Citizenship,,,Citizenship Now! Website,Website created by S.U.C.C.E.S.S.,,Surrey,BC,,,www.citizenshipnow.ca,,,,
Education/ESL & Citizenship,Citizenship,new immigrant,,Citizenship Information,online information,,Surrey,BC,,,www.surreylibraries.ca/programs-services/4754.aspx,,,,
Education/ESL & Citizenship,English Language Lessons,new immigrant,,Mango Language Online Lessons,Surrey Libraries,,Surrey,BC,,,www.surreylibraries.ca/research/4729.aspx#M,,,,
Education/ESL & Citizenship,English Language Lessons,new immigrant,,Greenwood Online Language Classes,Surrey Libraries,,Surrey,BC,,,www.surreylibraries.ca/research/4729.aspx#G,,,,
Education/ESL & Citizenship,English Language Lessons,ALL,,English Conversation Class,Surrey Recreation Centres,,Surrey,BC,,Tel: 604-501-5100 (register) 604-591-4176 (information),,,,,
Education/ESL & Citizenship,Computer Classes,single adult,,Online Computer Classes with Learning Express,Surrey Libraries,,Surrey,BC,,,www.surreylibraries.ca/research/4729.aspx#L,,,,
Education/ESL & Citizenship,Adult Education,family with children,,Nobody's Perfect Parenting Program,,,Surrey,BC,,Tel: 604-583-3852,,,,,
Education/ESL & Citizenship,Computer Classes,single adult,,Keyboard Tutorials,online,,Surrey,BC,,,tinyurl.com/3wau9fq,,,,
Education/ESL & Citizenship,Child & Teen  Education,family with children,,Strong Start,various elementary schools,,Surrey,BC,,,www.sd36.bc.ca/general/programs/strongstart.html,,,,
Education/ESL & Citizenship,Child & Teen  Education,youth,,Homework Tutors Online,online,,Surrey,BC,,,www.learnnowbc.ca/studycentre/default.aspx,Sundays to Thursdays: 6 pm to 10 pm. Also offers a free writing tutor on Tuesdays and Thursdays.,,,
